SalesKey,Gold,Units,DateKey,ShopKey,ItemKey,CustomerKey
213,59.43118055398774,1.0,20230104,2,11,20
214,85.0070585723512,1.0,20230104,2,12,10
215,56.5152981699026,1.0,20230104,2,14,15
216,50.483411154622154,1.0,20230104,2,15,18
217,31.041356593238714,1.0,20230104,2,17,20
218,583.7347765572379,5.0,20230104,2,18,1
219,24.90458391104688,1.0,20230104,2,18,14
220,30.429751130691564,1.0,20230104,2,24,12
221,7.407412157414122,1.0,20230104,2,24,16
222,1387.7025424434266,4.0,20230104,3,1,6
223,136.66847658626634,1.0,20230104,3,4,19
224,283.4467275886447,1.0,20230104,3,6,5
225,92.23153062628086,1.0,20230104,3,7,16
226,156.3610027679399,1.0,20230104,3,11,9
227,70.2941875130216,1.0,20230104,3,17,9
228,61.20916692334859,1.0,20230104,3,24,8
229,92.99012012607312,1.0,20230104,4,6,17
230,94.81433911734119,1.0,20230104,4,9,9
231,33.342507489780715,1.0,20230104,4,15,20
232,30.551538565347503,1.0,20230104,4,21,10
233,36.845589305270146,1.0,20230104,4,21,14
234,206.56825728386346,1.0,20230104,5,5,8
235,88.45778497445998,1.0,20230104,5,6,6
236,87.81935906652744,1.0,20230104,5,6,18
237,104.80337345983412,1.0,20230104,5,8,6
238,29.915271857960775,1.0,20230104,5,11,11
239,27.07555266063867,1.0,20230104,5,15,15
240,23.008079860105454,1.0,20230104,5,17,13
241,20.41147974409808,1.0,20230104,5,19,16
242,26.75672672799056,1.0,20230104,5,22,7
243,31.12714762863178,1.0,20230104,5,22,10
244,14.616423952824189,1.0,20230104,5,24,18
245,270.6005063064317,1.0,20230104,6,3,6
246,189.5376206721662,1.0,20230104,6,3,14
247,316.95376237671445,2.0,20230104,6,4,8
248,128.7487460885829,1.0,20230104,6,4,20
249,46.4677815517095,2.0,20230104,6,8,10
250,15.418121525903928,1.0,20230104,6,9,19
251,28.049977880687205,1.0,20230104,6,14,15
252,48.15258865271577,1.0,20230104,6,15,18
253,14.761977891529083,1.0,20230104,6,20,16
254,30.303730253252574,1.0,20230104,6,22,12
255,19.759147677690045,1.0,20230104,6,24,18
256,57.8074307270373,1.0,20230104,7,8,17
257,345.96857113706983,2.0,20230104,7,9,4
258,27.41770978624848,1.0,20230104,7,9,16
259,85.56076399177311,1.0,20230104,7,14,5
260,35.34069169906843,1.0,20230104,7,14,14
261,119.39867955677477,1.0,20230104,7,17,2
262,256.7472838614225,2.0,20230104,8,2,17
263,487.99473394998165,2.0,20230104,8,4,6
264,288.2289980393996,1.0,20230104,8,4,7
265,436.65944101488606,3.0,20230104,8,5,3
266,205.74170310744506,4.0,20230104,8,5,9
267,216.87664850230092,1.0,20230104,8,6,5
268,92.81269801513271,1.0,20230104,8,10,20
269,40.32075872793458,1.0,20230104,8,14,15
270,60.923105062879934,1.0,20230104,8,23,6
271,766.325775508771,5.0,20230105,1,1,7
272,413.7175111952336,2.0,20230105,1,1,20
273,117.88006217669091,1.0,20230105,1,7,14
274,97.16937639586767,1.0,20230105,1,10,9
275,88.62655850943213,1.0,20230105,1,10,12
276,188.33630119260565,1.0,20230105,1,12,6
277,280.61106092641234,2.0,20230105,1,13,4
278,222.46538293591098,1.0,20230105,1,19,2
279,24.81672365840239,1.0,20230105,1,22,11
280,43.28027917778741,1.0,20230105,1,22,17
281,543.7948497512969,2.0,20230105,2,3,5
282,177.82859634777412,1.0,20230105,2,6,9
283,82.70152780893564,1.0,20230105,2,7,20
284,86.85689044122005,1.0,20230105,2,8,14
285,45.64299625054746,1.0,20230105,2,9,15
286,88.8515804614806,1.0,20230105,2,9,18
287,25.680160143731396,1.0,20230105,2,9,19
288,56.77863719025689,1.0,20230105,2,12,11
289,25.898115563146543,1.0,20230105,2,20,19
290,131.0810842287519,1.0,20230105,2,21,9
291,88.1490735430965,1.0,20230105,2,22,8
292,1032.0784087420548,3.0,20230105,3,1,5
293,271.65398561683014,1.0,20230105,3,2,14
294,81.67586307818296,1.0,20230105,3,10,17
295,77.87289176485895,1.0,20230105,3,11,18
296,80.26618322414865,1.0,20230105,3,16,14
297,42.70288983250504,1.0,20230105,3,19,18
298,50.8979878965149,1.0,20230105,3,21,12
299,148.34227756476952,1.0,20230105,3,22,5
300,312.93583334759677,2.0,20230105,3,23,3
301,170.57758589142034,1.0,20230105,4,3,10
302,495.564121722391,6.0,20230105,4,4,8
303,53.82479764299938,2.0,20230105,4,5,15
304,867.307830724749,6.0,20230105,4,6,1
305,48.18355085073475,1.0,20230105,4,6,15
306,94.9904944145316,3.0,20230105,4,7,13
307,862.0701816894954,8.0,20230105,4,8,1
308,28.419667861021043,1.0,20230105,4,13,10
309,26.182187388816654,1.0,20230105,5,13,20
310,49.2622508781232,1.0,20230105,5,15,12
311,18.73732415282332,1.0,20230105,5,17,20
312,31.505793397127828,1.0,20230105,5,20,14
313,238.64183798977865,1.0,20230105,6,1,16
314,79.58814624128752,1.0,20230105,6,6,20
315,79.05039117393008,1.0,20230105,6,9,5
316,23.71657976722451,1.0,20230105,6,9,20
317,67.71274418103259,1.0,20230105,6,10,12
318,50.249429241425936,1.0,20230105,6,13,9
319,45.71395898992353,1.0,20230105,6,17,6
320,19.840332790358037,1.0,20230105,6,18,15
321,10.837190772350134,1.0,20230105,6,18,16
322,52.414974915227916,1.0,20230105,6,19,13
323,43.36763807384183,1.0,20230105,6,21,12
324,29.765950636764085,1.0,20230105,6,21,17
325,334.589782201325,1.0,20230105,7,1,15
326,616.361454881147,6.0,20230105,7,4,5
327,586.3039306079003,2.0,20230105,7,8,4
328,322.23500208853585,1.0,20230105,7,10,4
329,92.96048276981149,1.0,20230105,7,13,5
330,41.82076226367063,1.0,20230105,7,15,11
331,48.39034869912812,1.0,20230105,7,16,17
332,43.98583309437145,1.0,20230105,7,17,6
333,60.70171416806528,1.0,20230105,7,18,8
334,554.2896604144313,2.0,20230105,8,2,8
335,238.29021320901833,3.0,20230105,8,10,4
336,57.64004359930848,1.0,20230105,8,13,9
337,70.78796264174666,1.0,20230105,8,15,10
338,27.456261098047637,1.0,20230105,8,18,7
339,21.56454969962173,1.0,20230105,8,19,11
340,14.737274839317376,1.0,20230105,8,22,19
341,45.481024486543,1.0,20230105,8,23,17
342,838.7866321582878,3.0,20230106,1,2,9
343,109.48125973887085,1.0,20230106,1,5,9
344,49.788639867053,1.0,20230106,1,6,16
345,79.37692861338154,1.0,20230106,1,18,8
346,89.22524879540389,1.0,20230106,1,21,12
347,52.40658011202373,1.0,20230106,1,21,13
348,115.53790848662916,1.0,20230106,2,5,7
349,45.089617669882436,1.0,20230106,2,16,7
350,45.07448485895642,1.0,20230106,2,16,13
351,32.56920441987109,1.0,20230106,2,20,17
352,43.221500661467424,1.0,20230106,2,22,12
353,353.7246506755117,2.0,20230106,3,1,17
354,520.2792896092283,5.0,20230106,3,2,12
355,94.7820326115749,1.0,20230106,3,9,8
356,31.728827027206606,1.0,20230106,3,12,16
357,41.4550340970745,1.0,20230106,3,13,17
358,18.616311111704466,1.0,20230106,3,14,19
359,43.10882645534929,1.0,20230106,3,16,10
360,48.48598927876887,1.0,20230106,3,17,5
361,437.26023636172135,1.0,20230106,4,2,6
362,116.91056779763882,1.0,20230106,4,2,15
363,200.56580613887974,2.0,20230106,4,3,6
364,673.0518922437836,4.0,20230106,4,4,3
365,35.80451714764534,1.0,20230106,4,9,19
366,23.01378815979349,1.0,20230106,4,9,20
367,167.66971464731014,1.0,20230106,4,12,4
368,126.90209453573307,1.0,20230106,4,13,3
369,16.581735351517647,1.0,20230106,4,14,19
370,121.98359160950804,4.0,20230106,4,15,4
371,24.71138286244924,1.0,20230106,4,17,5
372,89.90364414475764,1.0,20230106,4,22,4
373,21.86653490468764,1.0,20230106,4,23,20
374,389.6734332726506,1.0,20230106,5,1,12
375,1826.364987416661,8.0,20230106,5,3,1
376,118.74634827662356,1.0,20230106,5,4,20
377,42.38147586711762,1.0,20230106,5,10,10
378,41.778204832970886,1.0,20230106,5,10,13
379,12.974659673121307,1.0,20230106,5,18,17
380,8.782585810107575,1.0,20230106,5,20,16
381,10.304009257079212,1.0,20230106,5,20,19
382,195.68155992893745,1.0,20230106,5,23,3
383,1831.333370136405,5.0,20230106,6,4,1
384,95.24343667976916,1.0,20230106,6,8,6
385,53.55266208029318,1.0,20230106,6,9,8
386,28.81243770204539,1.0,20230106,6,12,11
387,53.68161144244577,1.0,20230106,6,14,12
388,180.39095665852446,3.0,20230106,6,17,1
389,39.08171624492107,1.0,20230106,6,21,6
390,184.7694609406713,1.0,20230106,7,4,13
391,1080.9988350645829,5.0,20230106,7,6,1
392,40.347435567723196,1.0,20230106,7,7,14
393,72.64159017317199,1.0,20230106,7,7,17
394,134.04143391321722,1.0,20230106,7,8,5
395,269.0581612842948,1.0,20230106,7,12,2
396,71.87981373449834,1.0,20230106,7,13,5
397,58.304926083361316,1.0,20230106,7,15,10
398,61.60871223584989,1.0,20230106,7,15,13
399,44.040803310638,1.0,20230106,7,20,13
400,55.85719498457655,1.0,20230106,7,23,8
401,15.251037271889174,1.0,20230106,7,24,14
402,143.98509412160664,3.0,20230106,8,2,14
403,161.50184994630882,1.0,20230106,8,7,5
404,14.26095175708345,1.0,20230106,8,9,16
405,50.01503905287246,1.0,20230106,8,11,12
406,36.596303361263466,1.0,20230106,8,11,15
407,47.14162961158017,1.0,20230106,8,11,17
408,59.50939789628969,1.0,20230106,8,15,14
409,36.26712181436036,1.0,20230106,8,17,13
410,41.450282061998706,1.0,20230106,8,18,6
411,26.059893291352697,1.0,20230106,8,20,14
412,16.705193028719922,1.0,20230106,8,24,13
413,753.6104373398185,4.0,20230107,1,2,8
414,168.11168872187235,2.0,20230107,1,4,11
415,75.28223504310735,1.0,20230107,1,11,12
416,16.86049268766305,1.0,20230107,1,13,19
417,189.93584630358407,1.0,20230107,1,14,4
418,15.474550058643878,1.0,20230107,1,17,10
419,26.771502381456575,1.0,20230107,1,17,18
420,23.8197688573825,1.0,20230107,1,17,20
421,233.6857887706293,1.0,20230107,1,18,3
422,18.57683737434977,1.0,20230107,1,20,11
423,22.225574914494747,1.0,20230107,1,21,11
424,11.452033027114735,1.0,20230107,1,24,14
425,151.661583152832,1.0,20230107,2,11,4
426,50.69878157522107,1.0,20230107,2,12,14
427,394.7046534987807,1.0,20230107,2,17,1
428,80.97056146782225,1.0,20230107,2,20,6
429,603.813076885205,2.0,20230107,3,1,12
430,190.49491981414536,1.0,20230107,3,6,8
431,75.06921678904203,1.0,20230107,3,7,15
432,132.0256040991956,1.0,20230107,3,10,9
433,55.80593887196069,1.0,20230107,3,13,12
434,15.76699298994134,1.0,20230107,3,18,19
435,43.54561971017007,1.0,20230107,3,21,20
436,55.78745315431915,1.0,20230107,3,22,9
437,8.676950698334258,1.0,20230107,3,24,15
438,1119.6592748352257,19.0,20230107,4,1,2
439,146.70791027861154,1.0,20230107,4,5,8
440,82.25336735138504,1.0,20230107,4,6,18
441,76.92149901001234,1.0,20230107,4,9,9
442,22.218622011509705,1.0,20230107,4,9,10
443,36.030663259427435,1.0,20230107,4,10,7
444,19.622335369993188,1.0,20230107,4,15,15
445,238.1969471611819,1.0,20230107,4,18,1
446,83.96904181572386,1.0,20230107,4,18,2
447,225.0973694978817,2.0,20230107,4,19,1
448,18.48085018814434,1.0,20230107,4,20,11
449,187.47972031528482,1.0,20230107,5,2,14
450,73.19156576907476,1.0,20230107,5,6,17
451,11.34740791002191,1.0,20230107,5,9,16
452,90.98619932332645,1.0,20230107,5,10,9
453,63.551942486611615,1.0,20230107,5,11,13
454,17.8014559267242,1.0,20230107,5,12,16
455,28.436211738989957,1.0,20230107,5,14,17
456,19.66649245337894,1.0,20230107,5,16,20
457,110.38132101848794,1.0,20230107,5,18,3
458,25.370363879487417,1.0,20230107,5,18,7
459,17.69136969288471,1.0,20230107,5,18,10
460,42.54877748063241,1.0,20230107,5,20,5
461,18.877439504209,1.0,20230107,5,24,13
462,33.24146031735033,1.0,20230107,6,6,14
463,209.08019614236994,2.0,20230107,6,9,3
464,71.85526956723108,1.0,20230107,6,10,6
465,75.83480934026781,1.0,20230107,6,14,8
466,20.09252275918265,1.0,20230107,6,17,7
467,16.22620168819926,1.0,20230107,6,18,19
468,55.48687832292772,1.0,20230107,6,23,8
469,60.666993076474625,1.0,20230107,7,5,15
470,398.4575936271578,2.0,20230107,7,11,1
471,96.19014376726047,1.0,20230107,7,11,8
472,146.5166257438216,1.0,20230107,7,12,5
473,34.202099631384144,1.0,20230107,7,18,17
474,27.506136717807937,1.0,20230107,7,24,12
475,2802.1957114568336,9.0,20230107,8,1,3
476,1728.2206898226834,6.0,20230107,8,4,1
477,251.73885120069926,1.0,20230107,8,10,3
478,18.334457755905774,1.0,20230107,8,14,16
479,49.68177514393207,1.0,20230107,8,14,18
480,27.002857782965762,1.0,20230107,8,15,15
481,46.19276808216415,1.0,20230107,8,20,13
482,59.71203983853588,1.0,20230108,1,14,12
483,34.18439752364154,1.0,20230108,1,16,11
484,44.78279926065861,1.0,20230108,1,18,10
485,23.351749306301503,1.0,20230108,1,20,16
486,108.35266162546473,1.0,20230108,1,22,8
487,309.4057410240927,3.0,20230108,2,2,20
488,339.9174912358353,1.0,20230108,2,3,12
489,372.0316755637047,4.0,20230108,2,4,18
490,120.8072948423607,1.0,20230108,2,7,12
491,75.83146919058008,1.0,20230108,2,9,13
492,615.7704681620555,2.0,20230108,2,10,3
493,98.47487616437927,1.0,20230108,2,11,18
494,94.7756224140859,3.0,20230108,2,14,18
495,334.26950047563355,6.0,20230108,2,18,4
496,20.48780226873548,1.0,20230108,2,22,16
497,13.891438426646443,1.0,20230108,2,24,11
498,67.48570250799233,1.0,20230108,3,5,18
499,360.95462282219836,9.0,20230108,3,10,4
500,35.524019362402456,1.0,20230108,3,11,16
501,75.21580261305556,1.0,20230108,3,11,18
502,74.11065437902266,1.0,20230108,3,12,11
503,82.07172901108899,1.0,20230108,3,13,9
504,885.8329750882441,23.0,20230108,3,14,1
505,328.15401890400966,7.0,20230108,3,15,4
506,133.7502464144262,1.0,20230108,3,15,9
507,77.2564675806676,1.0,20230108,3,19,5
508,22.32200507125018,1.0,20230108,3,19,16
509,103.06696824423,1.0,20230108,3,21,6
510,522.4091288632076,7.0,20230108,3,22,1
511,61.93662120436986,1.0,20230108,3,23,7
512,119.85336089592174,2.0,20230108,3,24,4
513,712.8832927577848,5.0,20230108,4,1,17
514,1226.3322554338554,6.0,20230108,4,3,3
515,206.51440727747743,1.0,20230108,4,9,3
516,71.24660871035816,1.0,20230108,4,14,6
517,36.576500855055436,1.0,20230108,4,14,7
518,286.95397720783717,1.0,20230108,4,15,1
519,106.87981122415641,1.0,20230108,4,16,9
520,22.62582200774522,1.0,20230108,4,17,11
521,26.64610057632983,1.0,20230108,4,20,11
522,31.39277959643244,1.0,20230108,4,20,17
523,1119.3554021369312,15.0,20230108,5,2,2
524,159.48213294238204,1.0,20230108,5,3,10
525,269.6416960864445,7.0,20230108,5,5,2
526,125.50078895907788,1.0,20230108,5,6,12
527,36.04854720259311,1.0,20230108,5,18,7
528,15.874901341924613,1.0,20230108,5,18,16
529,25.70647741390078,1.0,20230108,5,22,17
530,86.45812772415061,1.0,20230108,6,6,10
531,47.76650841662955,1.0,20230108,6,8,15
532,16.695454737401498,1.0,20230108,6,16,16
533,13.723483997526406,1.0,20230108,6,17,19
534,55.48094043441027,1.0,20230108,6,23,6
535,62.47792393250696,1.0,20230108,7,10,10
536,87.6558163348912,1.0,20230108,7,11,15
537,31.247621224168626,1.0,20230108,7,17,12
538,71.68459515394021,1.0,20230108,7,19,13
539,33.422773991692694,1.0,20230108,7,20,11
540,450.1976282694074,2.0,20230108,8,2,10
541,415.21647242834945,4.0,20230108,8,2,17
542,581.5279327153825,6.0,20230108,8,6,2
543,175.02171789074936,2.0,20230108,8,7,6
544,17.52278133511027,1.0,20230108,8,16,16
545,88.0200236827729,1.0,20230108,8,21,9
546,9.51242079586978,1.0,20230108,8,24,16
547,20.754917215899187,1.0,20230108,8,24,18
548,259.8508852350374,2.0,20230109,1,3,20
549,143.17449765100602,2.0,20230109,1,6,5
550,80.79631371688087,1.0,20230109,1,6,10
551,82.29495984527355,1.0,20230109,1,7,15
552,121.63157250764428,1.0,20230109,1,13,2
553,194.5817425981436,1.0,20230109,1,13,4
554,18.8248859676372,1.0,20230109,1,18,19
555,57.48185012949081,2.0,20230109,1,21,10
556,40.76458468703033,1.0,20230109,1,21,11
557,91.40644557958565,1.0,20230109,1,22,6
558,54.304095966979965,1.0,20230109,1,23,12
559,240.65638848677278,1.0,20230109,2,4,10
560,208.30846110886748,1.0,20230109,2,6,10
561,79.3837248560063,1.0,20230109,2,6,14
562,32.83471399707943,1.0,20230109,2,7,19
563,79.4482610448846,2.0,20230109,2,8,20
564,18.806811675841487,1.0,20230109,2,13,16
565,34.817184114456936,1.0,20230109,2,20,15
566,25.259963009314593,1.0,20230109,2,20,19
567,135.17355785813353,2.0,20230109,2,24,2
568,757.9495885079103,2.0,20230109,3,5,1
569,35.20150114182355,1.0,20230109,3,10,16
570,75.98472774316967,1.0,20230109,3,14,13
571,36.02255969043646,1.0,20230109,3,17,17
572,130.23510694829142,1.0,20230109,3,18,4
573,31.315436325631605,1.0,20230109,3,19,20
574,220.20309418728013,1.0,20230109,3,22,2
575,24.78394539701472,1.0,20230109,3,24,18
576,199.15236874878937,7.0,20230109,4,2,11
577,287.9673412198532,1.0,20230109,4,2,18
578,50.383578116088756,1.0,20230109,4,6,15
579,30.415798585030473,1.0,20230109,4,12,15
580,9.358544737872025,1.0,20230109,4,13,14
