SalesKey,Revenue,Orders,DateKey,RegionKey,ProductKey
54,90.88595838545233,1.0,20230101,3,26
55,88.5245574472484,1.0,20230101,3,27
56,124.68607305813136,2.0,20230101,3,28
57,100.60631821773626,1.0,20230101,3,29
58,61.27380853834507,1.0,20230101,3,30
59,153.56307394323287,1.0,20230102,1,1
60,217.7498524850545,3.0,20230102,1,2
61,113.03492544214733,2.0,20230102,1,4
62,93.72217664488915,1.0,20230102,1,6
63,233.3794270480695,2.0,20230102,1,10
64,171.5082216669587,1.0,20230102,1,12
65,170.9125948325312,2.0,20230102,1,13
66,152.21376292510843,2.0,20230102,1,15
67,132.175567858861,1.0,20230102,1,17
68,196.76341121725653,3.0,20230102,1,18
69,156.76808982703133,3.0,20230102,1,19
70,136.52476972300266,1.0,20230102,1,21
71,300.39846822088373,4.0,20230102,1,22
72,147.75994322315705,2.0,20230102,1,23
73,134.1321763425916,2.0,20230102,1,24
74,132.5350910900269,1.0,20230102,1,25
75,184.7526971106344,2.0,20230102,1,28
76,193.4757250249218,2.0,20230102,1,29
77,98.8059194035524,1.0,20230102,2,1
78,123.6503203547761,1.0,20230102,2,2
79,106.89762127650981,1.0,20230102,2,4
80,110.09095430497659,2.0,20230102,2,6
81,130.09740436766526,2.0,20230102,2,8
82,145.08086968831455,3.0,20230102,2,9
83,154.76655648782355,1.0,20230102,2,10
84,88.20039131179243,1.0,20230102,2,12
85,202.8619410868169,4.0,20230102,2,15
86,121.5929567055849,1.0,20230102,2,16
87,132.10294045880374,1.0,20230102,2,17
88,131.18223641726652,1.0,20230102,2,18
89,132.46357523547846,3.0,20230102,2,20
90,213.90577561916075,3.0,20230102,2,22
91,136.2908816944918,1.0,20230102,2,24
92,133.468126116109,2.0,20230102,2,27
93,163.6489120490344,3.0,20230102,2,28
94,147.4885209872628,2.0,20230102,2,29
95,95.82410287624688,1.0,20230102,2,30
96,107.3991577140103,1.0,20230102,3,1
97,178.3696682576638,2.0,20230102,3,2
98,107.99298205532033,1.0,20230102,3,3
99,88.62541950584323,1.0,20230102,3,5
100,126.60150821480589,2.0,20230102,3,6
101,76.95926843966353,1.0,20230102,3,7
102,104.04050743258604,1.0,20230102,3,9
103,97.4747691432076,1.0,20230102,3,11
104,87.47641722483706,1.0,20230102,3,14
105,58.70069259833278,1.0,20230102,3,17
106,94.30852358379163,1.0,20230102,3,18
107,111.75390058513686,1.0,20230102,3,21
108,187.31196428421956,3.0,20230102,3,22
109,53.04088095621276,1.0,20230102,3,23
110,137.3504643682981,2.0,20230102,3,28
111,69.75385170464779,1.0,20230102,3,30
112,122.26616015579827,2.0,20230103,1,1
113,132.29391414241798,1.0,20230103,1,2
114,164.27677968125883,2.0,20230103,1,4
115,193.03291422471273,2.0,20230103,1,5
116,130.3742907524815,2.0,20230103,1,6
117,200.854214265416,2.0,20230103,1,9
118,191.142018484128,2.0,20230103,1,10
119,101.36847740241761,2.0,20230103,1,12
120,143.1916714113101,2.0,20230103,1,13
121,113.65195772603967,1.0,20230103,1,14
122,149.350478602025,1.0,20230103,1,16
123,193.1932899306614,2.0,20230103,1,18
124,164.49631336984828,1.0,20230103,1,19
125,167.3085421468842,2.0,20230103,1,22
126,175.11628441826127,2.0,20230103,1,23
127,117.58216332135196,2.0,20230103,1,24
128,93.55401937734827,1.0,20230103,1,25
129,130.0561249723549,1.0,20230103,1,26
130,126.0925325831862,1.0,20230103,1,27
131,183.8473274512187,2.0,20230103,1,28
132,174.65583501135433,2.0,20230103,2,1
133,190.7001582304729,2.0,20230103,2,2
134,142.93284543076592,1.0,20230103,2,4
135,211.64636694756567,3.0,20230103,2,5
136,129.24370813979124,2.0,20230103,2,6
137,147.7030142872028,2.0,20230103,2,7
138,123.45371363093328,2.0,20230103,2,8
139,127.70992421617713,1.0,20230103,2,9
140,116.55990778825948,1.0,20230103,2,10
141,141.06475478223646,1.0,20230103,2,11
142,79.54197976375504,1.0,20230103,2,12
143,110.68124904636235,1.0,20230103,2,13
144,144.27229403127063,2.0,20230103,2,16
145,142.39530887228028,1.0,20230103,2,17
146,113.9923224868384,2.0,20230103,2,20
147,194.02048020175755,3.0,20230103,2,22
148,106.08386440513304,1.0,20230103,2,25
149,69.34930789621225,1.0,20230103,3,4
150,155.7445423008245,3.0,20230103,3,5
151,101.38667363606436,1.0,20230103,3,6
152,88.55250751450762,1.0,20230103,3,8
153,96.41158310329304,2.0,20230103,3,9
154,168.19951761347076,3.0,20230103,3,10
155,109.82497267419102,1.0,20230103,3,15
156,130.89110313845865,3.0,20230103,3,16
157,148.99042073777676,1.0,20230103,3,18
158,87.10160265175023,1.0,20230103,3,19
159,67.50829728538892,1.0,20230103,3,21
160,76.65530079850879,1.0,20230103,3,23
161,74.9014275520031,2.0,20230103,3,25
162,107.08382659611861,1.0,20230103,3,26
163,116.6143287421999,1.0,20230103,3,27
164,98.96143025026804,1.0,20230103,3,28
165,100.98919875752814,2.0,20230103,3,29
166,88.07671599632833,1.0,20230103,3,30
167,93.32817023905359,1.0,20230104,1,1
168,111.75862835910063,1.0,20230104,1,3
169,133.79116038102154,1.0,20230104,1,4
170,167.87392980076183,1.0,20230104,1,5
171,102.90484376345448,1.0,20230104,1,6
172,112.71732187975039,2.0,20230104,1,7
173,94.88897120990029,1.0,20230104,1,8
174,138.54622478184982,3.0,20230104,1,11
175,82.18499357612762,1.0,20230104,1,12
176,115.48053864558901,1.0,20230104,1,14
177,177.76978237295506,2.0,20230104,1,15
178,109.32537615424697,1.0,20230104,1,17
179,104.19236954334704,1.0,20230104,1,18
180,147.9990767560593,2.0,20230104,1,20
181,131.9120470663834,2.0,20230104,1,21
182,133.9580115025869,2.0,20230104,1,22
183,98.11047225351479,2.0,20230104,1,24
184,147.4645599379069,1.0,20230104,1,25
185,174.52469823910545,2.0,20230104,1,26
186,186.9277657989836,1.0,20230104,1,27
187,117.51106715606235,2.0,20230104,1,28
188,180.05832796068697,2.0,20230104,1,29
189,90.37318869464231,1.0,20230104,2,1
190,79.5255080701277,1.0,20230104,2,3
191,111.144733677941,1.0,20230104,2,4
192,116.58671313928487,2.0,20230104,2,6
193,114.27043125641865,2.0,20230104,2,8
194,142.52953742726487,2.0,20230104,2,10
195,83.73971580424487,1.0,20230104,2,12
196,75.11087781107183,1.0,20230104,2,13
197,117.3948710025537,2.0,20230104,2,14
198,150.71092444233156,2.0,20230104,2,15
199,131.00892085851225,2.0,20230104,2,16
200,102.34922849410317,1.0,20230104,2,17
201,106.80790616017023,2.0,20230104,2,19
202,102.95206104482844,1.0,20230104,2,21
203,120.4355280937898,1.0,20230104,2,23
204,121.1964446264235,3.0,20230104,2,24
205,107.19318161345838,2.0,20230104,2,25
206,135.3068992106043,1.0,20230104,2,26
207,151.58731861132688,1.0,20230104,2,27
208,79.14104844689261,1.0,20230104,2,28
209,141.12605458273845,1.0,20230104,2,29
210,81.52439344584955,1.0,20230104,2,30
211,86.40969465058637,1.0,20230104,3,1
212,122.159966060223,2.0,20230104,3,5
213,45.29837615389562,1.0,20230104,3,6
214,89.90608710727858,1.0,20230104,3,7
215,79.14693922626216,1.0,20230104,3,8
216,110.34771948492777,1.0,20230104,3,10
217,124.50581495504231,1.0,20230104,3,11
218,82.97539535227156,1.0,20230104,3,13
219,82.0658083298164,1.0,20230104,3,17
220,81.93774585347082,2.0,20230104,3,18
221,62.70618618136156,1.0,20230104,3,19
222,117.27923605346422,1.0,20230104,3,20
223,97.32602933782844,2.0,20230104,3,21
224,110.37659329994513,2.0,20230104,3,22
225,61.529963049080486,1.0,20230104,3,23
226,79.83030593051232,1.0,20230104,3,24
227,71.25800595727561,1.0,20230104,3,25
228,157.47127865679784,2.0,20230104,3,26
229,135.07184688308206,1.0,20230104,3,27
230,84.92058140978502,1.0,20230104,3,28
231,69.18256469791793,1.0,20230104,3,30
232,129.10325989543443,2.0,20230105,1,1
233,165.50136360338962,1.0,20230105,1,3
234,168.794210977134,3.0,20230105,1,4
235,82.89981231870566,1.0,20230105,1,6
236,145.29343329061845,2.0,20230105,1,7
237,218.6005906366733,2.0,20230105,1,9
238,162.7999553146418,2.0,20230105,1,10
239,143.02863344801403,3.0,20230105,1,12
240,197.3004907776981,2.0,20230105,1,13
241,229.93422696223044,3.0,20230105,1,15
242,193.1109295430867,2.0,20230105,1,16
243,188.11862076877898,1.0,20230105,1,18
244,132.6288287477426,2.0,20230105,1,20
245,151.7006836512657,2.0,20230105,1,21
246,164.5034976590267,1.0,20230105,1,22
247,156.0889141868579,2.0,20230105,1,24
248,138.9310957355471,2.0,20230105,1,28
249,120.48438612158269,1.0,20230105,1,30
250,110.37689542360953,1.0,20230105,2,1
251,196.39199001436722,3.0,20230105,2,5
252,133.23466555529777,2.0,20230105,2,6
253,129.3724948972775,1.0,20230105,2,8
254,161.45640657199823,1.0,20230105,2,10
255,103.12703257679414,1.0,20230105,2,11
256,129.2191827129474,2.0,20230105,2,12
257,95.79775408505512,2.0,20230105,2,13
258,100.38754080461857,2.0,20230105,2,14
259,289.5259557151449,2.0,20230105,2,18
260,123.66868167992634,1.0,20230105,2,19
261,121.18418172760114,2.0,20230105,2,20
262,114.30745904597548,1.0,20230105,2,21
263,143.29977661216697,2.0,20230105,2,23
264,121.52043274303782,1.0,20230105,2,26
265,137.05316773679877,2.0,20230105,2,27
266,189.27780660213006,2.0,20230105,2,28
267,119.99608622428205,2.0,20230105,2,30
268,116.45278063670638,2.0,20230105,3,2
269,71.06917008052305,2.0,20230105,3,3
270,94.20469450906353,1.0,20230105,3,7
271,77.48285026096755,1.0,20230105,3,8
272,78.72230935281515,1.0,20230105,3,9
273,129.87106741379097,2.0,20230105,3,10
274,90.83411292896665,2.0,20230105,3,11
275,65.66911633213118,1.0,20230105,3,13
276,89.4342042836693,2.0,20230105,3,15
277,110.99693783711437,2.0,20230105,3,16
278,73.24821967275105,1.0,20230105,3,17
279,159.5770971511266,3.0,20230105,3,18
280,104.5793563515789,2.0,20230105,3,20
281,87.04199939449383,1.0,20230105,3,21
282,89.12368963841996,2.0,20230105,3,22
283,132.3644636895979,2.0,20230105,3,27
284,113.9965828473285,1.0,20230105,3,28
285,94.5235387120599,1.0,20230105,3,29
286,89.73732930483042,1.0,20230105,3,30
287,129.8805404780859,1.0,20230106,1,1
288,101.2230965177864,1.0,20230106,1,3
289,89.37146843832363,1.0,20230106,1,6
290,156.68267866529175,2.0,20230106,1,7
291,184.62170114062238,1.0,20230106,1,9
292,152.45611030259005,2.0,20230106,1,10
293,177.82715960861154,2.0,20230106,1,11
294,141.24151890431162,2.0,20230106,1,12
295,114.68908321777579,1.0,20230106,1,13
296,150.42682233213398,2.0,20230106,1,15
297,229.18947084705388,3.0,20230106,1,16
298,109.9240267202066,1.0,20230106,1,17
299,236.38887000222286,5.0,20230106,1,18
300,229.26386446110237,3.0,20230106,1,19
301,130.23854383886223,1.0,20230106,1,20
302,88.93756050417247,1.0,20230106,1,21
303,155.09662680477368,2.0,20230106,1,22
304,118.99434424190521,1.0,20230106,1,23
305,115.01874945723469,2.0,20230106,1,24
306,158.64916125708504,2.0,20230106,1,25
307,143.9941429572127,1.0,20230106,1,26
308,172.67740655897498,3.0,20230106,1,28
309,173.47415317161037,4.0,20230106,1,29
310,153.2479765936387,1.0,20230106,2,2
311,93.27053913975169,2.0,20230106,2,8
312,167.56774479881938,2.0,20230106,2,10
313,116.15216051059313,1.0,20230106,2,11
314,113.48025749134024,1.0,20230106,2,12
315,117.74920649422222,1.0,20230106,2,14
316,117.4302610493845,2.0,20230106,2,16
317,89.58833011631923,1.0,20230106,2,17
318,134.0983139535515,2.0,20230106,2,18
319,129.94495822149744,2.0,20230106,2,19
320,120.92507049094134,2.0,20230106,2,21
321,172.68364875255912,3.0,20230106,2,22
322,129.931530365589,2.0,20230106,2,23
323,120.23656046156304,1.0,20230106,2,24
324,141.5718094197706,2.0,20230106,2,27
325,58.23809199008611,1.0,20230106,2,30
326,90.33013614117394,1.0,20230106,3,1
327,160.0059888489293,2.0,20230106,3,2
328,64.30091418672745,1.0,20230106,3,3
329,78.3935945811838,1.0,20230106,3,4
330,106.69746657128238,2.0,20230106,3,6
331,86.64181542065403,1.0,20230106,3,7
332,111.03538949171006,2.0,20230106,3,9
333,91.16498722701783,1.0,20230106,3,10
334,107.09896034125047,1.0,20230106,3,11
335,78.87971527233454,1.0,20230106,3,14
336,111.31022646039543,1.0,20230106,3,18
337,58.85773936817693,1.0,20230106,3,19
338,126.26235910745434,2.0,20230106,3,20
339,74.16154892140474,1.0,20230106,3,23
340,60.33606422718296,1.0,20230106,3,24
341,66.96002871177247,1.0,20230106,3,25
342,80.16878789364979,1.0,20230106,3,26
343,96.51774752633553,1.0,20230106,3,27
344,94.7074996957414,1.0,20230106,3,29
345,96.73542729987787,1.0,20230106,3,30
346,117.77348332215,2.0,20230107,1,2
347,85.84240158878555,1.0,20230107,1,3
348,80.18001912452634,1.0,20230107,1,4
349,165.13281454683982,2.0,20230107,1,5
350,130.05513778718267,2.0,20230107,1,6
351,59.84373916735626,1.0,20230107,1,7
352,132.3595872247835,1.0,20230107,1,8
353,133.0208349931542,3.0,20230107,1,9
354,189.09725733533452,2.0,20230107,1,11
355,166.60193880229463,1.0,20230107,1,12
356,81.70942280255353,1.0,20230107,1,14
357,137.24967620218223,2.0,20230107,1,15
358,190.58440199200004,2.0,20230107,1,16
359,147.80749719914928,2.0,20230107,1,21
360,147.0781276195148,2.0,20230107,1,22
361,134.74930042903125,3.0,20230107,1,24
362,169.4991554821806,2.0,20230107,1,27
363,183.91325207317374,1.0,20230107,1,28
364,189.2962593944797,3.0,20230107,1,29
365,117.69572951385209,1.0,20230107,1,30
366,125.21022056701761,2.0,20230107,2,1
367,131.63530518051851,2.0,20230107,2,2
368,119.44438674511666,1.0,20230107,2,3
369,91.56030355328357,1.0,20230107,2,4
370,148.67590647666063,1.0,20230107,2,5
371,109.44314589517857,1.0,20230107,2,6
372,126.65660169283997,2.0,20230107,2,7
373,132.84524401982296,2.0,20230107,2,9
374,110.37477460549357,2.0,20230107,2,10
375,134.0159449509905,1.0,20230107,2,11
376,75.17281101335975,1.0,20230107,2,12
377,97.32732523803462,1.0,20230107,2,13
378,74.41484117941833,1.0,20230107,2,14
379,139.46363959142477,2.0,20230107,2,16
380,132.54191609324238,2.0,20230107,2,17
381,128.43785027514383,1.0,20230107,2,21
382,95.56930817824646,1.0,20230107,2,22
383,104.47550636733999,1.0,20230107,2,23
384,163.7557335227922,2.0,20230107,2,24
385,92.69242576941983,2.0,20230107,2,25
386,147.76495410837958,3.0,20230107,2,26
387,174.0483560351269,2.0,20230107,2,27
388,100.73224274223104,1.0,20230107,2,29
389,115.02191678427081,2.0,20230107,2,30
390,91.34796006178455,2.0,20230107,3,1
391,89.75185641744643,1.0,20230107,3,2
392,56.437867183144036,1.0,20230107,3,4
393,96.04976710346249,2.0,20230107,3,7
394,53.85648400038518,1.0,20230107,3,8
395,61.52375237395525,1.0,20230107,3,9
396,71.29892422358695,1.0,20230107,3,10
397,89.13428826831263,1.0,20230107,3,11
398,52.17341964453195,1.0,20230107,3,12
399,76.33674044222722,1.0,20230107,3,15
400,84.88844509324967,1.0,20230107,3,16
401,128.0124786607921,1.0,20230107,3,18
402,77.71379156245331,1.0,20230107,3,19
403,79.30996050650486,1.0,20230107,3,21
404,133.0957030083067,2.0,20230107,3,22
405,99.72686682077487,1.0,20230107,3,23
406,61.04035138401226,1.0,20230107,3,25
407,79.41130240987282,1.0,20230107,3,27
408,84.97131066422948,1.0,20230107,3,29
409,80.09799824408195,1.0,20230107,3,30
410,233.49438325319232,3.0,20230108,1,2
411,105.84550691337535,2.0,20230108,1,6
412,134.7775085733171,2.0,20230108,1,7
413,137.18594494595567,1.0,20230108,1,8
414,233.796446834138,3.0,20230108,1,10
415,157.49734452165725,1.0,20230108,1,12
416,111.88298312882024,2.0,20230108,1,13
417,157.49974656202403,3.0,20230108,1,14
418,168.1240789469564,1.0,20230108,1,15
419,189.85777084326455,3.0,20230108,1,16
420,107.39831571379219,1.0,20230108,1,17
421,119.43449452984603,2.0,20230108,1,18
422,128.86568447401,1.0,20230108,1,20
423,106.01017461371352,2.0,20230108,1,24
424,130.27295952130694,2.0,20230108,1,25
425,155.77123391931667,3.0,20230108,1,27
426,176.60278311327016,2.0,20230108,1,28
427,186.66586817074864,3.0,20230108,1,29
428,161.98772500024694,1.0,20230108,1,30
429,180.36064395951723,2.0,20230108,2,2
430,205.62295841378878,4.0,20230108,2,5
431,118.7507086701959,1.0,20230108,2,6
432,94.23498257855944,1.0,20230108,2,7
433,152.92611913133862,1.0,20230108,2,8
434,166.44566458647313,2.0,20230108,2,9
435,138.34096761425423,2.0,20230108,2,14
436,188.01841533307984,2.0,20230108,2,16
437,116.58468197924853,1.0,20230108,2,17
438,150.55417460125136,2.0,20230108,2,18
439,173.5724031390628,2.0,20230108,2,19
440,92.95953591549494,2.0,20230108,2,20
441,112.11920992381513,2.0,20230108,2,21
442,185.2192477292272,2.0,20230108,2,22
443,110.58899089700863,2.0,20230108,2,23
444,102.2322654857588,2.0,20230108,2,24
445,141.38525268133301,1.0,20230108,2,25
446,208.8258287600464,2.0,20230108,2,27
447,162.9770367735061,1.0,20230108,2,29
448,90.19442432942994,1.0,20230108,2,30
449,89.50657456519055,1.0,20230108,3,1
450,120.7025666762779,1.0,20230108,3,2
451,71.1354675766219,1.0,20230108,3,4
452,152.77395142513583,1.0,20230108,3,9
453,122.80611394972203,2.0,20230108,3,10
454,68.88749125228419,1.0,20230108,3,14
455,127.0730483658473,1.0,20230108,3,16
456,91.7688995009454,1.0,20230108,3,19
457,76.20270961919304,1.0,20230108,3,20
458,63.36867922482648,1.0,20230108,3,23
459,80.62490086097213,1.0,20230108,3,25
460,97.51418949147833,1.0,20230108,3,26
461,116.41283675012494,1.0,20230108,3,28
462,105.81377057652189,1.0,20230108,3,29
463,97.47430090697655,1.0,20230108,3,30
464,158.20017126094572,2.0,20230109,1,4
465,225.40646938549736,2.0,20230109,1,5
466,172.7684486475888,2.0,20230109,1,8
467,232.3165014609226,3.0,20230109,1,10
468,161.7281749069651,3.0,20230109,1,11
469,240.4799247720394,2.0,20230109,1,15
470,221.41397943365206,2.0,20230109,1,20
471,244.72136136060965,4.0,20230109,1,22
472,104.19188029827916,1.0,20230109,1,23
473,197.16430369122048,4.0,20230109,1,24
474,223.65511237042236,3.0,20230109,1,26
475,238.80861084887607,5.0,20230109,1,27
476,163.64596842954862,4.0,20230109,1,29
477,112.82840108438356,2.0,20230109,1,30
478,228.6262762508025,3.0,20230109,2,2
479,114.34307150743803,1.0,20230109,2,3
480,112.63866709179635,2.0,20230109,2,4
481,124.17110486670289,1.0,20230109,2,5
482,88.76125568461238,1.0,20230109,2,6
483,131.6899659651646,1.0,20230109,2,7
484,205.52441090128042,4.0,20230109,2,9
485,177.9541630746299,2.0,20230109,2,10
486,122.68051331873717,2.0,20230109,2,12
487,164.42476763416798,2.0,20230109,2,19
488,177.95112415346225,4.0,20230109,2,20
489,110.83728160255853,2.0,20230109,2,21
490,129.8065223276405,2.0,20230109,2,23
491,127.83647504264799,1.0,20230109,2,24
492,161.20013226079828,2.0,20230109,2,27
493,187.4332018687629,2.0,20230109,2,29
494,180.90755966451712,1.0,20230109,2,30
495,59.927035039152564,1.0,20230109,3,3
496,99.64101026009902,1.0,20230109,3,4
497,92.71815594422803,1.0,20230109,3,6
498,89.29799142672071,2.0,20230109,3,7
499,112.51342110606814,1.0,20230109,3,8
500,115.27966605814683,1.0,20230109,3,9
501,77.71900493154716,1.0,20230109,3,12
502,106.98261065846984,1.0,20230109,3,14
503,94.79293729747147,2.0,20230109,3,15
504,82.82103794947838,1.0,20230109,3,17
505,75.27959418517494,1.0,20230109,3,19
506,133.6956944184696,1.0,20230109,3,21
507,123.68161985978304,1.0,20230109,3,22
508,67.44765450719599,1.0,20230109,3,23
509,93.3650727819564,1.0,20230109,3,24
510,74.05234659105983,1.0,20230109,3,25
511,127.44439812844793,2.0,20230109,3,26
512,93.50056844633912,1.0,20230109,3,27
513,88.1431031636488,1.0,20230109,3,28
514,140.2081631319829,1.0,20230109,3,29
515,84.32307278481822,1.0,20230109,3,30
516,218.37392897535238,2.0,20230110,1,2
517,81.34704495230056,1.0,20230110,1,3
518,150.39633615314872,1.0,20230110,1,4
519,114.92814228493101,1.0,20230110,1,6
520,153.04274247728753,3.0,20230110,1,7
521,124.98107858183253,2.0,20230110,1,8
522,189.90212153359246,2.0,20230110,1,10
523,126.3246539833135,1.0,20230110,1,13
524,131.08338214644965,1.0,20230110,1,14
525,225.15197357037505,3.0,20230110,1,16
526,135.79468457867807,2.0,20230110,1,17
527,153.39957637668638,1.0,20230110,1,18
528,103.73100619341623,1.0,20230110,1,19
529,145.69740616310176,1.0,20230110,1,20
530,167.95151751400422,2.0,20230110,1,21
531,193.44154262517466,4.0,20230110,1,22
532,177.6061325516293,3.0,20230110,1,23
533,132.65712508618793,1.0,20230110,1,24
534,151.6359217256763,2.0,20230110,1,26
535,226.25381181486662,4.0,20230110,1,27
536,128.8933649091437,1.0,20230110,1,28
537,100.68158225504027,1.0,20230110,2,1
538,113.74738464117193,2.0,20230110,2,3
539,96.65800886804423,1.0,20230110,2,4
540,169.18024658174917,2.0,20230110,2,5
541,102.98413134995351,2.0,20230110,2,6
542,144.56096575295942,1.0,20230110,2,7
543,167.2949934877392,3.0,20230110,2,9
544,217.3396441852031,2.0,20230110,2,10
545,106.7584028639963,2.0,20230110,2,11
546,123.28084128958591,1.0,20230110,2,12
547,121.39254731644463,2.0,20230110,2,13
548,116.6268120090861,1.0,20230110,2,14
549,141.0758239741123,2.0,20230110,2,16
550,126.87131624074608,1.0,20230110,2,17
551,78.87927204457718,1.0,20230110,2,20
552,100.34320359027707,1.0,20230110,2,22
553,98.01245857586355,1.0,20230110,2,25
554,100.45099035975663,2.0,20230110,2,26
555,128.7999244947887,1.0,20230110,2,30
556,68.95442215834865,1.0,20230110,3,1
557,83.1319345627867,1.0,20230110,3,4
558,114.34623851105349,1.0,20230110,3,5
559,77.20554185394327,1.0,20230110,3,6
560,94.75704713828411,1.0,20230110,3,7
561,98.0196917028612,2.0,20230110,3,11
562,78.50126958358572,1.0,20230110,3,12
563,75.66112577030245,1.0,20230110,3,13
564,97.2377287535267,1.0,20230110,3,14
565,82.60588324697889,1.0,20230110,3,15
566,117.10057948484635,1.0,20230110,3,16
567,112.67496936893505,2.0,20230110,3,20
568,116.67860648982403,1.0,20230110,3,22
569,69.74121752141535,1.0,20230110,3,23
570,83.8616593923033,1.0,20230110,3,24
571,92.82286331186901,1.0,20230110,3,28
572,133.5511798799146,1.0,20230110,3,29
573,92.56595442330485,1.0,20230110,3,30
574,185.46568466540694,2.0,20230111,1,2
575,177.26060324826554,2.0,20230111,1,3
576,143.64157038492246,3.0,20230111,1,4
577,135.36724630620205,2.0,20230111,1,5
578,141.38180895840495,1.0,20230111,1,7
579,171.28289281022637,2.0,20230111,1,9
580,133.1426860353839,1.0,20230111,1,12
581,150.02954850901742,2.0,20230111,1,14
582,209.11724841995658,2.0,20230111,1,15
583,114.18333025794783,2.0,20230111,1,17
584,184.40858587961435,2.0,20230111,1,18
585,127.54984360803009,1.0,20230111,1,19
586,147.92209547169728,2.0,20230111,1,21
587,150.17470067826258,1.0,20230111,1,25
588,176.84881402131953,1.0,20230111,1,26
589,142.62736602946524,2.0,20230111,1,27
590,175.03736319152287,2.0,20230111,1,28
591,228.55559399413488,2.0,20230111,1,29
592,113.95278237570064,1.0,20230111,1,30
593,164.13048983060406,2.0,20230111,2,1
594,113.30668403301445,2.0,20230111,2,2
595,166.9856780571208,1.0,20230111,2,5
596,104.87824592961903,1.0,20230111,2,6
597,123.05843821789783,2.0,20230111,2,7
598,185.36626605304215,2.0,20230111,2,9
599,144.98911246961634,2.0,20230111,2,14
600,209.1786510363121,2.0,20230111,2,16
601,92.02735735549247,1.0,20230111,2,17
602,136.28572956062052,2.0,20230111,2,18
603,104.62384881043025,1.0,20230111,2,19
604,107.80056215418367,1.0,20230111,2,21
605,172.10201041362552,2.0,20230111,2,22
606,137.25326960394025,1.0,20230111,2,23
607,80.55878581071698,1.0,20230111,2,24
608,127.34093393235636,1.0,20230111,2,26
609,121.67701076978297,2.0,20230111,2,30
610,88.66877866821184,1.0,20230111,3,1
611,154.84986902318948,1.0,20230111,3,2
612,65.7054189746716,1.0,20230111,3,3
613,102.20882157373006,1.0,20230111,3,5
614,109.35949052849675,1.0,20230111,3,6
615,79.18435064801407,1.0,20230111,3,7
616,131.60200204844253,1.0,20230111,3,9
617,76.56840648071831,1.0,20230111,3,12
618,108.36212357329192,1.0,20230111,3,15
619,128.81017607996787,1.0,20230111,3,16
620,84.33215256954482,1.0,20230111,3,17
621,71.81818916860797,1.0,20230111,3,19
622,100.88463176967555,1.0,20230111,3,20
623,74.30761087851577,1.0,20230111,3,21
624,130.5482566930688,1.0,20230111,3,22
625,77.49829604238153,1.0,20230111,3,23
626,69.08284581421346,1.0,20230111,3,24
627,135.24696279462952,1.0,20230111,3,27
628,102.47207180757376,2.0,20230111,3,28
629,85.92666780987976,1.0,20230111,3,30
630,83.70211209007203,1.0,20230112,1,1
631,125.04621261260743,2.0,20230112,1,2
632,148.43212525408083,2.0,20230112,1,3
633,129.57682233130873,3.0,20230112,1,4
634,200.95212328141304,2.0,20230112,1,5
