MarketTradesKey,GoldVolume,QuantityTraded,AvgUnitPrice,DateKey,ItemKey,RealmKey
58,85.47996491471838,1.0,85.0,20230101,13,1
59,117.08383059012502,1.0,117.0,20230101,13,2
60,123.41885312966578,1.0,123.0,20230101,13,3
61,154.99066385455458,1.0,155.0,20230101,13,4
62,270.1198432340881,1.0,270.0,20230101,13,5
63,149.23216410268128,1.0,149.0,20230101,13,7
64,140.33072013482297,1.0,140.0,20230101,13,8
65,333.9450161634491,5.0,67.0,20230101,14,4
66,173.89379965127486,1.0,174.0,20230101,14,5
67,131.54729056465055,1.0,132.0,20230101,14,6
68,114.30687796830357,1.0,114.0,20230101,14,7
69,74.74953136645246,1.0,75.0,20230101,14,8
70,106.65481910106915,1.0,107.0,20230101,15,3
71,161.87347188267253,1.0,162.0,20230101,15,4
72,89.31312997767387,1.0,89.0,20230101,15,5
73,80.45223206877252,1.0,80.0,20230101,15,7
74,71.60243189664139,1.0,72.0,20230101,16,1
75,155.40982399496804,1.0,155.0,20230101,16,3
76,77.97534303535393,1.0,78.0,20230101,16,6
77,83.3602651829377,4.0,21.0,20230101,16,7
78,90.37143629671885,1.0,90.0,20230101,16,8
79,142.20288497947558,1.0,142.0,20230101,17,3
80,220.01386374016687,1.0,220.0,20230101,17,5
81,110.74785594362449,6.0,18.0,20230101,17,6
82,60.77379213981204,1.0,61.0,20230101,18,1
83,120.34331940671476,1.0,120.0,20230101,18,4
84,106.2746609894946,1.0,106.0,20230101,18,8
85,231.96070084784338,3.0,77.0,20230101,19,1
86,72.80864600043172,1.0,73.0,20230101,19,3
87,133.86865820790922,1.0,134.0,20230101,19,4
88,135.7315512979592,2.0,68.0,20230101,19,5
89,53.082777512291486,1.0,53.0,20230101,19,7
90,67.59468049288162,1.0,68.0,20230101,19,8
91,70.23367154907142,1.0,70.0,20230101,20,4
92,160.58902811439546,1.0,161.0,20230101,20,5
93,69.85460081182948,1.0,70.0,20230101,20,6
94,66.88310795069556,1.0,67.0,20230101,20,7
95,83.57049409301051,1.0,84.0,20230101,20,8
96,64.05036552328626,1.0,64.0,20230101,21,2
97,101.75560862240569,1.0,102.0,20230101,21,3
98,133.77033982606613,1.0,134.0,20230101,21,4
99,84.15759522267817,1.0,84.0,20230101,21,6
100,42.17940110652834,1.0,42.0,20230101,21,7
101,58.02802503462925,2.0,29.0,20230101,21,8
102,94.00319117593409,1.0,94.0,20230101,22,3
103,81.12107111647299,1.0,81.0,20230101,22,5
104,41.543348731064825,1.0,42.0,20230101,22,7
105,47.33304599233965,1.0,47.0,20230101,23,2
106,107.30590749425266,1.0,107.0,20230101,23,3
107,80.06937370423753,1.0,80.0,20230101,23,4
108,87.00859899811543,1.0,87.0,20230101,23,6
109,106.64554622451627,1.0,107.0,20230101,23,7
110,66.82295507344683,1.0,67.0,20230101,23,8
111,83.00791405626974,1.0,83.0,20230101,24,1
112,58.770478390161955,1.0,59.0,20230101,24,2
113,80.51759182594958,1.0,81.0,20230101,24,6
114,45.383991808816326,1.0,45.0,20230101,24,7
115,133.64246524833487,1.0,134.0,20230101,25,2
116,147.61537163327338,1.0,148.0,20230101,25,5
117,71.48871342914636,2.0,36.0,20230101,25,7
118,54.28279496131705,1.0,54.0,20230101,25,8
119,68.35426054609957,1.0,68.0,20230101,26,1
120,161.6724514057522,1.0,162.0,20230101,26,6
121,68.09461716629485,1.0,68.0,20230101,26,8
122,94.19414923710296,1.0,94.0,20230101,27,1
123,135.8390328669902,1.0,136.0,20230101,27,2
124,184.820006477057,1.0,185.0,20230101,27,4
125,91.65533245325831,1.0,92.0,20230101,27,6
126,56.18665971162408,1.0,56.0,20230101,28,2
127,159.8790361987273,1.0,160.0,20230101,28,4
128,66.25753555722083,1.0,66.0,20230101,28,5
129,77.22302670670618,1.0,77.0,20230101,28,6
130,58.672231085131514,1.0,59.0,20230101,28,7
131,59.93546798546493,1.0,60.0,20230101,29,1
132,91.45602470424001,1.0,91.0,20230101,29,3
133,158.12942304042207,1.0,158.0,20230101,29,5
134,50.7557923776307,1.0,51.0,20230101,29,6
135,58.49786699187304,1.0,58.0,20230101,29,7
136,84.39529033760098,1.0,84.0,20230101,29,8
137,84.22951836352043,1.0,84.0,20230101,30,5
138,43.93004620209662,1.0,44.0,20230101,30,6
139,80.73159040379069,1.0,81.0,20230101,31,1
140,123.68505018198981,1.0,124.0,20230101,31,5
141,59.177718392622765,1.0,59.0,20230101,31,6
142,96.0133500072177,1.0,96.0,20230101,32,1
143,66.66000957891143,1.0,67.0,20230101,32,3
144,65.85807613072025,1.0,66.0,20230101,32,6
145,75.8664144198833,1.0,76.0,20230101,32,7
146,92.2767311996065,1.0,92.0,20230101,33,2
147,213.63111193582105,1.0,214.0,20230101,33,4
148,48.79186875505677,1.0,49.0,20230101,33,7
149,61.08131147085706,1.0,61.0,20230101,33,8
150,55.19532105039917,1.0,55.0,20230101,34,3
151,68.91457191291201,1.0,69.0,20230101,34,4
152,60.77162218341331,1.0,61.0,20230101,34,5
153,96.073421185669,1.0,96.0,20230101,34,6
154,39.81099850291521,1.0,40.0,20230101,34,8
155,86.82767112977776,1.0,87.0,20230101,35,2
156,118.69694229727985,1.0,119.0,20230101,35,5
157,43.559981257479784,1.0,44.0,20230101,35,7
158,36.30782186492149,1.0,36.0,20230101,35,8
159,119.89152375662535,1.0,120.0,20230101,36,2
160,86.35595790971286,1.0,86.0,20230101,36,5
161,65.81736318135468,1.0,66.0,20230101,36,6
162,59.00132681580831,1.0,59.0,20230101,36,7
163,76.43721245277021,4.0,19.0,20230101,37,2
164,63.62646659883166,4.0,16.0,20230101,37,6
165,105.53017293537219,1.0,106.0,20230101,38,1
166,183.0530480412267,1.0,183.0,20230101,38,5
167,65.36724966571131,1.0,65.0,20230101,38,8
168,96.7536705734301,1.0,97.0,20230101,39,1
169,85.00372531543515,1.0,85.0,20230101,39,2
170,62.248211033378034,1.0,62.0,20230101,39,3
171,170.3134545668509,1.0,170.0,20230101,39,4
172,77.5521133980121,1.0,78.0,20230101,39,5
173,41.76267496162321,1.0,42.0,20230101,39,6
174,37.37626403177917,1.0,37.0,20230101,39,7
175,31.492458658276178,1.0,31.0,20230101,39,8
176,45.80331247654111,1.0,46.0,20230101,40,2
177,73.31586525352857,1.0,73.0,20230101,40,4
178,45.948049449742854,1.0,46.0,20230101,40,5
179,33.27202946695766,1.0,33.0,20230101,40,6
180,24.861681442474662,1.0,25.0,20230101,40,7
181,56.16852534270516,1.0,56.0,20230101,41,2
182,95.68058211666968,6.0,16.0,20230101,41,7
183,40.47892664529315,1.0,40.0,20230101,41,8
184,58.05766543687079,1.0,58.0,20230101,42,2
185,101.77482474597296,1.0,102.0,20230101,42,5
186,63.14613003754552,1.0,63.0,20230101,42,6
187,47.560304201519024,1.0,48.0,20230101,42,8
188,47.81122373411581,1.0,48.0,20230101,43,2
189,131.17640662692062,1.0,131.0,20230101,43,5
190,50.44974480720378,1.0,50.0,20230101,43,7
191,50.75638614659738,1.0,51.0,20230101,43,8
192,60.025404147144535,1.0,60.0,20230101,44,1
193,76.14048621690412,1.0,76.0,20230101,44,2
194,102.0104250246147,1.0,102.0,20230101,44,4
195,69.2817158504731,1.0,69.0,20230101,44,7
196,111.63836066114034,1.0,112.0,20230101,45,1
197,126.7989166713031,1.0,127.0,20230101,45,3
198,123.94745698600558,1.0,124.0,20230101,45,4
199,89.11246685748617,1.0,89.0,20230101,45,6
200,37.080909856819666,1.0,37.0,20230101,45,7
201,78.91574220389698,1.0,79.0,20230101,45,8
202,89.01430776815063,1.0,89.0,20230101,46,1
203,62.24523704179256,1.0,62.0,20230101,46,3
204,144.89757595200922,1.0,145.0,20230101,46,4
205,64.39034305245791,1.0,64.0,20230101,46,5
206,74.62215339284253,1.0,75.0,20230101,46,7
207,140.184271352083,1.0,140.0,20230101,47,1
208,71.03430701819312,1.0,71.0,20230101,47,3
209,47.09193233483352,1.0,47.0,20230101,47,7
210,99.05422795387969,1.0,99.0,20230101,48,2
211,92.13111043161855,1.0,92.0,20230101,48,3
212,178.66950129359705,3.0,60.0,20230101,48,4
213,87.02842041429089,1.0,87.0,20230101,48,6
214,459.2172915162477,1.0,459.0,20230102,1,3
215,291.6389224066983,1.0,292.0,20230102,1,5
216,297.4301319655979,1.0,297.0,20230102,1,6
217,223.31674420641974,1.0,223.0,20230102,1,7
218,379.05732957494536,1.0,379.0,20230102,1,8
219,182.6874413199276,1.0,183.0,20230102,2,2
220,185.59241652572226,1.0,186.0,20230102,2,3
221,318.56175144622154,14.0,23.0,20230102,2,4
222,178.8954928275363,3.0,60.0,20230102,3,1
223,103.79983975896971,1.0,104.0,20230102,3,3
224,156.2501948053965,1.0,156.0,20230102,3,5
225,88.9467135518814,1.0,89.0,20230102,3,6
226,184.5108847707219,1.0,185.0,20230102,3,7
227,104.86081116545391,1.0,105.0,20230102,4,1
228,127.12973171340658,1.0,127.0,20230102,4,3
229,83.43468249101511,1.0,83.0,20230102,4,4
230,83.64858887001213,1.0,84.0,20230102,4,6
231,50.2710225943016,1.0,50.0,20230102,5,4
232,80.19083794865291,3.0,27.0,20230102,5,5
233,76.80683530663211,1.0,77.0,20230102,5,8
234,35.917308699401715,1.0,36.0,20230102,6,1
235,104.29336183278465,1.0,104.0,20230102,6,5
236,35.41620924838455,1.0,35.0,20230102,6,7
237,98.62274794844512,1.0,99.0,20230102,7,4
238,45.8234681039833,1.0,46.0,20230102,7,6
239,33.049649013659085,1.0,33.0,20230102,7,7
240,56.416430100997886,1.0,56.0,20230102,8,1
241,44.56422585073171,1.0,45.0,20230102,8,2
242,38.54723134950569,1.0,39.0,20230102,8,3
243,21.05190781112372,1.0,21.0,20230102,8,8
244,61.051311843288055,1.0,61.0,20230102,9,1
245,32.435506840306395,1.0,32.0,20230102,9,2
246,36.37170722742081,1.0,36.0,20230102,9,4
247,39.7234438203979,1.0,40.0,20230102,9,5
248,18.96040650882202,1.0,19.0,20230102,9,7
249,40.10307871902019,1.0,40.0,20230102,10,3
250,77.63743655407134,1.0,78.0,20230102,10,4
251,34.0697123922413,1.0,34.0,20230102,10,6
252,42.240219273537576,1.0,42.0,20230102,10,7
253,29.060739838866315,1.0,29.0,20230102,10,8
254,28.584626503265785,1.0,29.0,20230102,11,1
255,17.683010696064283,1.0,18.0,20230102,11,8
256,37.656780268097265,1.0,38.0,20230102,12,1
257,28.44986458817571,1.0,28.0,20230102,12,2
258,36.31344393856458,1.0,36.0,20230102,12,6
259,20.940241861202402,1.0,21.0,20230102,12,7
260,20.06201986752119,1.0,20.0,20230102,12,8
261,133.5766410706133,1.0,134.0,20230102,13,1
262,125.2203374855469,1.0,125.0,20230102,13,3
263,101.57058602117668,1.0,102.0,20230102,13,5
264,133.6346141353723,1.0,134.0,20230102,13,6
265,78.581968232326,1.0,79.0,20230102,13,8
266,91.94126931241546,1.0,92.0,20230102,14,1
267,79.19844461231433,1.0,79.0,20230102,14,3
268,231.75660702783162,1.0,232.0,20230102,14,4
269,54.887646314252024,1.0,55.0,20230102,14,5
270,67.88756687048296,1.0,68.0,20230102,14,6
271,82.83730818040635,1.0,83.0,20230102,14,7
272,106.76352811130465,1.0,107.0,20230102,14,8
273,175.9290291929891,1.0,176.0,20230102,15,4
274,137.66207675854128,1.0,138.0,20230102,15,5
275,86.68983357847368,1.0,87.0,20230102,15,6
276,64.87217877812344,1.0,65.0,20230102,16,1
277,96.83593744794838,1.0,97.0,20230102,16,3
278,155.3820093517063,7.0,22.0,20230102,16,4
279,65.20581373613906,1.0,65.0,20230102,16,8
280,93.64561422043631,1.0,94.0,20230102,17,1
281,86.98418276017526,1.0,87.0,20230102,17,5
282,48.07354019089248,1.0,48.0,20230102,17,6
283,37.17467664230978,1.0,37.0,20230102,17,7
284,82.4555305111041,3.0,27.0,20230102,18,1
285,88.12555385496128,1.0,88.0,20230102,18,2
286,160.40150682923797,1.0,160.0,20230102,18,4
287,96.01903342909385,1.0,96.0,20230102,18,5
288,92.81937800574761,1.0,93.0,20230102,18,6
289,62.06514712880685,1.0,62.0,20230102,18,7
290,38.88144356159638,2.0,19.0,20230102,18,8
291,38.961940233184805,1.0,39.0,20230102,19,1
292,110.98990397763218,3.0,37.0,20230102,19,2
293,180.0176268217609,1.0,180.0,20230102,19,3
294,160.8706794380435,1.0,161.0,20230102,19,4
295,56.55537148720608,1.0,57.0,20230102,19,7
296,74.98533241988204,1.0,75.0,20230102,19,8
297,62.86578830734002,1.0,63.0,20230102,20,1
298,140.02830081370948,1.0,140.0,20230102,20,2
299,282.33003645252194,1.0,282.0,20230102,20,4
300,48.43431563859393,1.0,48.0,20230102,20,6
301,173.76517936741345,1.0,174.0,20230102,21,3
302,105.74174970805342,1.0,106.0,20230102,21,4
303,55.81130878953435,1.0,56.0,20230102,21,6
304,34.91159815484186,1.0,35.0,20230102,21,7
305,96.93494171907172,1.0,97.0,20230102,21,8
306,53.529077573174305,1.0,54.0,20230102,22,2
307,57.57104579212505,1.0,58.0,20230102,22,3
308,158.2531123839532,1.0,158.0,20230102,23,2
309,77.3082394622485,1.0,77.0,20230102,23,3
310,89.50948051314799,1.0,90.0,20230102,23,4
311,66.25876760901347,1.0,66.0,20230102,23,6
312,64.1120029571439,1.0,64.0,20230102,23,8
313,161.57269242574787,1.0,162.0,20230102,24,1
314,220.54877883578862,1.0,221.0,20230102,24,5
315,96.01963828967126,3.0,32.0,20230102,24,6
316,88.93318251914762,5.0,18.0,20230102,24,7
317,54.65541976059054,1.0,55.0,20230102,24,8
318,52.21848537613005,1.0,52.0,20230102,25,7
319,99.44728104683618,1.0,99.0,20230102,26,1
320,194.1628586078515,3.0,65.0,20230102,26,4
321,132.1005119712399,1.0,132.0,20230102,26,5
322,62.21946904059083,1.0,62.0,20230102,26,7
323,68.07575740794567,1.0,68.0,20230102,27,1
324,83.22568716719191,1.0,83.0,20230102,27,3
325,62.91241840025874,1.0,63.0,20230102,27,4
326,52.53286132288993,1.0,53.0,20230102,27,6
327,97.99791555163907,1.0,98.0,20230102,27,7
328,45.88129560079703,1.0,46.0,20230102,27,8
329,115.34082660254158,1.0,115.0,20230102,28,1
330,72.31843586237497,1.0,72.0,20230102,28,2
331,96.18922066143215,1.0,96.0,20230102,28,5
332,61.92140729476897,1.0,62.0,20230102,29,1
333,39.89887434899923,1.0,40.0,20230102,29,2
334,53.12926520613451,1.0,53.0,20230102,29,6
335,59.211539313864,1.0,59.0,20230102,29,8
336,66.6022430916723,1.0,67.0,20230102,30,2
337,62.03597835224169,1.0,62.0,20230102,30,3
338,92.92824502429346,3.0,31.0,20230102,30,4
339,75.58330016659212,1.0,76.0,20230102,30,5
340,18.51073630484501,1.0,19.0,20230102,30,7
341,35.88720458190909,1.0,36.0,20230102,30,8
342,44.80467017886159,1.0,45.0,20230102,31,1
343,109.44514384527362,1.0,109.0,20230102,31,3
344,111.70394621965056,1.0,112.0,20230102,31,4
345,172.83039365756707,1.0,173.0,20230102,31,5
346,188.81931683481142,1.0,189.0,20230102,31,6
347,76.60809028817256,1.0,77.0,20230102,31,8
348,78.72917277704478,1.0,79.0,20230102,32,1
349,93.76717631021724,1.0,94.0,20230102,32,3
350,162.09893295513913,1.0,162.0,20230102,32,4
351,114.97617921322427,1.0,115.0,20230102,32,5
352,151.6917821267788,1.0,152.0,20230102,32,6
353,45.03695792348084,1.0,45.0,20230102,33,1
354,90.56297946385251,1.0,91.0,20230102,33,2
355,126.46397766734586,1.0,126.0,20230102,33,3
356,63.52365555125455,1.0,64.0,20230102,33,4
357,114.73735989642299,1.0,115.0,20230102,33,5
358,64.54822302117073,1.0,65.0,20230102,33,6
359,33.18351926607299,1.0,33.0,20230102,33,7
360,59.62211599394398,1.0,60.0,20230102,33,8
361,53.243663314878575,1.0,53.0,20230102,34,3
362,156.07146634543102,1.0,156.0,20230102,34,4
363,102.7472002568977,1.0,103.0,20230102,34,5
364,64.79067408726243,1.0,65.0,20230102,34,6
365,62.19284859340583,1.0,62.0,20230102,35,5
366,33.06249177155969,1.0,33.0,20230102,35,7
367,46.30807502687753,1.0,46.0,20230102,35,8
368,110.8996678911006,1.0,111.0,20230102,36,1
369,78.01106604533919,1.0,78.0,20230102,36,2
370,46.85102243299017,1.0,47.0,20230102,36,7
371,63.769989949785945,1.0,64.0,20230102,37,1
372,35.85135497603586,1.0,36.0,20230102,37,2
373,80.24435015589161,1.0,80.0,20230102,37,3
374,67.79853603439966,1.0,68.0,20230102,37,4
375,32.50780636789745,1.0,33.0,20230102,37,6
376,42.86341012031305,1.0,43.0,20230102,37,7
377,142.76175659618823,1.0,143.0,20230102,38,2
378,56.101129271107204,1.0,56.0,20230102,38,7
379,34.17669112482661,2.0,17.0,20230102,38,8
380,70.97315806731099,1.0,71.0,20230102,39,1
381,94.84166065600544,1.0,95.0,20230102,39,2
382,107.75045962924779,1.0,108.0,20230102,39,3
383,60.19041057494377,1.0,60.0,20230102,39,4
384,39.58881954447961,1.0,40.0,20230102,39,6
385,26.37903734746714,1.0,26.0,20230102,39,8
386,72.00057454041612,1.0,72.0,20230102,40,3
387,82.3566638348733,1.0,82.0,20230102,40,4
388,80.49328202472483,1.0,80.0,20230102,40,5
389,48.86968751627833,1.0,49.0,20230102,40,6
390,37.98667267026149,1.0,38.0,20230102,41,2
391,117.48798095998448,1.0,117.0,20230102,41,4
392,50.078768622721014,1.0,50.0,20230102,41,7
393,35.26368733738897,1.0,35.0,20230102,41,8
394,62.18609636770692,1.0,62.0,20230102,42,2
395,157.96601998321864,1.0,158.0,20230102,42,4
396,50.69460567598034,1.0,51.0,20230102,42,7
397,133.72187937506072,4.0,33.0,20230102,43,1
398,105.05560682762055,1.0,105.0,20230102,43,4
399,67.3376682853569,1.0,67.0,20230102,43,7
400,68.62748381621297,1.0,69.0,20230102,43,8
401,96.09611230302679,1.0,96.0,20230102,44,3
402,76.03642758956623,1.0,76.0,20230102,44,5
403,29.090459667824653,1.0,29.0,20230102,44,7
404,89.41643506792731,1.0,89.0,20230102,44,8
405,56.70359857683145,1.0,57.0,20230102,45,1
406,86.80702774940153,1.0,87.0,20230102,45,3
407,201.79189513616012,1.0,202.0,20230102,45,4
408,112.48437216614923,1.0,112.0,20230102,45,5
409,113.58279888358021,1.0,114.0,20230102,45,6
410,31.61183346828,1.0,32.0,20230102,45,7
411,45.5840920596048,1.0,46.0,20230102,45,8
412,126.4578930440268,1.0,126.0,20230102,46,2
413,67.52698392056364,2.0,34.0,20230102,46,6
414,55.54063573759402,1.0,56.0,20230102,46,7
415,79.72752880618351,1.0,80.0,20230102,47,1
416,140.46162245616978,1.0,140.0,20230102,47,3
417,108.0194304049192,1.0,108.0,20230102,47,4
418,102.950703470659,1.0,103.0,20230102,47,5
419,44.896357179355476,1.0,45.0,20230102,47,7
420,140.28687789556972,1.0,140.0,20230102,48,3
421,667.7381341816116,1.0,668.0,20230103,1,3
422,384.61025780045935,1.0,385.0,20230103,1,4
423,373.1406331595176,1.0,373.0,20230103,1,6
424,237.21755929075178,1.0,237.0,20230103,1,7
425,445.44582937596067,1.0,445.0,20230103,1,8
426,161.38181694680242,1.0,161.0,20230103,2,1
427,115.23182829617532,1.0,115.0,20230103,2,2
428,215.60240496280088,1.0,216.0,20230103,2,3
429,397.4171184267563,2.0,199.0,20230103,2,5
430,189.77672530052516,2.0,95.0,20230103,3,2
431,169.20046654596177,1.0,169.0,20230103,3,3
432,81.49881758401575,1.0,81.0,20230103,3,8
433,159.98494953710974,1.0,160.0,20230103,4,2
434,109.11975478256585,1.0,109.0,20230103,4,3
435,57.161031964579664,1.0,57.0,20230103,4,6
436,79.03925266932377,1.0,79.0,20230103,4,8
437,63.492373815553016,1.0,63.0,20230103,5,1
438,77.56703546947682,1.0,78.0,20230103,5,2
439,99.22037495594077,1.0,99.0,20230103,5,3
440,69.90967613072108,1.0,70.0,20230103,5,6
441,52.63722145982659,1.0,53.0,20230103,5,7
442,62.20283338828142,1.0,62.0,20230103,6,1
443,96.74484342916958,1.0,97.0,20230103,6,3
444,36.413253101423635,1.0,36.0,20230103,6,6
445,59.562339549970865,1.0,60.0,20230103,6,7
446,76.20139565356828,1.0,76.0,20230103,7,1
447,48.037931772127784,1.0,48.0,20230103,7,2
448,41.57573345573583,1.0,42.0,20230103,7,6
449,58.33658700582166,1.0,58.0,20230103,7,8
450,151.63489284651055,7.0,22.0,20230103,8,3
451,61.26626751210524,1.0,61.0,20230103,8,5
452,23.866432827246953,1.0,24.0,20230103,8,7
453,44.25952452287335,1.0,44.0,20230103,9,1
454,49.734409083669334,1.0,50.0,20230103,9,2
455,20.89488972748335,1.0,21.0,20230103,9,5
456,24.77932044111398,1.0,25.0,20230103,9,6
457,20.39287607430658,1.0,20.0,20230103,9,8
458,34.94669428135485,1.0,35.0,20230103,10,1
459,32.28657972132615,1.0,32.0,20230103,10,3
460,43.984515823277064,1.0,44.0,20230103,10,5
461,20.233921937759813,1.0,20.0,20230103,10,7
462,27.025479418700968,1.0,27.0,20230103,11,2
463,48.020871871655785,1.0,48.0,20230103,11,3
464,31.875209161888762,1.0,32.0,20230103,11,5
465,27.812628183104337,1.0,28.0,20230103,11,6
466,19.369092888141342,1.0,19.0,20230103,11,7
467,27.699948307534324,1.0,28.0,20230103,11,8
468,33.52392058399951,1.0,34.0,20230103,12,1
469,22.191548472890695,1.0,22.0,20230103,12,2
470,40.85828806917899,1.0,41.0,20230103,12,3
471,43.50394204050345,1.0,44.0,20230103,12,5
472,22.604328892494955,1.0,23.0,20230103,12,6
473,20.484744160109873,1.0,20.0,20230103,12,8
474,139.48729751724093,1.0,139.0,20230103,13,1
475,76.83238459803148,1.0,77.0,20230103,13,3
476,159.64002460283228,1.0,160.0,20230103,13,4
477,149.66333335143852,1.0,150.0,20230103,13,5
478,212.0848316637023,1.0,212.0,20230103,13,6
479,97.17425403144951,2.0,49.0,20230103,13,7
480,135.8882727328687,1.0,136.0,20230103,14,5
481,131.9725756005926,1.0,132.0,20230103,15,1
482,121.22071538471134,1.0,121.0,20230103,15,2
483,152.62150664512478,1.0,153.0,20230103,15,3
484,242.50916618262468,1.0,243.0,20230103,15,4
485,98.0796781454533,1.0,98.0,20230103,15,6
486,89.25848617953994,1.0,89.0,20230103,15,8
487,61.01163144162735,1.0,61.0,20230103,16,1
488,170.68899079079605,1.0,171.0,20230103,16,3
489,212.2498536997465,1.0,212.0,20230103,16,4
490,91.4075863189145,1.0,91.0,20230103,16,6
491,37.576597598067806,1.0,38.0,20230103,16,8
492,78.84810129413287,1.0,79.0,20230103,17,1
493,160.86253038637344,1.0,161.0,20230103,17,2
494,41.39168594958739,1.0,41.0,20230103,17,8
495,92.4581592880031,1.0,92.0,20230103,18,1
496,158.1251839418203,5.0,32.0,20230103,18,3
497,71.36014423499006,1.0,71.0,20230103,18,8
498,176.05276794119817,7.0,25.0,20230103,19,1
499,106.47748948185959,2.0,53.0,20230103,19,2
500,78.56658071775585,1.0,79.0,20230103,19,3
501,117.5542633249903,1.0,118.0,20230103,19,4
502,61.01868109480094,1.0,61.0,20230103,19,5
503,98.01018028930702,1.0,98.0,20230103,19,6
504,33.15507811759871,1.0,33.0,20230103,19,7
505,42.03255679438753,1.0,42.0,20230103,20,1
506,66.99382311912171,1.0,67.0,20230103,20,3
507,129.36819826948766,1.0,129.0,20230103,20,4
508,60.78018250230093,1.0,61.0,20230103,20,5
509,71.29635100065855,1.0,71.0,20230103,20,6
510,59.394792915481474,1.0,59.0,20230103,20,8
511,40.4952233019877,1.0,40.0,20230103,21,2
512,83.90771622916856,1.0,84.0,20230103,21,3
513,76.0101400091991,1.0,76.0,20230103,21,4
514,128.73762572662807,2.0,64.0,20230103,21,5
515,90.17945998989597,1.0,90.0,20230103,21,6
516,81.09977082404896,1.0,81.0,20230103,21,7
517,165.76527048595167,1.0,166.0,20230103,22,1
518,56.03968234621247,1.0,56.0,20230103,22,5
519,44.60194536510421,1.0,45.0,20230103,22,6
520,79.25556260785494,1.0,79.0,20230103,23,1
521,141.83030860473826,1.0,142.0,20230103,23,2
522,71.19005780148186,1.0,71.0,20230103,23,5
523,95.69434357892216,1.0,96.0,20230103,23,7
524,66.37676017048639,1.0,66.0,20230103,23,8
525,135.34447479305197,1.0,135.0,20230103,24,1
526,102.69229735276272,1.0,103.0,20230103,24,3
527,144.05484577926723,1.0,144.0,20230103,24,5
528,74.76873305433617,1.0,75.0,20230103,24,6
529,77.85940996432912,1.0,78.0,20230103,24,7
530,89.90911423611094,1.0,90.0,20230103,25,1
531,117.41680533634873,1.0,117.0,20230103,25,2
532,174.72700977103253,1.0,175.0,20230103,25,3
533,51.66388033962628,1.0,52.0,20230103,25,5
534,63.41826548850335,1.0,63.0,20230103,25,7
