MonsterKillsKey,MonstersSlain,PartyWipes,GoldEarned,DamageDealt,DateKey,AdventurerKey,MonsterKey
76,10.6529695900734,0.021107442998089317,156.0,5472.0,20230101,37,9
77,6.529505019720411,0.020307367423246195,399.0,4243.0,20230101,37,15
78,4.991838764848814,0.02042249202608882,634.0,661.0,20230101,37,20
79,5.163146170079236,0.02031006091681154,209.0,3270.0,20230101,38,19
80,6.061087928274943,0.019937151220790043,122.0,3604.0,20230101,39,16
81,4.895178098739695,0.020223249493641664,403.0,4482.0,20230101,39,20
82,7.6166046018745535,0.09180299418927318,557.0,9014.0,20230101,39,25
83,3.4089771947161616,0.17801619062109614,269.0,880.0,20230101,39,29
84,7.6676287340774225,0.09153380588488287,54.0,3929.0,20230101,40,24
85,7.385119337457107,0.0937484483682551,52.0,1622.0,20230101,41,26
86,5.064520195683987,0.02041298629025072,105.0,2572.0,20230101,42,19
87,6.622666202821179,0.09271280532541203,839.0,6875.0,20230101,42,28
88,5.601112380888424,0.007233936353885111,219.0,5894.0,20230101,43,16
89,7.038581000759915,0.03330952399903456,826.0,6252.0,20230101,43,25
90,6.9019248027089715,0.03403719462903822,848.0,6730.0,20230101,43,26
91,3.0842575586024497,0.06594660080011344,46.0,1190.0,20230101,43,30
92,9.345365481816623,0.007514796432451944,1118.0,2920.0,20230101,44,9
93,7.095927091755475,0.033605953057437236,888.0,7642.0,20230101,44,24
94,6.388200939731668,0.033795649781033145,147.0,3071.0,20230101,44,27
95,2.9856891582918172,0.06534618308477655,196.0,1839.0,20230101,44,30
96,16.123582131419386,0.0072931790355216285,1249.0,11101.0,20230101,45,7
97,4.635245353659876,0.007341214801547566,91.0,640.0,20230101,45,19
98,21.234212557473075,0.007092726403723316,1293.0,5033.0,20230101,47,3
99,7.210292151551755,0.03258223667116268,897.0,4936.0,20230101,47,22
100,2.6168946487568543,0.061048226856828196,16.0,2222.0,20230101,47,31
101,7.984619564978645,0.05777401420797567,313.0,4080.0,20230101,49,28
102,14.927360156404543,0.012842077574432818,1021.0,4027.0,20230101,50,6
103,6.943196433028303,0.012654551637092172,954.0,912.0,20230101,50,16
104,10.26024981218233,0.05978962465600931,581.0,7212.0,20230101,50,21
105,7.813850292166528,0.058870953196725084,174.0,4509.0,20230101,50,28
106,3.905107231362114,0.11299082057942263,544.0,3837.0,20230101,50,29
107,6.884146727498076,0.012632599985298433,153.0,5484.0,20230101,51,16
108,15.518478873317141,0.012974141459840561,300.0,6789.0,20230101,52,6
109,3.7483696689793096,0.11574670998355475,314.0,374.0,20230101,52,32
110,10.47116448640743,0.012685068617151548,1398.0,7168.0,20230101,53,10
111,7.737588004869285,0.05791325976912534,775.0,6467.0,20230101,53,28
112,14.895228450022127,0.01294687731322612,2039.0,14126.0,20230101,54,6
113,7.319159862265251,0.012867946130837115,481.0,4812.0,20230101,54,15
114,6.928250940536398,0.012757821041783666,322.0,2708.0,20230101,54,16
115,6.254310446526563,0.012976934341490333,135.0,3787.0,20230101,54,18
116,23.1858936814501,0.010026078515854511,2982.0,17231.0,20230101,55,2
117,3.557629860237732,0.010017382593798996,298.0,3154.0,20230101,55,18
118,5.501437687751342,0.04724457111882436,405.0,1653.0,20230101,55,23
119,4.182917975000631,0.010315852960361435,415.0,1044.0,20230101,56,15
120,3.5743538985789236,0.010403225594974605,431.0,1656.0,20230101,56,18
121,2.1803091435053505,0.09323739828249372,241.0,1406.0,20230101,56,30
122,6.751294793385378,0.01011050001710777,656.0,6992.0,20230101,57,9
123,5.197016975323329,0.009884173593402148,318.0,2841.0,20230101,57,12
124,3.696676274435479,0.009752845247054854,333.0,3216.0,20230101,57,17
125,2.203091488057541,0.08611014248403565,236.0,1309.0,20230101,57,29
126,9.042767567695124,0.010236247759560464,576.0,7371.0,20230101,58,3
127,3.477113699754707,0.010003682229604715,421.0,2178.0,20230101,58,17
128,4.5400687537873425,0.04654419642889759,467.0,1423.0,20230101,58,26
129,2.0722397706052003,0.08832484063216388,186.0,697.0,20230101,58,29
130,8.276228113397446,0.009829019141193029,474.0,8393.0,20230101,59,6
131,4.066741025273759,0.009769096112359968,393.0,2929.0,20230101,59,15
132,3.312988805520572,0.00992071060495684,374.0,2456.0,20230101,59,19
133,4.47922008867964,0.010434687146125872,90.0,5326.0,20230101,60,14
134,5.3886056706618,0.0482212401923827,340.0,2774.0,20230101,60,23
135,4.850829034524676,0.04628485075658132,664.0,4217.0,20230101,60,25
136,2.0220567710108592,0.08952808566045913,244.0,1528.0,20230101,60,31
137,18.11566796241097,0.023926024608192986,1308.0,5171.0,20230102,1,14
138,21.851295488821002,0.10889684611086627,1732.0,8336.0,20230102,1,21
139,4.9406964188850155,0.20579396628376737,241.0,3633.0,20230102,1,29
140,21.54748957167067,0.023935038560211192,1524.0,18658.0,20230102,2,7
141,14.806531984165549,0.02364568542433746,1893.0,7841.0,20230102,2,8
142,52.90000694912426,0.023403001454284558,1887.0,23651.0,20230102,3,2
143,16.28448370088749,0.022964579859548948,1435.0,11520.0,20230102,3,5
144,8.742483046608891,0.10891938743240541,1187.0,9353.0,20230102,4,21
145,5.158738500634242,0.02313897274313503,99.0,3075.0,20230102,5,15
146,6.0173022549990955,0.10794199011108524,712.0,3090.0,20230102,5,26
147,7.6785231827882034,0.018932033429764263,215.0,5692.0,20230102,7,16
148,95.67486689235567,0.018723690036620493,5049.0,97064.0,20230102,8,2
149,52.79556347930223,0.018981958717321855,7326.0,57653.0,20230102,8,4
150,5.893301666263699,0.018113025186914024,597.0,5091.0,20230102,9,19
151,8.605149575873895,0.08142609492931886,792.0,4913.0,20230102,9,25
152,6.273396286923801,0.01856811900244847,77.0,1721.0,20230102,10,17
153,6.143500437790004,0.017532050745974234,700.0,5037.0,20230102,11,16
154,5.287214971361585,0.017957829590048956,265.0,4023.0,20230102,11,19
155,7.5702780382904304,0.08249199250507772,567.0,8349.0,20230102,11,26
156,6.913875065149681,0.08156184181852416,291.0,1999.0,20230102,11,28
157,29.24073115028638,0.018580481165837187,2785.0,3647.0,20230102,12,3
158,12.762789031018482,0.01827143679043705,136.0,14585.0,20230102,12,7
159,5.341157977462779,0.01815833629882477,602.0,3262.0,20230102,12,17
160,4.870730486853646,0.018391779710629802,339.0,1230.0,20230102,12,19
161,7.112034434462845,0.08267922035016002,860.0,3953.0,20230102,12,25
162,3.1164443456947786,0.163689326183546,127.0,1219.0,20230102,12,30
163,2.9390017792645176,0.16256280439231888,161.0,3424.0,20230102,12,32
164,5.8650827999093,0.012318425824409533,565.0,5888.0,20230102,13,16
165,3.0457269933464204,0.11152539394429593,380.0,327.0,20230102,13,32
166,39.93306156822393,0.013325664252476005,1001.0,3837.0,20230102,14,3
167,4.737594495605899,0.013190330177238462,649.0,5478.0,20230102,14,19
168,11.909102004405826,0.012700129894259036,817.0,8676.0,20230102,15,4
169,9.850474264946394,0.012521495735762576,225.0,3216.0,20230102,15,7
170,8.59915199072234,0.012900331377333388,628.0,8269.0,20230102,15,9
171,7.372691420002718,0.05813868497723958,894.0,2861.0,20230102,15,21
172,5.878112625441112,0.058015554407424064,116.0,3391.0,20230102,15,27
173,15.847819811881392,0.012679124706705937,433.0,4955.0,20230102,16,3
174,7.606210814136217,0.05789139451983833,755.0,2060.0,20230102,16,21
175,17.853871671721105,0.01255763784122089,2230.0,2912.0,20230102,17,1
176,12.271217799899516,0.012954192053689542,264.0,7825.0,20230102,17,4
177,6.255144905357174,0.012718747480281416,575.0,2044.0,20230102,17,13
178,5.965316406486355,0.013029345972530674,183.0,4365.0,20230102,17,14
179,6.334789097000582,0.059056456214991275,367.0,3852.0,20230102,17,26
180,36.92982276048968,0.014764417467018015,1862.0,12909.0,20230102,19,5
181,5.633575744317213,0.014991488878788798,169.0,4853.0,20230102,19,20
182,3.653881241251441,0.13163491696500904,57.0,3818.0,20230102,19,31
183,5.5488573053133114,0.01473028897082413,220.0,5373.0,20230102,20,18
184,3.162428719052372,0.12615934792984035,171.0,2134.0,20230102,21,32
185,13.831288711252485,0.014719345672298625,1747.0,6420.0,20230102,22,4
186,5.230786947127793,0.01450648130499849,126.0,3320.0,20230102,22,18
187,13.043049073365328,0.014768771297104084,407.0,6264.0,20230102,23,6
188,9.237660680623492,0.01482944692104398,539.0,7736.0,20230102,23,10
189,6.066742602384964,0.01455311088975903,56.0,658.0,20230102,23,16
190,67.84589937106959,0.014737777532847177,4686.0,77628.0,20230102,24,2
191,13.545545839742134,0.014941065792396117,1785.0,8356.0,20230102,24,4
192,2.9468762211351716,0.1310623975002631,249.0,1424.0,20230102,24,32
193,10.105840068114695,0.02930427222971347,923.0,2497.0,20230102,25,9
194,7.13420396221003,0.028325152064056638,345.0,7509.0,20230102,25,13
195,5.292979298340816,0.02843228834117118,205.0,2997.0,20230102,25,18
196,8.870885153322034,0.13206729360798436,88.0,2024.0,20230102,25,21
197,17.75257517011034,0.029314553952542628,1270.0,15380.0,20230102,26,5
198,8.217836360848535,0.029901503046365446,204.0,5450.0,20230102,26,10
199,2.9718535495298615,0.2675109942443313,303.0,1646.0,20230102,26,30
200,7.547181247949456,0.029364029049885262,701.0,5795.0,20230102,27,11
201,5.453092840768921,0.029218636060504573,49.0,1263.0,20230102,28,16
202,2.856479387060322,0.2602400374227378,126.0,1893.0,20230102,28,31
203,3.053251026835721,0.2742356334382139,128.0,2288.0,20230102,29,29
204,43.42490317585182,0.028601592733057696,3509.0,11226.0,20230102,30,1
205,7.325108040857083,0.020369828611425698,903.0,1077.0,20230102,31,14
206,13.54977900905656,0.020386838931674235,331.0,12542.0,20230102,32,5
207,10.283438975868492,0.021394652265597357,1055.0,10479.0,20230102,32,9
208,15.398174099596613,0.020795033327407828,973.0,10930.0,20230102,32,10
209,8.575774185539961,0.09023741574602555,1046.0,798.0,20230102,33,22
210,7.785060967631686,0.019915417290019034,165.0,8943.0,20230102,34,12
211,4.738979351437355,0.019710370630832752,80.0,5065.0,20230102,34,20
212,7.373568684996203,0.08947479192499064,642.0,5565.0,20230102,34,25
213,6.603474993843321,0.09039850730643435,815.0,4120.0,20230102,34,28
214,10.302424882609511,0.01971901989859678,519.0,8644.0,20230102,35,8
215,5.236774844242246,0.019952305241194478,466.0,3306.0,20230102,35,18
216,3.0387591477524625,0.17470754159903926,240.0,1299.0,20230102,35,31
217,8.409211428967646,0.020257445209957158,677.0,8302.0,20230102,36,11
218,6.241591210866675,0.019708746484046993,506.0,5774.0,20230102,36,15
219,7.280373072469763,0.09194017995954692,584.0,6534.0,20230102,36,26
220,3.068135407166452,0.1769069227477732,241.0,404.0,20230102,36,32
221,16.175977743087607,0.025385373867910035,1861.0,13976.0,20230102,38,2
222,12.444289835074489,0.02490981537530091,120.0,8045.0,20230102,38,5
223,6.554639222957482,0.11756266691165822,354.0,6233.0,20230102,38,27
224,3.161252710452932,0.2238620758465037,233.0,2634.0,20230102,39,29
225,7.208591321094875,0.025163513354964584,66.0,6412.0,20230102,40,12
226,7.584492952044737,0.11778285361446972,818.0,4907.0,20230102,40,23
227,6.401262232252778,0.1157569640635668,883.0,5461.0,20230102,40,27
228,20.705996197388806,0.02592748335141214,508.0,20218.0,20230102,41,3
229,6.724473522305187,0.11791946898495809,684.0,7468.0,20230102,42,26
230,6.4003738492955,0.04280305639089989,384.0,4562.0,20230102,43,26
231,2.593663293137831,0.08159929022032701,27.0,3010.0,20230102,45,32
232,11.029205965437246,0.00905442533371401,1389.0,10287.0,20230102,46,5
233,8.756770618096512,0.00911148892769623,772.0,1573.0,20230102,46,8
234,6.845917133499284,0.040724800802369406,693.0,2674.0,20230102,47,21
235,2.6055935277123217,0.07696199277161311,266.0,294.0,20230102,47,29
236,5.860060074179832,0.009208948726728219,455.0,5509.0,20230102,48,13
237,23.19048706094186,0.01620094050774718,1867.0,6212.0,20230102,50,2
238,7.18440606775489,0.07390402179218573,915.0,2504.0,20230102,51,28
239,15.97762227167333,0.01659331465344045,1803.0,18694.0,20230102,52,4
240,8.144451853278747,0.016291728427621492,888.0,9734.0,20230102,52,13
241,6.042498263868502,0.016353349813714998,559.0,1537.0,20230102,52,18
242,9.70826277261427,0.01595195236446295,1170.0,11138.0,20230102,53,10
243,7.856534524280426,0.07365865821009061,91.0,5684.0,20230102,53,26
244,7.569532477994984,0.07564075174037557,999.0,2011.0,20230102,54,27
245,6.490399586968039,0.012449947767165296,442.0,1076.0,20230102,55,8
246,4.240697708109806,0.012856240584598746,281.0,641.0,20230102,55,14
247,6.450977392647634,0.012191770453572023,279.0,5555.0,20230102,57,8
248,2.7594309083053865,0.012618139436363914,157.0,688.0,20230102,58,20
249,7.985013702531404,0.012167519859908937,711.0,2719.0,20230102,59,5
250,6.339797587835962,0.012244203071428846,369.0,7407.0,20230102,59,8
251,72.18823758751584,0.01264694976803311,9918.0,85341.0,20230102,60,1
252,4.7493631158812075,0.012955333719503012,640.0,3271.0,20230102,60,12
253,4.498327667636894,0.058204946047115395,294.0,630.0,20230102,60,25
254,70.20338876964479,0.020727269812823555,4283.0,76178.0,20230103,1,3
255,24.835824745097025,0.020765680702343987,3248.0,8189.0,20230103,1,11
256,5.355405747075864,0.02073497111666841,278.0,6147.0,20230103,2,20
257,3.47346294549596,0.18206638601962696,174.0,3379.0,20230103,2,31
258,11.07274346414261,0.02008345840453289,249.0,5612.0,20230103,3,8
259,5.628331687974668,0.020321055227221895,312.0,5753.0,20230103,3,18
260,6.565834294798781,0.02066908641786371,152.0,7056.0,20230103,5,11
261,4.873376531508388,0.020109237865113608,376.0,3485.0,20230103,5,15
262,5.684447775148862,0.09380844944473804,235.0,4530.0,20230103,5,26
263,7.5506401909419445,0.021885643733460462,218.0,2931.0,20230103,6,9
264,5.161382597310115,0.09842442939031967,473.0,4431.0,20230103,6,27
265,28.778285582662225,0.017025627461986503,3960.0,16372.0,20230103,7,3
266,15.595083794102129,0.016696956900626336,951.0,16927.0,20230103,7,6
267,3.9942983861524524,0.1499914594369481,182.0,1518.0,20230103,7,30
268,6.122934997585852,0.01625796332298613,803.0,3020.0,20230103,8,18
269,24.958412376616362,0.015595881529270673,719.0,26069.0,20230103,9,6
270,6.105010991743872,0.015541567766114468,333.0,4697.0,20230103,9,17
271,5.404404565325218,0.01634433100215157,424.0,3178.0,20230103,10,19
272,12.799769950658819,0.015462253263556092,569.0,7607.0,20230103,11,6
273,11.45860934978076,0.015504377218057173,1559.0,2137.0,20230103,11,7
274,12.452930245663405,0.01597345941195059,743.0,4597.0,20230103,11,9
275,6.734410842450282,0.01581679783995398,925.0,6453.0,20230103,11,14
276,7.293116881560765,0.07015812905718874,129.0,1846.0,20230103,11,25
277,8.140965502317885,0.015900957676003184,1123.0,7816.0,20230103,12,10
278,7.463469113466216,0.07485958538788673,969.0,6647.0,20230103,12,23
279,25.697325632326724,0.01089881275008014,3014.0,5199.0,20230103,13,2
280,5.540648526556906,0.01070549491443186,744.0,6007.0,20230103,13,16
281,46.358237906651496,0.010887047506675242,348.0,35414.0,20230103,15,2
282,5.73475910234613,0.01083661671868502,682.0,6792.0,20230103,15,13
283,5.4690423768078835,0.011101252589404597,512.0,2333.0,20230103,15,14
284,6.8025047529599485,0.05083463266850018,74.0,4960.0,20230103,15,22
285,5.3041972025756134,0.04974987360827052,347.0,4272.0,20230103,15,28
286,4.3894707004008895,0.01083133740426649,205.0,4322.0,20230103,16,18
287,18.421934970199935,0.01091338535968424,1725.0,2153.0,20230103,17,1
288,7.00934607643307,0.051851563728036315,906.0,5802.0,20230103,17,22
289,5.984372441747597,0.051323813666285724,321.0,3206.0,20230103,17,26
290,5.555549540697186,0.05127975668618051,476.0,5151.0,20230103,18,27
291,21.39007168181206,0.013256549264306793,220.0,16109.0,20230103,19,4
292,9.198646738808028,0.061617165772187336,956.0,7964.0,20230103,19,23
293,8.623698881974098,0.06021742626334383,985.0,9509.0,20230103,19,24
294,25.59635074904563,0.012989404021315196,2076.0,30298.0,20230103,20,4
295,10.47076723027319,0.012651879543999635,526.0,2493.0,20230103,20,8
296,6.534913134895032,0.058549273072992764,52.0,4875.0,20230103,20,28
297,7.632828224202565,0.012411803057428845,864.0,4464.0,20230103,21,12
298,11.717037176718776,0.012612119828033858,1166.0,9943.0,20230103,22,7
299,12.842611513679753,0.012767316316961567,632.0,14413.0,20230103,24,6
300,4.839353516413332,0.012796956482548447,176.0,4818.0,20230103,24,18
301,4.613628258578433,0.01288641812199638,179.0,3140.0,20230103,24,19
302,6.033053233059837,0.05852823088688008,116.0,3137.0,20230103,24,28
303,2.8081462741094683,0.11205345848458377,86.0,3302.0,20230103,24,31
304,108.26161886139825,0.024304539446667755,3396.0,119936.0,20230103,25,1
305,9.836989414855204,0.024420558752462615,117.0,11628.0,20230103,25,8
306,6.006864492820201,0.1202357863281199,733.0,5044.0,20230103,26,27
307,2.647611941083032,0.2308840830313615,51.0,896.0,20230103,26,32
308,10.769541610652084,0.024980280485461123,1262.0,6503.0,20230103,27,6
309,8.633794557178774,0.02580616742154471,1029.0,9861.0,20230103,27,9
310,6.095015448846619,0.024943926628711418,372.0,3125.0,20230103,27,13
311,4.72744036138715,0.024893284887596612,523.0,4061.0,20230103,27,17
312,6.555631967753363,0.11540443693400654,255.0,1296.0,20230103,27,24
313,2.7583540584307547,0.22440189248006495,331.0,658.0,20230103,27,30
314,2.8366496284398317,0.23148838616469164,376.0,651.0,20230103,28,30
315,7.40167956734145,0.126882297770869,263.0,3894.0,20230103,29,22
316,8.451541357243855,0.02497525641378194,336.0,9008.0,20230103,30,8
317,4.758877667435783,0.0248440336783417,466.0,2881.0,20230103,30,16
318,4.295961356573098,0.025270725523246586,385.0,4109.0,20230103,30,18
319,4.095581908869532,0.025447389446299814,352.0,3939.0,20230103,30,19
320,5.606797479037663,0.11713331014952352,67.0,2199.0,20230103,30,27
321,2.4928304651155067,0.221277004196744,90.0,1873.0,20230103,30,31
322,2.471276649319728,0.22492651923527954,113.0,374.0,20230103,30,32
323,13.339356569451692,0.01703585716248782,1670.0,15671.0,20230103,31,5
324,5.9635275249444595,0.0170531496684838,55.0,4041.0,20230103,31,16
325,5.383429788777423,0.01734603447083488,258.0,5112.0,20230103,31,18
326,5.1323268112854015,0.017467298045013426,465.0,2166.0,20230103,31,19
327,4.816384397783843,0.01729786249695179,546.0,2618.0,20230103,31,20
328,3.0968491627379247,0.15439141834178796,372.0,2173.0,20230103,31,32
329,5.543108217965242,0.016887232811249278,394.0,3195.0,20230103,34,16
330,8.19128129253841,0.0797879956729347,1041.0,3153.0,20230103,34,21
331,6.87765027586447,0.0799018594598762,101.0,8078.0,20230103,36,26
332,4.88787436248027,0.02238149332000745,504.0,4492.0,20230103,37,18
333,4.959950210210124,0.0219147280014767,206.0,3299.0,20230103,38,17
334,4.288348479258274,0.02210158906597528,50.0,3615.0,20230103,39,20
335,2.9863841261569104,0.19455037101900002,252.0,2241.0,20230103,39,29
336,2.923805698578834,0.19863391134298808,240.0,2718.0,20230103,39,30
337,7.815345470216508,0.02174249971383179,671.0,6286.0,20230103,40,10
338,12.997447098757327,0.022532630801944557,1491.0,2059.0,20230103,41,3
339,11.059065992905936,0.02209765050937491,532.0,1416.0,20230103,41,6
340,7.832516654077762,0.02218843590413047,362.0,4463.0,20230103,41,10
341,6.258871594860257,0.022065491750325333,401.0,3503.0,20230103,41,13
342,6.060454836043707,0.10266345625557936,541.0,4992.0,20230103,41,27
343,8.885397382348636,0.022833511405292488,920.0,9916.0,20230103,42,9
344,7.0819145896279085,0.037581080011436424,621.0,7491.0,20230103,43,22
345,6.760633396382324,0.008121447699631298,273.0,1278.0,20230103,44,11
346,6.630725881372835,0.037580997650357564,810.0,3724.0,20230103,44,23
347,5.853097373947713,0.03685989794355362,619.0,4381.0,20230103,44,26
348,4.060638236732176,0.00802306834220054,185.0,1507.0,20230103,45,19
349,6.174817545784281,0.036722571686249816,110.0,6115.0,20230103,45,24
350,6.502349501055276,0.03778733756381857,101.0,2450.0,20230103,46,23
351,4.1302088046833,0.007575387733285322,406.0,2327.0,20230103,47,17
352,2.4098830122992276,0.06828875141611011,263.0,2539.0,20230103,47,30
353,21.233946247399,0.008172593199966265,1456.0,6323.0,20230103,48,3
354,8.080137493330826,0.0079395045407313,435.0,5780.0,20230103,48,8
355,61.60662768056582,0.014007893197310514,3844.0,18692.0,20230103,49,4
356,12.911473668470572,0.014228709914635297,1417.0,14804.0,20230103,49,9
357,6.215415510056662,0.013572217119544781,486.0,1756.0,20230103,49,16
358,10.259340812846302,0.06451679902432317,169.0,10887.0,20230103,49,22
359,8.134129306127997,0.06363038064400467,678.0,8343.0,20230103,49,24
360,8.490871858103105,0.06634566836632512,130.0,6652.0,20230103,50,23
361,12.965678538823548,0.014010506343011634,1113.0,1568.0,20230103,51,6
362,7.337917792224735,0.013990116822530428,131.0,921.0,20230103,51,13
363,5.444117826306246,0.014043032656110907,437.0,4260.0,20230103,51,18
364,3.3919168889184164,0.12327122299757702,28.0,1081.0,20230103,51,29
365,52.91857454535011,0.014458291919557775,3322.0,39657.0,20230103,52,3
366,41.70760598071965,0.013957963185903685,4063.0,5708.0,20230103,52,5
367,9.628388361005776,0.014237435759726278,919.0,3780.0,20230103,52,10
368,7.116276216784979,0.06500054043731403,51.0,1303.0,20230103,52,28
369,3.4819578865345604,0.127373884505686,352.0,4102.0,20230103,52,30
370,3.316636619066286,0.12402635971607169,259.0,3769.0,20230103,53,30
371,42.88135976860981,0.014427908946479419,4918.0,17140.0,20230103,54,3
372,5.223435748979978,0.014281380587525712,119.0,3524.0,20230103,54,19
373,2.9852064576858415,0.011448961684632991,96.0,2564.0,20230103,56,19
374,4.358872078499484,0.05146816897536098,167.0,1701.0,20230103,56,25
375,4.0867081684077045,0.0526991101671187,315.0,3500.0,20230103,56,27
376,3.625085190904722,0.010630732638209137,304.0,4290.0,20230103,57,15
377,3.9272560434008916,0.010955067525950959,452.0,1918.0,20230103,58,13
378,4.658465582346063,0.05139028610102112,245.0,5057.0,20230103,58,22
379,10.875331497922554,0.010590436485043797,1123.0,1990.0,20230103,59,1
380,5.13495807743632,0.010786072360704425,380.0,2135.0,20230103,59,10
381,4.103284381135938,0.01072630769117128,560.0,488.0,20230103,59,13
382,4.707623561232155,0.05077938834493104,212.0,4792.0,20230103,59,23
