LootDropsKey,DropCount,LootGoldValue,DateKey,MonsterKey,ItemKey
60,2.308222686854106,373.0,20230102,13,36
61,4.998507833014901,726.0,20230102,14,18
62,3.159697910964046,614.0,20230102,14,28
63,1.8418435053456517,207.0,20230102,14,39
64,1.752750624681075,118.0,20230102,15,44
65,28.17574063274258,1011.0,20230102,16,1
66,4.7955699982331295,796.0,20230102,16,11
67,6.142611612317348,555.0,20230102,17,9
68,5.651985258925772,891.0,20230102,19,9
69,10.725197576668426,906.0,20230102,21,18
70,6.33109573212158,1104.0,20230102,21,21
71,5.172376134298761,718.0,20230102,21,33
72,19.643865147270997,4462.0,20230102,22,8
73,14.48084174094086,1293.0,20230102,22,10
74,15.474253953996007,2154.0,20230102,22,13
75,7.834387448284163,1606.0,20230102,22,28
76,78.5248004142729,5988.0,20230102,23,3
77,1.9789476107600876,357.0,20230102,23,32
78,4.657642051194394,61.0,20230102,24,12
79,7.477886902272836,1786.0,20230102,24,20
80,7.251033171969846,1712.0,20230102,25,26
81,4.491500500527542,206.0,20230102,26,30
82,17.503223913721147,410.0,20230102,27,7
83,6.081519143892118,295.0,20230102,27,21
84,4.436815347031481,434.0,20230102,28,12
85,16.236889598287043,2589.0,20230102,29,8
86,7.068282955229672,588.0,20230102,29,27
87,3.7747492137771697,828.0,20230102,29,39
88,18.67340610957983,3391.0,20230103,1,41
89,22.507060310696875,2472.0,20230103,1,44
90,12.316936192302443,2621.0,20230103,2,40
91,8.864950339985159,808.0,20230103,2,47
92,29.723836884114224,3372.0,20230103,3,10
93,26.663560960223055,615.0,20230103,3,15
94,17.97599620467486,1840.0,20230103,3,20
95,25.5890260483328,4579.0,20230103,4,13
96,7.6113579797395765,1369.0,20230103,4,44
97,6.850196785538721,564.0,20230103,4,45
98,5.8534727889982,1310.0,20230103,7,36
99,5.374864942714302,1104.0,20230103,8,30
100,1.4659684087343816,53.0,20230103,9,32
101,4.694035352205763,255.0,20230103,9,36
102,3.6570805438156144,930.0,20230103,9,44
103,14.406478605448672,449.0,20230103,10,7
104,13.937842583956483,2128.0,20230103,11,7
105,10.242969179093192,1061.0,20230103,11,13
106,5.79759619862799,814.0,20230103,11,19
107,3.3155629107346725,637.0,20230103,13,12
108,1.1576815264624798,74.0,20230103,14,32
109,3.637543884738971,676.0,20230103,14,38
110,10.761097131413717,802.0,20230103,15,9
111,7.695724183520412,1884.0,20230103,15,15
112,0.7658539832669923,71.0,20230103,15,48
113,41.063446123004965,3543.0,20230103,17,1
114,4.607985640072825,1007.0,20230103,17,19
115,11.131669591062414,1116.0,20230103,18,7
116,26.018473572595948,3802.0,20230103,19,2
117,8.793087773538627,348.0,20230103,19,9
118,24.163525244888664,3033.0,20230103,23,10
119,24.12967761848326,2986.0,20230103,24,9
120,7.701311874797379,928.0,20230103,24,38
121,24.85819349428363,727.0,20230103,28,8
122,16.438027688370294,1461.0,20230103,28,15
123,10.968521213936826,780.0,20230103,28,23
124,7.377137607796754,754.0,20230103,28,30
125,7.014317234976657,1192.0,20230103,29,12
126,7.496551794735916,435.0,20230103,29,30
127,7.301907488773484,1838.0,20230103,31,33
128,15.406425550241673,2225.0,20230103,32,11
129,9.917425232876642,1096.0,20230103,32,27
130,7.025280597330102,916.0,20230103,32,29
131,13.069588861168066,687.0,20230104,1,40
132,8.750354149172347,1074.0,20230104,2,12
133,44.16445830910012,9896.0,20230104,3,5
134,15.249613771924162,3856.0,20230104,5,8
135,3.6401364967150607,223.0,20230104,5,43
136,14.466581668267754,737.0,20230104,6,7
137,3.2457718089238483,700.0,20230104,6,31
138,7.7657282450651435,1465.0,20230104,7,11
139,4.764437661254257,227.0,20230104,8,19
140,3.2952062640869277,184.0,20230104,8,29
141,2.5037902460228687,424.0,20230104,8,44
142,2.714194317602252,670.0,20230104,9,37
143,1.7901805442019942,392.0,20230104,9,41
144,2.264128242708746,65.0,20230104,11,38
145,3.076953533826365,522.0,20230104,12,28
146,2.3791326952418386,146.0,20230104,12,29
147,1.7936103520729683,165.0,20230104,12,39
148,11.438061458139465,404.0,20230104,13,5
149,2.902211055482536,657.0,20230104,16,19
150,5.63833640670482,1344.0,20230104,17,9
151,1.8643313183943673,67.0,20230104,18,33
152,2.442433996998994,178.0,20230104,19,27
153,237.24460990892547,60727.0,20230104,21,1
154,3.033376018308048,684.0,20230104,21,41
155,5.351101541369688,1212.0,20230104,22,30
156,13.078713146510072,1193.0,20230104,23,11
157,10.181271109734116,921.0,20230104,24,15
158,6.748188079238795,550.0,20230104,24,25
159,10.578932871550736,1220.0,20230104,25,17
160,14.890988386853255,2178.0,20230104,26,7
161,5.5405025792408225,37.0,20230104,26,28
162,1.0965134519250919,96.0,20230104,26,42
163,0.9142136146704707,83.0,20230104,26,48
164,3.5009501639477167,264.0,20230104,28,43
165,2.434319055627215,132.0,20230104,28,47
166,5.944000907321385,507.0,20230104,29,28
167,2.8973215780484187,701.0,20230104,29,41
168,31.043943839326122,4364.0,20230104,31,3
169,2.7525301723336453,599.0,20230104,31,41
170,13.441427251576298,3400.0,20230104,32,8
171,1.0609338105709856,230.0,20230104,32,42
172,122.22072882906046,25812.0,20230105,2,5
173,3.0334934172658237,304.0,20230105,5,39
174,2.2659163396327124,100.0,20230105,7,40
175,2.8195613672618016,332.0,20230105,8,29
176,12.084645046927204,1747.0,20230105,10,4
177,6.27406568143115,1541.0,20230105,10,9
178,2.1326509842950983,178.0,20230105,10,35
179,1.272686700339452,239.0,20230105,10,46
180,1.934815759844578,429.0,20230105,11,37
181,1.8330907301780786,254.0,20230105,12,12
182,1.5467956813797585,25.0,20230105,12,44
183,2.3174524432071784,589.0,20230105,14,21
184,1.4466037999477859,72.0,20230105,14,39
185,2.483007475080482,294.0,20230105,16,20
186,9.665182917035551,1205.0,20230105,17,3
187,3.3593308481433244,721.0,20230105,17,16
188,1.3330697465156867,211.0,20230105,19,12
189,1.7879574902808937,147.0,20230105,19,21
190,2.1041466932302195,328.0,20230105,19,25
191,25.384948559013484,1311.0,20230105,20,1
192,7.368820118381911,950.0,20230105,20,6
193,3.071636231328264,651.0,20230105,20,16
194,2.1270838359110535,356.0,20230105,20,19
195,3.940303301550719,93.0,20230105,21,38
196,10.433688393596883,1780.0,20230105,22,11
197,6.878263039047285,1404.0,20230105,22,20
198,6.807730172643187,191.0,20230105,22,23
199,1.0153141609058014,166.0,20230105,22,48
200,31.883516896372484,3998.0,20230105,23,4
201,4.595069622062566,845.0,20230105,23,12
202,10.440536918951826,101.0,20230105,23,18
203,188.18156439396557,4185.0,20230105,24,1
204,9.394100868300214,433.0,20230105,24,14
205,1.8351209741336483,225.0,20230105,24,22
206,4.041137080678575,819.0,20230105,28,34
207,3.784582985967638,502.0,20230105,29,30
208,2.9408744984604365,738.0,20230105,29,40
209,5.40119753967488,1326.0,20230105,31,20
210,1.1379321128090094,273.0,20230105,31,32
211,3.6436621240338822,627.0,20230105,31,36
212,7.405158873791938,1813.0,20230105,32,16
213,7.325639609929511,509.0,20230105,32,17
214,6.38863147525888,787.0,20230106,1,31
215,2.4516135389309937,543.0,20230106,2,47
216,2.7702726446940167,280.0,20230106,4,29
217,2.8236093532038176,612.0,20230106,4,35
218,4.833826431421907,627.0,20230106,5,11
219,2.3017308585210405,129.0,20230106,5,34
220,2.106769624397166,427.0,20230106,5,37
221,6.326035461375052,355.0,20230106,6,8
222,4.663355081954334,420.0,20230106,6,10
223,1.482254542142961,337.0,20230106,6,44
224,82.97433954363477,17870.0,20230106,8,1
225,1.9245266750813113,184.0,20230106,9,19
226,1.3899417279035904,216.0,20230106,9,34
227,2.3450601840577794,272.0,20230106,10,18
228,0.8641046516168626,113.0,20230106,10,39
229,9.894380484653755,1439.0,20230106,12,2
230,1.5789018979057332,326.0,20230106,12,24
231,0.8632166825853776,179.0,20230106,12,43
232,2.354643766757607,384.0,20230106,13,14
233,0.788223943723531,76.0,20230106,13,43
234,2.19469210352895,398.0,20230106,14,16
235,0.7188124993178788,77.0,20230106,14,45
236,0.22431596181539254,32.0,20230106,14,48
237,0.2540317258684531,41.0,20230106,15,42
238,1.3372345917554387,86.0,20230106,16,25
239,1.8119927745711728,356.0,20230106,18,18
240,4.062076823858475,990.0,20230106,19,6
241,2.4164963967273767,474.0,20230106,20,9
242,6.026670525126968,145.0,20230106,22,14
243,2.6062667592475286,569.0,20230106,22,29
244,2.508195337863592,549.0,20230106,22,30
245,2.919084499329329,249.0,20230106,23,34
246,2.2254398058365146,459.0,20230106,24,29
247,1.6909516529182882,189.0,20230106,24,44
248,2.1617276965746526,276.0,20230106,25,12
249,2.3103465527163283,469.0,20230106,25,30
250,1.6416889532335592,216.0,20230106,25,45
251,4.108299905083854,365.0,20230106,26,18
252,2.046666830783801,269.0,20230106,26,35
253,284.56269686689143,8965.0,20230106,27,1
254,5.067714398079551,93.0,20230106,28,10
255,2.9926529594768922,281.0,20230106,28,27
256,6.45960750326125,853.0,20230106,29,9
257,2.786102122850834,357.0,20230106,29,28
258,1.6800548298999307,188.0,20230106,29,31
259,4.561784403233964,425.0,20230106,30,16
260,35.546654079509814,5443.0,20230106,31,2
261,1.5304921136828282,203.0,20230106,31,40
262,0.8776218826306273,174.0,20230106,32,22
263,0.49728625347200467,10.0,20230106,32,42
264,40.15525955040451,7654.0,20230107,1,26
265,3.2936369813600663,182.0,20230107,2,42
266,41.20573692773477,7798.0,20230107,4,5
267,2.3837414489165516,384.0,20230107,4,32
268,2.4894690152122467,391.0,20230107,6,22
269,5.51110468869842,309.0,20230107,6,29
270,5.61721127893281,579.0,20230107,6,35
271,6.093610544466765,968.0,20230107,7,26
272,4.305403531912406,89.0,20230107,8,33
273,6.688265488067784,1282.0,20230107,10,17
274,18.093477405510097,1277.0,20230107,11,4
275,4.529548115040618,648.0,20230107,11,19
276,6.50718908942373,1603.0,20230107,12,17
277,4.15936355265744,815.0,20230107,13,19
278,3.386279169886581,809.0,20230107,15,21
279,2.6833458820723646,445.0,20230107,15,38
280,5.490029894558714,428.0,20230107,16,17
281,14.957551426710758,3609.0,20230107,17,3
282,2.3829424259002607,494.0,20230107,17,38
283,0.6373178192893055,137.0,20230107,17,42
284,1.7272149442035347,69.0,20230107,19,39
285,1.7734540724351486,276.0,20230107,19,43
286,7.913755458364542,1624.0,20230107,20,7
287,7.382953972655276,278.0,20230107,20,8
288,1.5569054110503222,195.0,20230107,20,45
289,1.3848087739905701,290.0,20230107,20,46
290,31.915224857770415,4447.0,20230107,21,6
291,13.036247674873634,1073.0,20230107,21,18
292,2.8782173103557804,576.0,20230107,21,22
293,1.9407113298607443,133.0,20230107,21,32
294,25.59332495370011,3551.0,20230107,22,7
295,151.52873823924452,31551.0,20230107,23,2
296,11.41708689360648,1443.0,20230107,23,20
297,10.21359062015253,1350.0,20230107,23,28
298,4.803524283087416,1012.0,20230107,23,46
299,5.661264039775145,1319.0,20230107,24,12
300,6.482313907691751,58.0,20230107,25,37
301,3.650399642324048,401.0,20230107,25,47
302,12.641950974660823,2613.0,20230107,27,17
303,4.7377453024300715,1152.0,20230107,27,43
304,28.96034611192888,4678.0,20230107,31,6
305,4.509101928585009,688.0,20230107,31,31
306,4.393156700760195,901.0,20230107,31,44
307,4.280547155719132,649.0,20230107,32,31
308,91.17837170988439,16187.0,20230108,1,8
309,5.397949469956018,296.0,20230108,1,43
310,2.8170769483688294,691.0,20230108,3,30
311,11.812221577668067,2376.0,20230108,4,6
312,10.837166017690175,699.0,20230108,5,4
313,1.8763744772853324,428.0,20230108,5,29
314,1.8057682312504701,188.0,20230108,5,30
315,1.241866982308243,213.0,20230108,6,40
316,3.3776904953753126,350.0,20230108,7,10
317,1.3522387620488885,272.0,20230108,7,38
318,7.898397132782568,1091.0,20230108,8,3
319,0.3365383205406666,71.0,20230108,8,42
320,0.34511751033638055,87.0,20230108,9,32
321,2.3324622302555764,127.0,20230108,10,10
322,4.728285528653662,962.0,20230108,11,6
323,1.949784843464203,456.0,20230108,11,17
324,2.5992298073251163,239.0,20230108,13,9
325,0.38164152922838884,88.0,20230108,15,22
326,0.4310814716718198,28.0,20230108,16,47
327,3.776317024685001,444.0,20230108,18,6
328,1.0715576595417708,104.0,20230108,18,25
329,0.2296315087113624,42.0,20230108,18,32
330,0.40578932691119685,29.0,20230108,18,47
331,0.7208985011471634,52.0,20230108,19,34
332,1.6399571235292472,293.0,20230108,20,10
333,0.8285374153547166,57.0,20230108,20,21
334,285.9618171175807,26020.0,20230108,21,1
335,6.673714476159391,869.0,20230108,21,7
336,6.226086598626153,1010.0,20230108,21,8
337,1.4588355055763573,239.0,20230108,21,44
338,11.681255051230448,989.0,20230108,22,5
339,3.174594288861779,261.0,20230108,22,23
340,5.10288707806833,987.0,20230108,23,15
341,2.873970521311823,95.0,20230108,23,21
342,1.9532846070240708,37.0,20230108,25,37
343,5.941667824336153,285.0,20230108,26,7
344,5.1255810345223205,934.0,20230108,26,9
345,1.1626374020543104,139.0,20230108,27,41
346,11.755597752080511,1374.0,20230108,28,5
347,4.6099341668311205,153.0,20230108,28,13
348,1.8844710897007781,381.0,20230108,28,34
349,1.760009232501722,192.0,20230108,28,36
350,2.5887892582977323,307.0,20230108,29,27
351,6.0313063401470135,674.0,20230108,30,8
352,1.8956987115839523,114.0,20230108,30,35
353,1.719011213486989,350.0,20230108,31,33
354,55.938618590607405,12801.0,20230109,1,15
355,31.093090755100427,7267.0,20230109,1,26
356,18.659983070575684,2226.0,20230109,1,31
357,2.839106276426209,27.0,20230109,2,48
358,34.91158640828049,6164.0,20230109,3,7
359,19.304902737236233,2744.0,20230109,5,9
360,32.908422865829124,2955.0,20230109,6,4
361,1.7354666985493428,442.0,20230109,6,32
362,3.7808917540013254,965.0,20230109,7,31
363,3.683671428814264,355.0,20230109,7,44
364,20.46926560672822,1410.0,20230109,9,5
365,7.102908926369065,528.0,20230109,11,11
366,3.9337875696781235,849.0,20230109,12,21
367,17.1777487323405,4185.0,20230109,13,4
368,6.877468671512792,1585.0,20230109,13,14
369,3.8465582083377634,87.0,20230109,13,28
370,3.5010229520123426,65.0,20230109,15,21
371,2.167830101255157,406.0,20230109,15,40
372,5.622359442070811,587.0,20230109,16,18
373,22.840886865580657,3085.0,20230109,17,2
374,7.7192046825550005,140.0,20230109,17,9
375,5.64546084516879,369.0,20230109,17,11
376,5.317243790989489,29.0,20230109,17,17
377,3.721691045857142,284.0,20230109,17,20
378,3.658901142632162,648.0,20230109,17,25
379,7.756649284170915,177.0,20230109,18,9
380,20.884782959309803,1706.0,20230109,20,2
381,4.96634804358085,987.0,20230109,21,39
382,7.612411796376525,534.0,20230109,22,29
383,7.275896021140022,802.0,20230109,22,37
384,9.3982783812222,499.0,20230109,24,19
385,5.069299578556662,539.0,20230109,24,31
386,6.787673801384453,362.0,20230109,24,34
387,21.025649388217115,2572.0,20230109,25,9
388,20.386613886142243,993.0,20230109,26,7
389,5.719994760209474,799.0,20230109,26,36
390,4.421584183802345,1105.0,20230109,26,39
391,4.808130556307774,540.0,20230109,27,44
392,4.7930007983916525,872.0,20230109,28,43
393,8.292878295513999,1700.0,20230109,30,26
394,34.52468812644942,5512.0,20230109,31,4
395,8.438569168414604,817.0,20230109,31,27
396,5.109861590978794,1173.0,20230109,32,12
397,11.848326309409563,356.0,20230109,32,16
398,7.374356578828711,995.0,20230109,32,26
399,26.266290683439063,4888.0,20230110,2,20
400,9.778993993647576,985.0,20230110,2,47
401,8.330558498328546,928.0,20230110,4,39
402,13.675074289890528,1350.0,20230110,7,17
403,2.7829858700035484,64.0,20230110,8,22
404,8.697174761361808,999.0,20230110,8,27
405,6.0085559060056895,1460.0,20230110,8,36
406,6.899512485845843,1028.0,20230110,9,26
407,9.443314691142103,803.0,20230110,10,17
408,10.228109666151143,1311.0,20230110,11,14
409,9.485082349499502,1118.0,20230110,11,15
410,13.337989446775913,985.0,20230110,12,9
411,9.754774004790928,1579.0,20230110,12,11
412,1.1385341792893517,72.0,20230110,12,42
413,5.9363550503493725,80.0,20230110,14,24
414,4.007428302505943,694.0,20230110,14,37
415,3.809829526416535,37.0,20230110,15,30
416,18.797611617517074,225.0,20230110,16,6
417,5.426119132099855,533.0,20230110,16,19
418,3.82509634493683,239.0,20230110,16,35
419,2.9049808626132063,76.0,20230110,16,43
420,2.8515147269516694,669.0,20230110,16,44
421,2.72134084689373,568.0,20230110,17,43
422,12.279429201004513,2294.0,20230110,18,7
423,5.10717425159165,164.0,20230110,18,20
424,0.6903172163255167,48.0,20230110,19,48
425,7.433195118219478,1198.0,20230110,20,14
426,8.10755176395358,1295.0,20230110,22,31
427,10.257532876998498,803.0,20230110,22,33
428,25.783728354350536,215.0,20230110,23,14
429,14.49000310303567,1636.0,20230110,23,26
430,53.32483723857361,8643.0,20230110,24,3
431,28.786057670748754,7034.0,20230110,24,8
432,12.384517143960124,1074.0,20230110,25,28
433,20.46040227049188,3532.0,20230110,26,13
434,25.912603179265705,4299.0,20230110,27,9
435,19.982888134353683,632.0,20230110,27,14
436,17.655396866811216,3080.0,20230110,28,16
437,12.018568861788253,3023.0,20230110,28,25
438,8.343440052123503,712.0,20230110,28,33
439,17.941185877946147,4372.0,20230110,29,16
440,12.130318019394448,387.0,20230110,29,27
441,2.654410767584164,350.0,20230110,30,32
442,4.690695822922637,496.0,20230110,30,47
443,16.994944939493482,4112.0,20230110,32,11
444,7.416621410614445,250.0,20230110,32,38
445,45.37520553593096,10776.0,20230111,1,25
446,8.203285506991906,1343.0,20230111,4,44
447,7.38292958502722,827.0,20230111,4,45
448,19.420677332791314,4383.0,20230111,6,13
449,19.396505092145915,1266.0,20230111,7,9
450,7.822257157743982,1426.0,20230111,8,26
451,27.3117059220048,6867.0,20230111,9,5
452,10.613092560760858,2061.0,20230111,9,18
453,6.741029245897208,1102.0,20230111,9,26
454,4.958029149797078,1114.0,20230111,9,37
455,1.1069950047066905,92.0,20230111,9,48
456,6.324485461205189,1608.0,20230111,10,24
457,24.959783120048684,2319.0,20230111,11,4
458,6.100702648369415,32.0,20230111,11,27
459,4.135891727953222,279.0,20230111,11,38
460,6.283705875306047,791.0,20230111,12,19
461,0.8468712670034123,83.0,20230111,13,48
462,3.0164737843706533,712.0,20230111,15,31
463,3.5090749935171774,903.0,20230111,16,38
464,0.7330077173606907,116.0,20230111,17,48
465,8.816907744378813,1215.0,20230111,18,13
466,6.930968576448052,1112.0,20230111,19,11
467,46.278390205509524,8814.0,20230111,21,5
468,18.352215495655706,3865.0,20230111,21,16
469,35.30575277755875,8874.0,20230111,22,7
470,10.60646204783321,412.0,20230111,22,34
471,7.595734740180098,655.0,20230111,22,40
472,2.7884445585376567,522.0,20230111,23,42
473,8.942291502394585,1254.0,20230111,25,37
474,12.206372286649106,1040.0,20230111,27,20
475,8.816763301265219,2119.0,20230111,27,34
476,5.208242274659325,147.0,20230111,28,41
477,6.27749550888529,142.0,20230111,28,44
478,111.83337130716885,2697.0,20230111,29,3
479,11.886747862309125,1867.0,20230111,29,24
480,8.395464573670575,611.0,20230111,29,29
481,6.469725441502447,1570.0,20230111,30,44
482,45.541552967579406,5198.0,20230112,1,13
483,15.9056492827781,2619.0,20230112,1,30
484,13.28575834394235,1731.0,20230112,2,20
485,7.244710117064784,408.0,20230112,3,34
486,3.5234847064271753,26.0,20230112,4,41
487,105.06184388484809,8918.0,20230112,5,1
488,2.704994740474646,18.0,20230112,5,46
489,2.6914942731042215,300.0,20230112,6,45
490,4.84195728270761,576.0,20230112,7,19
491,3.204914679952736,490.0,20230112,7,38
492,10.105427961248386,1664.0,20230112,8,8
493,7.205914818542156,239.0,20230112,8,14
494,0.949152430801792,148.0,20230112,8,32
495,2.7929125851198138,465.0,20230112,10,21
496,1.5814043002190585,209.0,20230112,10,45
497,4.906396122598541,931.0,20230112,11,11
498,2.702060442961286,577.0,20230112,11,21
499,3.252712905082398,748.0,20230112,12,20
500,2.90983841386044,627.0,20230112,12,28
501,2.993811229969021,659.0,20230112,14,27
502,11.565032674101987,2677.0,20230112,15,4
503,0.6098964133094251,150.0,20230112,15,32
504,1.4310582749188543,199.0,20230112,16,39
505,2.5102837073111806,435.0,20230112,17,27
506,1.8569031374783984,114.0,20230112,17,34
507,1.7342620344164195,392.0,20230112,17,36
508,4.271497730810719,854.0,20230112,18,10
509,2.3654547461735644,154.0,20230112,19,20
510,1.6144232217776582,381.0,20230112,19,33
511,0.4187960593862971,45.0,20230112,19,42
512,2.310968584372034,226.0,20230112,20,25
513,1.2159213975387388,79.0,20230112,20,40
514,6.350666423774294,302.0,20230112,22,21
515,5.025888462968122,1000.0,20230112,22,37
516,39.628160101888476,9196.0,20230112,23,6
517,4.217699995192758,988.0,20230112,23,40
518,1.2035815752941375,50.0,20230112,23,48
519,15.607101645352296,1305.0,20230112,24,7
520,9.628307171798724,884.0,20230112,24,15
521,0.9581784928610851,31.0,20230112,24,48
522,25.50165528051364,5679.0,20230112,25,5
523,6.884206662383328,1339.0,20230112,25,25
524,6.294275595806964,1380.0,20230112,25,26
525,13.137689541414248,1102.0,20230112,26,8
526,9.684692990129951,262.0,20230112,26,10
527,8.288804765144903,150.0,20230112,26,18
528,1.8300497161604294,340.0,20230112,26,22
529,14.174620692932677,3609.0,20230112,27,8
530,4.4552222469483675,981.0,20230112,27,35
531,8.930280223645914,1843.0,20230112,28,16
532,9.53153274052162,1022.0,20230112,29,11
533,6.177518008149034,867.0,20230112,29,25
534,3.276679514915888,839.0,20230112,29,39
535,9.018771726644719,1838.0,20230112,30,18
536,1.9912159962876539,30.0,20230112,30,22
537,1.1282812817740202,156.0,20230112,30,42
538,21.740217219472097,3405.0,20230112,31,5
539,9.055201761395004,757.0,20230112,31,11
540,3.2202427694235385,221.0,20230112,31,31
541,5.667586985545043,942.0,20230112,32,19
542,3.0342554834089195,37.0,20230112,32,43
543,17.73396444338144,854.0,20230113,1,38
544,11.681574325564103,1729.0,20230113,1,41
545,33.412098007399656,6323.0,20230113,2,8
546,14.742877670518384,3351.0,20230113,2,23
547,61.66754489090782,10585.0,20230113,3,4
548,17.986648763257076,2679.0,20230113,3,14
549,16.066343839514538,2306.0,20230113,3,17
550,4.731245524725348,1195.0,20230113,3,46
551,6.266494225725194,1534.0,20230113,4,29
552,7.13440327125522,419.0,20230113,5,23
553,3.859561480629954,127.0,20230113,5,43
554,3.4096610299194277,753.0,20230113,5,45
555,3.326741209150976,52.0,20230113,6,39
556,11.258373186086573,2880.0,20230113,7,9
557,7.839321709342433,1319.0,20230113,7,16
558,5.428044520217063,748.0,20230113,7,20
559,4.855864294814591,151.0,20230113,7,28
560,3.1460762772667947,113.0,20230113,8,12
561,3.343701207824716,575.0,20230113,8,38
562,15.081322012775818,2522.0,20230113,9,6
563,23.004394903621442,156.0,20230113,10,2
564,3.7483330236701438,210.0,20230113,10,20
565,3.330028039591437,623.0,20230113,13,20
566,14.283447108238944,1436.0,20230113,14,3
567,21.678127398044683,1123.0,20230113,15,2
568,0.574632372865774,61.0,20230113,15,42
569,1.659773930492775,12.0,20230113,16,31
570,17.68934223776468,1173.0,20230113,17,2
571,0.6072469352550175,122.0,20230113,17,32
572,1.0730858605112141,51.0,20230113,17,47
573,0.9049603879911575,200.0,20230113,18,22
574,2.8364806331127603,83.0,20230113,18,24
575,2.8281130462436885,20.0,20230113,18,27
576,16.276448500741346,3736.0,20230113,19,2
577,4.022963436144385,641.0,20230113,19,11
578,4.90985795854949,774.0,20230113,21,30
579,4.882598351025549,371.0,20230113,21,38
580,7.120191280399117,794.0,20230113,22,21
581,8.952934594845406,153.0,20230113,23,24
582,17.49825004688197,2755.0,20230113,24,7
583,1.1626105465720227,237.0,20230113,26,42
584,15.89219208285898,1841.0,20230113,27,8
585,4.779547741864592,1200.0,20230113,27,36
586,15.55060888188769,140.0,20230113,28,8
587,6.86160816351531,1696.0,20230113,28,23
588,6.76952953568681,679.0,20230113,28,27
589,3.5861147120198305,56.0,20230113,28,40
590,29.27307916517829,1055.0,20230113,29,3
591,12.448121989825777,3025.0,20230113,29,13
592,6.972677443160483,1381.0,20230113,29,23
593,3.6737223078551837,684.0,20230113,29,39
594,2.6600955284662744,48.0,20230113,30,47
595,4.629480682961458,1184.0,20230113,31,29
596,1.4100603512916565,306.0,20230113,31,32
597,4.43054181198432,305.0,20230113,31,38
598,15.84878361747436,460.0,20230114,1,27
599,6.667612503170734,272.0,20230114,1,43
600,29.21371723325903,2305.0,20230114,2,7
601,146.6827190194001,16144.0,20230114,3,2
602,2.1992853061616486,247.0,20230114,3,46
603,163.72436129527978,36085.0,20230114,4,1
604,2.803323525725697,554.0,20230114,4,30
605,1.0469576601324275,13.0,20230114,5,22
606,3.281552613862809,592.0,20230114,5,24
607,1.2931109054998375,124.0,20230114,6,41
608,0.44672209186922013,56.0,20230114,7,42
609,8.134884246072067,648.0,20230114,8,6
610,2.023402302742018,251.0,20230114,9,20
611,7.004455141519726,618.0,20230114,11,3
612,1.668420533805726,79.0,20230114,11,23
613,1.6572664195705062,365.0,20230114,11,25
614,1.1371820852405552,114.0,20230114,11,36
