QuestsKey,Bounty,DaysOnQuest,DateKey,GuildHallKey,QuestTypeKey,AdventurerKey
456,37.748236921643915,1.0,20240113,3,5,14
457,15.785611127500902,1.0,20240113,4,2,23
458,34.38827427596283,1.0,20240113,4,3,14
459,44.399250703975454,1.0,20240113,4,6,2
460,20.10960048459498,1.0,20240113,4,6,10
461,149.22217470811603,3.0,20240113,4,7,3
462,61.03898080511212,1.0,20240113,4,7,12
463,24.32175344350423,1.0,20240113,4,8,20
464,81.13664126155783,1.0,20240113,5,1,10
465,55.23247497875391,1.0,20240113,5,1,14
466,56.33658335919642,1.0,20240113,5,3,7
467,49.151578425309175,1.0,20240113,5,3,8
468,20.133100363260468,1.0,20240113,5,4,16
469,16.91136298987983,1.0,20240113,5,5,17
470,15.973659820385809,1.0,20240113,5,5,18
471,19.417319180556774,1.0,20240113,5,7,19
472,77.67606744653597,1.0,20240113,6,1,11
473,23.698753842814323,1.0,20240113,6,1,22
474,14.953151314875761,1.0,20240113,6,3,17
475,11.315912988575532,1.0,20240113,6,3,21
476,60.10476590126923,1.0,20240113,6,7,10
477,22.822099657216626,1.0,20240113,6,7,17
478,303.9493620493656,2.0,20240114,1,1,7
479,186.84785799909832,1.0,20240114,1,1,10
480,77.83595876884422,1.0,20240114,1,6,2
481,201.67515555193083,1.0,20240114,1,7,6
482,221.59704695166988,1.0,20240114,1,8,5
483,34.59070695096786,1.0,20240114,2,2,20
484,208.60205061107948,1.0,20240114,2,3,2
485,25.808927351311514,1.0,20240114,2,3,24
486,49.46415448056595,1.0,20240114,2,4,16
487,393.9216858614529,2.0,20240114,2,5,2
488,78.03481474409197,1.0,20240114,2,6,4
489,91.89995472401779,1.0,20240114,3,2,10
490,85.91438884346542,1.0,20240114,3,2,11
491,25.10376596798397,1.0,20240114,3,2,24
492,105.57165997952102,1.0,20240114,3,3,8
493,77.7445091171078,1.0,20240114,3,4,13
494,41.48422147744211,1.0,20240114,3,4,17
495,33.01321292758383,1.0,20240114,3,8,24
496,422.6373851728324,4.0,20240114,4,1,4
497,235.00501072131064,1.0,20240114,4,1,8
498,36.81638771592687,1.0,20240114,4,2,17
499,27.232280501373054,1.0,20240114,4,2,23
500,45.62466931947719,1.0,20240114,4,4,16
501,13.731258322748868,1.0,20240114,4,6,16
502,13.172637542442748,1.0,20240114,4,6,17
503,124.3451905041024,1.0,20240114,4,7,11
504,50.50391808123979,1.0,20240114,4,7,17
505,37.35664873530529,1.0,20240114,4,7,23
506,234.55863395977315,1.0,20240114,5,2,1
507,52.52444801481558,1.0,20240114,5,2,13
508,47.20875253641084,1.0,20240114,5,3,13
509,78.79768975388252,1.0,20240114,5,5,9
510,210.07937377012107,1.0,20240114,5,7,4
511,72.05189276771502,1.0,20240114,5,7,13
512,33.31854406040999,1.0,20240114,5,7,20
513,27.658938272263764,1.0,20240114,5,7,24
514,27.262549547710904,1.0,20240114,5,8,23
515,51.40812234538124,1.0,20240114,6,1,18
516,84.00771882141038,1.0,20240114,6,4,11
517,63.94433176499699,1.0,20240114,6,4,13
518,63.556568147701626,1.0,20240114,6,8,15
519,28.35211278751173,1.0,20240114,6,8,22
520,104.59857029667114,1.0,20240115,1,5,11
521,44.28528294641109,1.0,20240115,1,5,16
522,31.912735173897705,1.0,20240115,1,5,22
523,144.96277610614578,1.0,20240115,1,8,9
524,40.79460919607632,1.0,20240115,2,3,16
525,44.85930246827364,1.0,20240115,2,4,20
526,61.21826586042235,1.0,20240115,2,6,6
527,41.02882063995286,1.0,20240115,2,6,10
528,32.48183338969147,1.0,20240115,2,6,12
529,207.99787859608315,1.0,20240115,3,2,4
530,128.1322468514693,1.0,20240115,3,2,8
531,28.156387968641226,1.0,20240115,3,2,23
532,321.6916705104789,1.0,20240115,3,4,3
533,84.80898092562673,1.0,20240115,3,4,13
534,29.30916518278183,1.0,20240115,3,5,23
535,28.396870721917704,1.0,20240115,3,6,12
536,14.197218503733367,1.0,20240115,3,6,16
537,265.9239163675855,1.0,20240115,3,7,3
538,123.25000328224847,1.0,20240115,3,8,11
539,293.8341554354982,2.0,20240115,4,1,7
540,204.52796217225142,1.0,20240115,4,2,3
541,34.99182251462736,1.0,20240115,4,2,19
542,141.8468263969205,1.0,20240115,4,3,6
543,95.0665282132451,1.0,20240115,4,3,10
544,164.28015495342598,1.0,20240115,4,5,6
545,112.9151102972548,1.0,20240115,4,5,9
546,29.960542596099206,1.0,20240115,4,6,12
547,14.97898743465865,1.0,20240115,4,6,16
548,573.5429845311472,5.0,20240115,4,8,2
549,142.8279148402551,1.0,20240115,5,4,6
550,75.19024895652312,1.0,20240115,5,7,14
551,31.738588071436254,1.0,20240115,5,7,21
552,155.12190288216,1.0,20240115,5,8,7
553,51.45237709304827,1.0,20240115,6,1,20
554,98.02586949082418,1.0,20240115,6,4,10
555,27.531522429913238,1.0,20240115,6,4,23
556,83.17305636635449,2.0,20240115,6,6,1
557,18.863193038103226,1.0,20240115,6,6,15
558,11.202062680168373,1.0,20240115,6,6,17
559,144.56882996887614,1.0,20240115,6,7,8
560,40.56730415360855,1.0,20240115,6,7,18
561,1021.5665696990956,5.0,20240116,1,1,2
562,430.6388492733423,6.0,20240116,1,1,3
563,46.483604244216245,1.0,20240116,1,2,16
564,34.33456457628885,1.0,20240116,1,5,23
565,57.77925214066632,1.0,20240116,1,7,18
566,35.18956269270262,1.0,20240116,2,2,23
567,164.9716940629061,3.0,20240116,2,3,7
568,80.13437278119503,1.0,20240116,2,3,13
569,309.04149348084485,2.0,20240116,2,4,4
570,62.56334324952015,1.0,20240116,2,8,17
571,56.74002005451559,1.0,20240116,3,1,24
572,43.354938888917964,1.0,20240116,3,2,16
573,31.026826939130764,1.0,20240116,3,6,12
574,11.007162720626125,1.0,20240116,3,6,23
575,246.34386441385115,2.0,20240116,3,8,5
576,132.75947866736928,1.0,20240116,4,3,8
577,95.23826917210685,1.0,20240116,4,5,12
578,60.15430090313619,1.0,20240116,4,8,16
579,132.07789428853283,1.0,20240116,5,1,12
