DateKey,ItemKey,OpenPrice,ClosePrice,HighPrice,LowPrice,AvgPrice,Volume,ListingsCount
20230101,48,349.55,321.35,367.0,317.05,338.74,312,63
20230101,49,84.96,81.32,85.36,80.75,83.1,248,47
20230101,50,1046.12,901.88,1116.93,843.18,977.03,245,52
20230101,51,535.68,544.03,570.14,527.37,544.31,377,51
20230101,52,70.59,66.24,72.98,64.28,68.52,230,59
20230101,53,2329.35,2191.55,2440.0,2120.96,2270.46,222,47
20230101,54,14.58,13.57,15.17,13.1,14.11,182,44
20230101,55,14.97,14.79,15.01,14.52,14.82,342,35
20230101,56,177.44,156.16,181.24,148.98,165.95,241,55
20230101,57,56.68,54.34,57.12,50.22,54.59,209,60
20230101,58,2.02,1.9,2.05,1.87,1.96,301,59
20230101,59,26251.77,25534.54,26501.08,24780.86,25767.06,438,68
20230101,60,2305.13,2202.44,2307.79,2136.85,2238.05,229,58
20230101,61,546.22,554.9,572.64,527.81,550.39,304,34
20230101,62,36.15,33.78,36.54,32.78,34.81,244,52
20230101,63,1483.76,1396.83,1564.64,1311.52,1439.19,434,52
20230101,64,5643.93,5954.35,6120.74,5617.63,5834.16,345,42
20230101,65,6.84,6.18,6.88,5.92,6.45,262,61
20230101,66,6907.3,6599.78,7003.49,6458.7,6742.32,241,39
20230101,67,79.33,73.03,85.56,71.49,77.35,195,39
20230101,68,108.39,109.71,113.41,108.23,109.93,358,55
20230101,69,11849.53,12723.81,12916.87,11703.82,12298.51,329,47
20230101,70,2.71,2.84,2.9,2.53,2.75,408,73
20230101,71,5218.26,5598.63,5756.98,5025.14,5399.75,432,64
20230101,72,11399.96,11014.23,12271.37,10734.61,11355.04,188,37
20230101,73,25.09,26.18,26.39,25.07,25.68,367,49
20230101,74,4.33,3.82,4.46,3.75,4.09,259,46
20230101,75,5814.03,5901.18,5934.26,5625.72,5818.8,439,71
20230101,76,19.9,20.27,20.85,19.72,20.18,437,56
20230101,77,15534.32,16724.82,17319.05,15497.64,16268.96,414,63
20230101,78,7.96,7.42,8.2,7.29,7.72,267,44
20230101,79,146.77,141.42,149.03,140.53,144.44,272,56
20230101,80,106.0,101.97,107.64,97.23,103.21,146,26
20230101,81,17.7,17.69,18.38,16.99,17.69,228,53
20230101,82,127.08,120.42,128.94,120.18,124.15,285,59
20230101,83,25.89,25.53,26.72,23.89,25.51,293,79
20230101,84,10.36,9.17,10.58,8.92,9.76,305,58
20230101,85,83.37,80.3,86.19,79.82,82.42,287,58
20230101,86,23302.99,20078.21,23637.19,19597.04,21653.86,320,62
20230101,87,583.4,574.29,584.2,573.47,578.84,205,49
20230101,88,37.69,39.75,39.92,36.03,38.35,260,39
20230101,89,19.09,18.88,20.12,18.41,19.12,298,64
20230101,90,44.76,41.44,46.06,40.36,43.16,255,50
20230101,91,3094.74,2879.36,3096.83,2858.77,2982.42,137,37
20230101,92,18.79,19.22,19.57,18.55,19.03,448,53
20230101,93,70.65,76.69,79.28,69.66,74.07,426,54
20230101,94,946.87,966.47,1004.09,937.82,963.81,153,37
20230101,95,427.67,453.09,468.32,420.42,442.38,307,42
20230101,96,542.96,524.6,543.93,518.01,532.38,252,54
20230101,97,31.07,31.27,32.75,30.4,31.37,258,58
20230101,98,2019.89,2055.15,2063.42,1992.23,2032.67,397,58
20230101,99,49.76,46.64,50.37,46.28,48.26,204,32
20230101,100,40.71,41.63,42.7,40.59,41.41,444,54
20230101,101,18.07,16.51,18.22,16.39,17.3,272,59
20230101,102,12.55,11.87,13.03,11.48,12.23,232,41
20230101,103,1292.98,1174.35,1316.05,1140.53,1230.98,131,32
20230101,104,570.16,566.71,578.28,537.22,563.09,218,44
20230101,105,6958.56,7302.57,7475.68,6547.97,7071.2,405,67
20230101,106,143.8,156.0,156.48,140.27,149.14,397,54
20230101,107,130.13,125.25,130.55,121.12,126.76,238,32
20230101,108,341.84,377.31,398.92,335.6,363.42,196,29
20230101,109,709.36,631.37,716.88,616.55,668.54,254,43
20230101,110,897.62,812.36,920.89,809.12,860.0,283,47
20230101,111,2.06,1.91,2.11,1.9,1.99,295,75
20230101,112,14185.8,15320.65,15642.69,14034.13,14795.82,413,54
20230101,113,7.45,7.17,7.51,7.0,7.28,323,68
20230101,114,1030.39,1048.87,1055.16,1024.93,1039.84,367,49
20230101,115,3869.53,3564.78,4027.15,3560.8,3755.56,305,64
20230101,116,989.84,888.79,999.93,859.41,934.49,203,40
20230101,117,6.42,6.41,6.47,6.33,6.41,266,69
20230101,118,16.18,15.94,16.28,15.47,15.97,296,77
20230101,119,68.92,69.41,69.57,67.79,68.92,254,45
20230101,120,513.52,535.89,548.22,507.87,526.37,404,63
20230101,121,2135.68,1969.11,2230.03,1864.45,2049.82,410,71
20230101,122,12364.33,12091.16,12686.31,11656.85,12199.66,344,57
20230101,123,3.62,3.79,3.8,3.62,3.71,456,59
20230101,124,24.19,22.69,24.59,22.4,23.47,256,50
20230101,125,277.96,258.67,297.91,256.97,272.88,146,34
20230101,126,79661.7,72398.13,80884.49,70948.66,75973.25,297,68
20230101,127,174.03,185.45,192.26,168.38,180.03,206,32
20230101,128,235.34,228.56,236.71,223.76,231.09,155,26
20230101,129,13105.49,12751.6,13243.95,12175.47,12819.13,198,49
20230101,130,92.06,92.28,94.69,91.1,92.53,373,58
20230101,131,225.05,232.87,236.63,223.95,229.62,360,62
20230101,132,2869.17,2795.09,2940.62,2666.43,2817.83,324,53
20230101,133,71.91,68.15,75.22,66.89,70.54,259,43
20230101,134,1594.19,1357.98,1659.59,1331.41,1485.79,306,73
20230101,135,373.71,360.62,378.37,346.63,364.83,224,31
20230101,136,262.98,247.22,263.9,237.69,252.95,262,60
20230101,137,184.9,193.77,205.77,172.91,189.34,196,33
20230101,138,2.39,2.28,2.51,2.22,2.35,413,64
20230101,139,7345.11,7183.13,7419.02,6815.76,7190.75,442,62
20230101,140,176.37,182.78,186.76,167.07,178.25,343,55
20230101,141,30.79,31.52,31.73,29.83,30.97,233,53
20230101,142,66.34,63.76,67.44,60.84,64.59,264,54
20230101,143,8141.89,8596.01,8863.01,7979.48,8395.1,412,75
20230101,144,3.38,3.18,3.48,3.15,3.3,282,66
20230101,145,1370.25,1380.21,1384.89,1316.6,1362.99,346,51
20230101,146,23266.68,22248.44,24271.18,21395.81,22795.53,294,76
20230101,147,602.54,558.32,616.28,539.23,579.09,95,27
20230101,148,94.09,99.42,103.57,92.23,97.33,432,70
20230101,149,2.03,1.96,2.03,1.95,1.99,395,62
20230101,150,4.33,4.6,4.74,4.24,4.48,453,53
20230101,151,11.64,11.98,12.26,11.48,11.84,375,44
20230101,152,18.62,17.58,19.11,16.86,18.04,299,61
20230101,153,57985.63,55780.47,61777.59,55603.34,57786.76,363,45
20230101,154,1291.9,1277.04,1333.99,1257.14,1290.02,222,30
20230101,155,63.13,63.19,64.01,60.13,62.62,275,48
20230101,156,72.78,74.19,78.41,69.96,73.83,374,62
20230101,157,1786.9,1722.72,1832.24,1692.31,1758.54,289,55
20230101,158,32.2,29.55,33.16,29.34,31.06,327,55
20230101,159,16700.49,15895.3,17036.32,15506.33,16284.61,273,53
20230101,160,56.19,54.66,56.7,53.74,55.32,405,69
20230101,161,10.58,10.92,11.09,10.06,10.66,357,51
20230101,162,109.46,105.93,112.77,104.36,108.13,258,54
20230101,163,166.75,173.51,177.62,156.56,168.61,335,57
20230101,164,51.74,47.44,53.42,46.06,49.66,227,49
20230101,165,32.51,32.97,34.65,32.47,33.15,332,60
20230101,166,32.47,31.64,33.69,29.35,31.79,285,53
20230101,167,1.0,0.94,1.05,0.93,0.98,303,61
20230101,168,28.87,29.34,30.38,28.51,29.28,418,64
20230101,169,35.06,38.7,40.85,34.71,37.33,336,37
20230101,170,2835.24,2593.99,2979.49,2569.24,2744.49,41,11
20230101,171,46.89,50.21,51.85,44.75,48.43,429,69
20230101,172,36.72,36.04,36.97,35.32,36.26,348,38
20230101,173,25.56,25.03,25.81,24.87,25.32,191,42
20230101,174,84.75,83.16,85.02,80.68,83.4,198,38
20230101,175,5529.18,5156.15,5602.71,5024.53,5328.14,243,58
20230101,176,46.11,41.69,47.71,40.44,43.99,226,54
20230101,177,48.79,46.3,50.41,45.43,47.73,341,57
20230101,178,349.56,324.51,365.36,320.23,339.92,186,37
20230101,179,5.46,5.32,5.57,5.29,5.41,289,78
20230101,180,297.6,293.01,298.44,282.2,292.81,213,42
20230101,181,39734.57,40988.91,42922.21,39337.66,40745.84,455,58
20230101,182,21.27,19.01,23.01,18.84,20.53,180,47
20230101,183,24.92,25.38,25.84,23.62,24.94,439,63
20230101,184,9.95,9.77,10.41,9.54,9.92,413,64
20230101,185,1872.32,1778.39,1949.24,1773.84,1843.44,287,63
20230101,186,58588.82,54657.84,60321.41,53167.19,56683.82,312,48
20230101,187,1265.27,1145.49,1285.46,1102.17,1199.6,269,66
20230101,188,430.75,399.13,460.91,391.36,420.54,309,68
20230101,189,4.4,4.03,4.42,4.01,4.21,305,64
20230101,190,4.94,4.45,5.24,4.3,4.73,323,70
20230101,191,21.05,20.97,22.19,20.65,21.22,196,25
20230101,192,1915.64,1941.09,1972.12,1856.25,1921.27,194,24
20230101,193,23.07,21.68,24.16,20.91,22.45,336,51
20230101,194,19.48,19.53,19.56,19.16,19.43,411,60
20230101,195,3416.31,3380.57,3613.91,3366.01,3444.2,282,65
20230101,196,77.6,71.59,79.14,70.14,74.62,148,25
20230101,197,263.41,286.48,298.91,261.48,277.57,406,76
20230101,198,383.71,352.51,397.64,350.63,371.12,290,54
20230101,199,1280.99,1246.51,1282.24,1201.68,1252.85,140,31
20230101,200,86.61,92.6,96.73,86.15,90.52,215,32
20230102,1,66.56,62.48,68.56,62.13,64.93,273,36
20230102,2,64.39,60.25,68.92,58.46,63.01,141,35
20230102,3,245.25,233.79,249.62,225.34,238.5,147,53
20230102,4,9679.24,10039.34,10182.19,9456.42,9839.3,107,30
20230102,5,56.26,50.06,56.39,49.63,53.08,225,38
20230102,6,13.77,13.24,13.82,12.72,13.38,300,70
20230102,7,474.33,428.14,493.65,416.75,453.21,264,50
20230102,8,2.08,2.12,2.14,2.03,2.09,215,57
20230102,9,10328.21,8951.36,10500.07,8661.65,9610.32,296,69
20230102,10,29.15,28.36,29.28,28.18,28.74,93,24
20230102,11,37.95,33.57,40.29,32.99,36.2,237,62
20230102,12,482.28,448.72,491.28,428.96,462.81,124,18
20230102,13,1.54,1.54,1.55,1.5,1.53,238,57
20230102,14,65.72,61.67,65.81,56.59,62.45,245,47
20230102,15,8235.65,8029.41,8350.14,7811.66,8106.71,238,60
20230102,16,1.52,1.45,1.54,1.41,1.48,231,70
20230102,17,3955.62,3953.58,4016.08,3786.38,3927.92,210,65
20230102,18,210.42,200.11,210.49,197.99,204.75,157,52
20230102,19,4158.85,4329.93,4527.25,4102.92,4279.74,200,73
20230102,20,338.37,336.24,346.4,325.92,336.73,91,38
20230102,21,19.25,18.97,19.49,18.57,19.07,185,60
20230102,22,2144.82,2169.3,2225.85,2059.46,2149.86,192,59
20230102,23,729.88,720.72,730.07,717.54,724.56,144,34
20230102,24,70.12,65.04,70.85,64.24,67.56,217,53
20230102,25,82.39,72.35,83.02,70.59,77.09,138,25
20230102,26,54.13,51.87,57.56,50.24,53.45,233,46
20230102,27,36.31,33.43,39.63,33.02,35.6,315,53
20230102,28,14954.44,12782.2,15056.11,12624.25,13854.25,236,65
20230102,29,69.03,69.24,71.01,68.73,69.5,169,52
20230102,30,1598.12,1532.53,1676.72,1411.32,1554.67,143,54
20230102,31,203.66,194.91,208.68,194.12,200.34,138,45
20230102,32,214.47,203.47,220.42,198.88,209.31,197,47
20230102,33,44.61,46.71,47.21,42.67,45.3,183,51
20230102,34,18.83,17.05,19.26,16.75,17.97,218,62
20230102,35,69.73,61.73,70.68,60.87,65.75,235,56
20230102,36,89.71,83.22,92.18,83.2,87.08,176,31
20230102,37,12.62,12.44,12.92,11.81,12.45,229,43
20230102,38,172.57,175.67,178.76,170.65,174.41,171,58
20230102,39,104.45,99.4,104.82,95.5,101.04,232,52
20230102,40,27.56,29.44,29.5,26.61,28.28,135,44
20230102,41,8415.95,7938.26,8616.03,7897.09,8216.83,37,11
20230102,42,6134.26,5669.94,6272.18,5649.75,5931.53,301,54
20230102,43,4101.48,4145.74,4281.04,4091.99,4155.06,219,66
20230102,44,67.77,64.61,68.91,62.12,65.85,171,42
20230102,45,67.53,64.03,67.54,60.14,64.81,297,61
20230102,46,465.22,450.58,486.59,430.79,458.3,161,46
20230102,47,97.35,100.59,104.49,96.97,99.85,187,52
20230102,48,321.35,294.86,325.78,281.41,305.85,237,72
20230102,49,81.32,81.79,83.47,77.45,81.01,196,43
20230102,50,901.88,891.34,911.57,860.94,891.43,169,48
20230102,51,544.03,525.73,563.33,524.11,539.3,253,46
20230102,52,66.24,65.76,68.19,63.4,65.9,154,45
20230102,53,2191.55,2295.36,2522.98,2159.05,2292.23,141,57
20230102,54,13.57,13.81,14.09,13.18,13.66,157,35
20230102,55,14.79,13.57,14.95,13.51,14.21,236,67
20230102,56,156.16,162.41,162.42,148.88,157.47,175,49
20230102,57,54.34,55.68,55.76,52.53,54.58,177,47
20230102,58,1.9,1.93,1.97,1.87,1.92,206,68
20230102,59,25534.54,21192.49,26352.32,21039.92,23529.82,298,58
20230102,60,2202.44,2094.33,2258.86,2007.52,2140.79,176,43
20230102,61,554.9,541.34,584.35,534.7,553.82,200,48
20230102,62,33.78,31.81,34.92,30.53,32.76,176,53
20230102,63,1396.83,1346.8,1457.4,1327.06,1382.02,295,69
20230102,64,5954.35,5628.14,6177.72,5527.19,5821.85,216,45
20230102,65,6.18,5.98,6.55,5.81,6.13,205,68
20230102,66,6599.78,5996.03,6760.9,5967.83,6331.14,182,57
20230102,67,73.03,71.04,77.38,70.52,72.99,116,38
20230102,68,109.71,110.08,110.17,108.41,109.59,245,48
20230102,69,12723.81,11261.53,13184.83,10680.22,11962.6,250,49
20230102,70,2.84,2.53,2.92,2.52,2.7,321,69
20230102,71,5598.63,4927.33,5691.79,4855.96,5268.43,331,49
20230102,72,11014.23,11463.28,11800.16,10937.71,11303.85,171,43
20230102,73,26.18,23.82,26.41,23.33,24.94,225,51
20230102,74,3.82,3.72,3.84,3.64,3.76,147,52
20230102,75,5901.18,5764.46,6166.6,5384.33,5804.14,291,64
20230102,76,20.27,19.13,20.9,18.48,19.7,279,51
20230102,77,16724.82,14766.35,17200.74,14662.37,15838.57,306,60
20230102,78,7.42,7.0,7.51,6.93,7.22,213,51
20230102,79,141.42,146.93,147.39,140.06,143.95,202,65
20230102,80,101.97,101.13,105.83,99.21,102.04,109,39
20230102,81,17.69,16.34,18.38,16.09,17.12,166,51
20230102,82,120.42,110.54,123.02,109.21,115.8,188,68
20230102,83,25.53,24.06,26.43,23.3,24.83,217,65
20230102,84,9.17,8.68,9.57,8.22,8.91,214,62
20230102,85,80.3,67.45,81.61,66.45,73.95,202,45
20230102,86,20078.21,19204.37,20659.18,18816.39,19689.54,208,56
20230102,87,574.29,545.88,586.38,536.01,560.64,159,37
20230102,88,39.75,35.81,42.35,34.82,38.18,196,42
20230102,89,18.88,19.93,21.12,18.78,19.68,212,60
20230102,90,41.44,40.82,41.98,38.73,40.74,189,49
20230102,91,2879.36,2846.74,2980.88,2714.24,2855.31,115,19
20230102,92,19.22,18.08,19.39,17.66,18.59,295,52
20230102,93,76.69,69.61,79.61,69.09,73.75,269,62
20230102,94,966.47,965.17,989.55,941.43,965.65,107,29
20230102,95,453.09,420.8,465.59,419.0,439.62,196,27
20230102,96,524.6,522.27,545.22,495.61,521.93,194,67
20230102,97,31.27,34.23,35.31,31.07,32.97,203,46
20230102,98,2055.15,1966.32,2069.65,1954.31,2011.36,280,53
20230102,99,46.64,44.25,46.89,42.32,45.03,120,37
20230102,100,41.63,38.92,42.86,38.66,40.52,310,58
20230102,101,16.51,15.92,16.65,14.88,15.99,226,62
20230102,102,11.87,12.02,12.16,11.63,11.92,173,48
20230102,103,1174.35,1102.56,1227.71,1076.52,1145.29,102,28
20230102,104,566.71,533.82,583.01,498.19,545.43,141,39
20230102,105,7302.57,6805.28,7382.85,6668.28,7039.75,296,60
20230102,106,156.0,148.72,168.9,143.52,154.29,317,66
20230102,107,125.25,118.48,125.61,116.38,121.43,152,28
20230102,108,377.31,357.07,380.73,342.0,364.28,147,24
20230102,109,631.37,643.54,649.83,619.49,636.06,191,47
20230102,110,812.36,818.53,834.51,773.03,809.61,183,51
20230102,111,1.91,1.86,1.97,1.85,1.9,240,58
20230102,112,15320.65,14508.0,15356.14,14471.17,14913.99,317,62
20230102,113,7.17,7.41,7.59,6.99,7.29,192,67
20230102,114,1048.87,963.33,1059.34,947.6,1004.79,310,63
20230102,115,3564.78,3537.15,3649.29,3520.8,3568.0,228,73
20230102,116,888.79,952.82,955.59,876.43,918.41,129,54
20230102,117,6.41,6.31,6.49,6.02,6.31,215,56
20230102,118,15.94,15.79,16.49,15.08,15.82,226,52
20230102,119,69.41,69.68,70.16,66.67,68.98,162,57
20230102,120,535.89,490.57,559.23,465.56,512.81,302,65
20230102,121,1969.11,1757.84,1984.84,1751.01,1865.7,280,36
20230102,122,12091.16,11357.05,12390.62,10752.73,11647.89,247,58
20230102,123,3.79,3.48,4.03,3.39,3.67,306,65
20230102,124,22.69,24.36,24.43,22.13,23.4,169,45
20230102,125,258.67,266.36,267.95,254.36,261.83,95,30
20230102,126,72398.13,70452.9,74615.17,68583.01,71512.3,202,62
20230102,127,185.45,175.27,191.78,172.53,181.26,145,28
20230102,128,228.56,229.12,229.73,226.87,228.57,97,31
20230102,129,12751.6,13304.01,13754.25,12147.15,12989.25,133,40
20230102,130,92.28,83.15,93.87,82.18,87.87,255,43
20230102,131,232.87,215.88,236.61,214.59,224.99,255,38
20230102,132,2795.09,2571.59,2929.06,2514.41,2702.54,237,50
20230102,133,68.15,67.86,71.96,65.78,68.44,185,63
20230102,134,1357.98,1314.21,1369.09,1265.52,1326.7,196,60
20230102,135,360.62,342.11,373.2,337.96,353.47,159,28
20230102,136,247.22,250.22,252.86,246.13,249.11,177,53
20230102,137,193.77,199.3,207.59,192.01,198.17,144,49
20230102,138,2.28,2.11,2.33,2.11,2.21,298,71
20230102,139,7183.13,6514.93,7564.41,6180.15,6860.65,289,51
20230102,140,182.78,173.67,185.98,169.03,177.86,255,64
20230102,141,31.52,29.99,33.27,29.14,30.98,198,49
20230102,142,63.76,66.07,66.67,62.18,64.67,213,69
20230102,143,8596.01,8247.06,8948.74,8175.26,8491.77,270,56
20230102,144,3.18,3.33,3.39,3.15,3.26,195,65
20230102,145,1380.21,1292.74,1422.37,1275.05,1342.59,267,62
20230102,146,22248.44,21616.25,22915.02,20963.67,21935.85,202,54
20230102,147,558.32,558.99,564.19,558.27,559.94,73,26
20230102,148,99.42,92.73,104.8,92.46,97.35,331,59
20230102,149,1.96,1.76,1.98,1.69,1.85,291,47
20230102,150,4.6,4.46,4.67,4.21,4.49,285,55
20230102,151,11.98,11.29,12.14,11.28,11.67,266,50
20230102,152,17.58,16.81,18.29,15.98,17.17,211,51
20230102,153,55780.47,55966.78,56152.3,54739.17,55659.68,264,45
20230102,154,1277.04,1183.78,1368.23,1154.29,1245.84,124,29
20230102,155,63.19,59.51,64.93,58.51,61.54,222,58
20230102,156,74.19,65.9,75.58,62.3,69.49,228,46
20230102,157,1722.72,1813.18,1875.97,1664.8,1769.17,200,64
20230102,158,29.55,31.84,32.73,28.8,30.73,194,53
20230102,159,15895.3,16452.02,17150.05,15549.72,16261.77,212,61
20230102,160,54.66,53.48,56.21,50.43,53.69,306,53
20230102,161,10.92,10.56,11.2,9.91,10.65,288,38
20230102,162,105.93,107.34,111.42,104.73,107.35,180,53
20230102,163,173.51,161.71,176.27,160.93,168.1,280,58
20230102,164,47.44,48.46,48.65,46.12,47.66,165,46
20230102,165,32.97,31.32,33.37,29.47,31.78,262,41
20230102,166,31.64,30.34,33.17,29.29,31.11,190,64
20230102,167,0.94,0.97,0.97,0.92,0.95,231,66
20230102,168,29.34,28.71,29.65,28.22,28.98,279,54
20230102,169,38.7,35.14,40.02,32.83,36.67,235,70
20230102,170,2593.99,2554.17,2668.66,2528.64,2586.36,37,14
20230102,171,50.21,46.96,51.45,45.36,48.5,294,54
20230102,172,36.04,32.33,36.75,30.79,33.98,258,60
20230102,173,25.03,23.4,26.09,23.14,24.41,144,31
20230102,174,83.16,86.08,87.61,79.87,84.18,133,54
20230102,175,5156.15,5033.43,5347.22,5000.37,5134.29,183,45
20230102,176,41.69,41.73,42.13,40.21,41.44,183,46
20230102,177,46.3,41.68,47.7,40.85,44.13,262,72
20230102,178,324.51,341.13,345.2,311.14,330.5,111,33
20230102,179,5.32,5.45,5.62,5.23,5.4,217,60
20230102,180,293.01,267.68,301.56,259.01,280.32,151,31
20230102,181,40988.91,35833.85,41250.36,35229.41,38325.63,307,55
20230102,182,19.01,18.75,19.58,18.29,18.91,129,40
20230102,183,25.38,23.94,27.22,23.64,25.04,294,63
20230102,184,9.77,9.1,10.28,8.9,9.51,292,49
20230102,185,1778.39,1773.92,1847.35,1751.08,1787.68,203,69
20230102,186,54657.84,54907.18,56092.39,54250.71,54977.03,204,74
20230102,187,1145.49,1183.8,1235.88,1121.68,1171.71,204,58
20230102,188,399.13,397.0,401.56,371.28,392.24,194,68
20230102,189,4.03,4.1,4.13,3.9,4.04,207,55
20230102,190,4.45,4.26,4.47,4.2,4.34,174,56
20230102,191,20.97,22.83,23.15,20.23,21.8,147,46
20230102,192,1941.09,1766.47,1960.45,1689.83,1839.46,128,25
20230102,193,21.68,20.28,21.86,20.26,21.02,277,39
20230102,194,19.53,18.45,20.32,18.28,19.15,279,63
20230102,195,3380.57,3281.02,3382.0,3256.65,3325.06,211,73
20230102,196,71.59,71.4,71.68,71.19,71.47,96,39
20230102,197,286.48,262.48,293.38,257.6,274.99,275,68
20230102,198,352.51,337.68,358.35,335.18,345.93,214,55
20230102,199,1246.51,1255.87,1289.89,1210.06,1250.58,86,34
20230102,200,92.6,79.25,92.86,77.61,85.58,145,24
20230103,1,62.48,67.58,68.46,58.43,64.24,244,56
20230103,2,60.25,63.69,64.81,59.41,62.04,148,41
20230103,3,233.79,244.26,248.21,223.3,237.39,158,43
20230103,4,10039.34,9339.68,10458.42,9045.14,9720.65,106,33
20230103,5,50.06,49.21,54.39,47.2,50.21,214,34
20230103,6,13.24,14.1,14.26,13.03,13.66,315,58
20230103,7,428.14,507.69,509.62,413.28,464.68,250,47
20230103,8,2.12,2.3,2.37,2.08,2.22,208,57
20230103,9,8951.36,9586.3,9982.56,8750.62,9317.71,290,74
20230103,10,28.36,29.62,30.55,28.21,29.18,97,37
20230103,11,33.57,32.66,34.49,32.48,33.3,262,54
20230103,12,448.72,472.36,478.3,433.84,458.3,114,15
20230103,13,1.54,1.48,1.64,1.44,1.52,178,60
20230103,14,61.67,58.97,62.67,56.24,59.89,237,49
20230103,15,8029.41,7709.07,8377.79,7380.9,7874.29,214,56
20230103,16,1.45,1.54,1.59,1.42,1.5,220,65
20230103,17,3953.58,3973.97,4176.36,3892.45,3999.09,208,59
20230103,18,200.11,204.87,215.76,199.06,204.95,179,54
20230103,19,4329.93,4347.36,4430.72,4258.93,4341.73,186,60
20230103,20,336.24,324.98,344.92,316.61,330.69,113,25
20230103,21,18.97,18.75,19.09,18.06,18.72,224,52
20230103,22,2169.3,2126.46,2326.91,1984.74,2151.85,211,59
20230103,23,720.72,684.05,727.12,681.73,703.41,153,49
20230103,24,65.04,65.5,66.64,63.37,65.14,192,56
20230103,25,72.35,69.86,75.67,69.72,71.9,138,25
20230103,26,51.87,52.98,53.12,51.73,52.42,234,46
20230103,27,33.43,34.45,34.87,32.46,33.8,288,61
20230103,28,12782.2,12287.91,13007.11,11518.61,12398.96,236,46
20230103,29,69.24,68.65,69.92,68.62,69.11,172,52
20230103,30,1532.53,1648.16,1650.98,1506.15,1584.46,147,33
20230103,31,194.91,189.8,199.53,189.22,193.37,133,56
20230103,32,203.47,212.43,214.12,200.23,207.56,170,42
20230103,33,46.71,47.45,48.24,45.82,47.06,175,50
20230103,34,17.05,18.07,19.48,15.87,17.62,230,55
20230103,35,61.73,62.78,64.04,58.91,61.86,222,44
20230103,36,83.22,82.82,84.66,79.21,82.48,138,29
20230103,37,12.44,12.51,12.59,11.84,12.35,233,60
20230103,38,175.67,177.58,179.94,175.65,177.21,185,45
20230103,39,99.4,99.82,100.04,97.99,99.31,203,60
20230103,40,29.44,28.02,30.17,27.74,28.84,126,49
20230103,41,7938.26,8676.63,8841.09,7826.34,8320.58,32,10
20230103,42,5669.94,5883.69,6035.43,5592.28,5795.33,315,48
20230103,43,4145.74,3986.57,4329.17,3943.42,4101.22,204,66
