OrdersKey,Gold,Units,DateKey,PatronKey,WareKey
90,82.61995615689823,1.0,20240103,1,11
91,449.7383730869956,1.0,20240103,2,2
92,154.75859345568722,1.0,20240103,2,14
93,105.92424745173449,1.0,20240103,2,16
94,367.08408729603474,1.0,20240103,3,2
95,176.9851278509884,1.0,20240103,3,8
96,135.73004456699024,1.0,20240103,3,12
97,140.68774997188024,1.0,20240103,4,20
98,739.6362916998042,1.0,20240103,5,3
99,249.48218875330733,2.0,20240103,5,8
100,51.843570194010915,1.0,20240103,5,13
101,133.9612134370382,1.0,20240103,5,16
102,48.7661306273754,1.0,20240103,5,17
103,57.605504527824976,1.0,20240103,5,19
104,167.26426895864626,2.0,20240103,6,8
105,142.57198918592294,1.0,20240103,6,10
106,91.59504923668926,1.0,20240103,6,14
107,106.49078374021171,1.0,20240103,6,16
108,121.04355330274355,1.0,20240103,6,19
109,85.12412955673496,1.0,20240103,6,20
110,201.94465174221793,1.0,20240103,7,7
111,85.00858491066894,1.0,20240103,7,9
112,66.30484542264429,1.0,20240103,7,15
113,135.8283360338618,1.0,20240103,8,5
114,130.92749974733272,1.0,20240103,8,14
115,105.80730289380728,1.0,20240103,8,19
116,605.7480798351696,2.0,20240103,9,2
117,188.62704265001005,1.0,20240103,9,5
118,135.60680365245585,1.0,20240103,9,11
119,77.01654016849234,1.0,20240103,9,15
120,157.86923097299731,2.0,20240103,9,16
121,60.878313259811115,1.0,20240103,9,17
122,534.2908698837109,3.0,20240103,10,2
123,139.3850550866633,1.0,20240103,10,16
124,40.98471663173648,1.0,20240103,10,17
125,67.84734019626036,1.0,20240103,10,20
126,100.33162354153734,1.0,20240103,11,10
127,133.58208206629547,1.0,20240103,11,16
128,56.538066074007055,1.0,20240103,11,17
129,890.6790894859732,1.0,20240103,12,1
130,72.93670036330631,1.0,20240103,12,14
131,103.59771828435174,1.0,20240103,12,19
132,87.5467744548758,1.0,20240103,13,5
133,169.64842597178918,1.0,20240103,13,6
134,40.43406431977448,1.0,20240103,13,15
135,62.83801522998149,1.0,20240103,13,16
136,28.107212590507633,1.0,20240103,13,17
137,46.80446897955866,1.0,20240103,13,20
138,323.6482684202463,1.0,20240103,14,2
139,262.8690390587788,1.0,20240103,14,7
140,81.21496663001868,1.0,20240103,14,11
141,70.17972165647191,1.0,20240103,14,18
142,38.00497948472315,1.0,20240103,15,13
143,107.20491010533303,1.0,20240103,15,14
144,321.3642387229244,3.0,20240104,1,4
145,119.81331785431546,1.0,20240104,1,10
146,45.5965859809245,1.0,20240104,1,15
147,50.23201357240039,1.0,20240104,1,16
148,31.299254801841123,1.0,20240104,1,18
149,772.3130726914792,1.0,20240104,2,1
150,191.08992611604097,1.0,20240104,2,5
151,176.17310891525773,1.0,20240104,2,7
152,48.58214193392152,1.0,20240104,2,9
153,40.82493543854964,1.0,20240104,2,13
154,72.05696230971857,1.0,20240104,2,15
155,213.2442920997687,1.0,20240104,3,6
156,122.9028603657881,1.0,20240104,3,7
157,88.2578249862395,1.0,20240104,3,9
158,78.23416889350128,1.0,20240104,3,15
159,34.6353518338406,1.0,20240104,3,18
160,102.65544054558205,2.0,20240104,4,15
161,87.00310111429782,1.0,20240104,4,20
162,519.0038662460124,1.0,20240104,5,1
163,91.22514671064935,1.0,20240104,5,5
164,47.025638855896375,1.0,20240104,5,13
165,42.84973635539774,1.0,20240104,5,18
166,828.0763788616082,1.0,20240104,6,1
167,122.80437309397286,1.0,20240104,6,5
168,230.2290795808895,1.0,20240104,6,8
169,48.2809124759018,1.0,20240104,6,13
170,777.5974871430491,2.0,20240104,7,1
171,81.75257701721576,1.0,20240104,7,13
172,316.40547484569964,1.0,20240104,8,4
173,115.68910542623448,1.0,20240104,8,16
174,70.58566298088759,1.0,20240104,8,19
175,168.54292256707808,1.0,20240104,9,10
176,44.77531372852027,1.0,20240104,10,9
177,69.11314038386273,1.0,20240104,10,16
178,677.2609268730497,1.0,20240104,11,1
179,435.20286571452465,1.0,20240104,11,3
180,212.73458634012914,1.0,20240104,11,4
181,171.8650645898499,1.0,20240104,11,8
182,145.64181542674717,1.0,20240104,11,12
183,161.47746718744065,1.0,20240104,11,16
184,50.78078947031572,1.0,20240104,11,17
185,60.181799943343876,1.0,20240104,11,19
186,180.6230167203415,1.0,20240104,12,7
187,161.6618974050753,1.0,20240104,12,8
188,99.39067891926597,1.0,20240104,12,11
189,90.14852086148099,1.0,20240104,12,16
190,150.3903321392015,1.0,20240104,13,2
191,92.80444758627587,1.0,20240104,13,7
192,26.749576613061038,1.0,20240104,13,13
193,36.288264080669,1.0,20240104,13,18
194,61.42831366796462,1.0,20240104,14,15
195,73.33841682909552,1.0,20240104,15,5
196,112.99633909000289,1.0,20240104,15,7
197,104.67324251197893,1.0,20240105,1,5
198,242.5103440447083,1.0,20240105,2,6
199,75.99280453683797,1.0,20240105,2,14
200,308.8758797208636,1.0,20240105,3,1
201,83.44402538375921,1.0,20240105,3,5
202,68.63656105416956,1.0,20240105,3,9
203,93.42159463658608,1.0,20240105,3,10
204,617.4390563106786,1.0,20240105,4,1
205,293.41692738351657,1.0,20240105,4,2
206,107.06498154653745,1.0,20240105,4,5
207,225.29919063734795,1.0,20240105,4,6
208,101.22384817229349,1.0,20240105,4,9
209,101.47897538577043,1.0,20240105,4,12
210,29.106816035080428,1.0,20240105,4,13
211,53.61594364775509,1.0,20240105,4,14
212,50.30726366373641,1.0,20240105,4,17
213,111.36572600392714,1.0,20240105,5,7
214,46.075381867124825,1.0,20240105,5,9
215,549.4943009715455,3.0,20240105,6,1
216,506.5521711726766,2.0,20240105,6,3
217,381.15962900031053,1.0,20240105,6,4
218,244.986406588254,3.0,20240105,6,8
219,134.94696592294628,1.0,20240105,6,10
220,76.43513384720588,1.0,20240105,6,14
221,646.0053335405968,1.0,20240105,7,1
222,150.88398086311355,1.0,20240105,7,5
223,294.76649721747174,1.0,20240105,8,4
224,71.75443725453808,1.0,20240105,8,19
225,230.10615375783684,1.0,20240105,9,4
226,143.35053700066555,1.0,20240105,9,6
227,101.89630359711104,1.0,20240105,9,12
228,65.72700692419781,1.0,20240105,9,15
229,32.85489369035029,1.0,20240105,9,20
230,856.5448546633892,2.0,20240105,10,3
231,281.5971265567753,1.0,20240105,10,7
232,137.8468932632045,1.0,20240105,10,8
233,31.12617143411509,1.0,20240105,10,18
234,237.41270779472532,1.0,20240105,11,2
235,49.316869014494685,1.0,20240105,11,14
236,200.51472087993596,1.0,20240105,12,4
237,128.34632223694774,1.0,20240105,12,6
238,59.73826093467923,1.0,20240105,12,10
239,87.63925564026992,1.0,20240105,12,19
240,145.154773151633,1.0,20240105,13,2
241,135.66397058020974,1.0,20240105,13,6
242,192.69469359088848,1.0,20240105,14,2
243,120.0132377001706,1.0,20240105,14,7
244,108.72505409391852,1.0,20240105,14,12
245,53.997313677019775,1.0,20240105,15,14
246,376.94448007772223,1.0,20240106,1,2
247,73.4337492458324,1.0,20240106,1,15
248,93.57557698349372,1.0,20240106,1,20
249,541.5904896601867,1.0,20240106,2,3
250,377.38880262265207,1.0,20240106,3,2
251,430.1318466252137,5.0,20240106,3,8
252,67.62435480988638,1.0,20240106,3,17
253,185.655863646959,1.0,20240106,3,19
254,256.3857387531312,2.0,20240106,4,7
255,143.75796875571118,1.0,20240106,4,11
256,230.1618796381769,1.0,20240106,4,15
257,959.5723576389141,3.0,20240106,5,2
258,242.26847711328386,1.0,20240106,5,7
259,272.9376749582163,1.0,20240106,6,6
260,123.253641679027,1.0,20240106,6,10
261,231.0153561564685,1.0,20240106,7,5
262,103.2708586702023,1.0,20240106,7,15
263,150.96195655223374,2.0,20240106,7,16
264,228.2767717706312,1.0,20240106,8,12
265,104.86348178624965,1.0,20240106,8,13
266,193.64380044586287,1.0,20240106,8,16
267,71.44839939517641,1.0,20240106,8,17
268,185.65095447734487,1.0,20240106,9,12
269,41.502794031259405,1.0,20240106,9,13
270,169.2805041810172,1.0,20240106,9,16
271,279.67152519983944,1.0,20240106,10,5
272,68.88088616030367,1.0,20240106,10,9
273,291.3019876680512,2.0,20240106,10,10
274,41.25159380707411,1.0,20240106,10,17
275,345.6662381757134,1.0,20240106,11,8
276,611.9746249573196,1.0,20240106,12,3
277,357.3261887027513,1.0,20240106,12,4
278,304.94643251764074,1.0,20240106,12,8
279,57.0851572247814,1.0,20240106,12,13
280,255.61702118730472,1.0,20240106,13,4
281,84.58138188028832,1.0,20240106,13,9
282,115.58524376216046,1.0,20240106,13,12
283,26.655392494211796,1.0,20240106,13,18
284,126.17646261008926,1.0,20240106,14,10
285,81.3445988781869,1.0,20240106,14,15
286,137.23694403514648,1.0,20240106,14,19
287,131.3010185431481,1.0,20240106,15,10
288,784.1794159280101,1.0,20240107,1,3
289,103.89435378322084,1.0,20240107,1,13
290,828.0707725113788,8.0,20240107,2,1
291,257.40521618988544,1.0,20240107,2,8
292,172.9992737002239,1.0,20240107,2,12
293,94.4085002532309,1.0,20240107,2,16
294,188.55370894236538,1.0,20240107,3,12
295,182.15780387259335,1.0,20240107,4,5
296,96.81253337276931,1.0,20240107,4,11
297,48.97356573759835,1.0,20240107,4,17
298,172.32463442289725,2.0,20240107,5,7
299,82.76038337644852,1.0,20240107,5,9
300,371.3026143372363,2.0,20240107,5,12
301,108.64448096025285,1.0,20240107,5,20
302,166.57775826626457,1.0,20240107,6,5
303,118.64619512273062,1.0,20240107,6,6
304,134.0544886965986,1.0,20240107,6,7
305,342.2710752031411,1.0,20240107,7,6
306,196.62522629441258,1.0,20240107,7,7
307,125.98447816672311,1.0,20240107,7,16
308,79.20377666688972,1.0,20240107,7,19
309,239.69530338679934,1.0,20240107,8,4
310,371.3567174324472,2.0,20240107,8,7
311,171.25565332649109,1.0,20240107,8,14
312,72.16538733863855,1.0,20240107,8,16
313,457.77570792173594,2.0,20240107,9,3
314,161.15245197008466,1.0,20240107,9,8
315,103.4442936670433,1.0,20240107,9,16
316,69.91369635291507,1.0,20240107,9,20
317,86.94898154345063,1.0,20240107,10,12
318,128.95213228276438,1.0,20240107,10,14
319,27.762003450390534,1.0,20240107,10,17
320,773.5650096025711,1.0,20240107,11,1
321,181.78448300520847,1.0,20240107,11,5
322,138.49096844169708,1.0,20240107,11,10
323,148.1949177313014,1.0,20240107,11,12
324,103.85085820394458,1.0,20240107,11,14
325,325.77415304211223,1.0,20240107,13,3
326,64.43910887073275,1.0,20240107,13,11
327,77.45668662042097,1.0,20240107,13,16
328,20.384518934790023,1.0,20240107,14,18
329,673.0229696747151,2.0,20240107,15,1
330,68.76158870366906,1.0,20240107,15,9
331,49.20267020155441,1.0,20240107,15,14
332,160.2920542897809,1.0,20240108,1,5
333,78.14191014369423,1.0,20240108,1,17
334,322.24976598539985,2.0,20240108,2,6
335,337.6252672972381,1.0,20240108,2,7
336,39.36107004767553,1.0,20240108,2,18
337,224.48774420312688,1.0,20240108,3,6
338,186.37952329602984,1.0,20240108,3,7
339,71.49864926816802,1.0,20240108,3,9
340,285.63908002140556,1.0,20240108,3,10
341,33.34617875687269,1.0,20240108,3,18
342,120.55972979211367,1.0,20240108,4,5
343,38.83247139272118,1.0,20240108,4,17
344,166.8970567136111,1.0,20240108,5,5
345,205.72904640623233,1.0,20240108,5,7
346,71.40035450736063,1.0,20240108,5,19
347,66.2327625953802,1.0,20240108,5,20
348,404.4231979950741,1.0,20240108,6,8
349,81.72958391913404,1.0,20240108,6,9
350,184.29278267923556,1.0,20240108,7,10
351,72.96555013623424,1.0,20240108,7,13
352,80.97430682262434,1.0,20240108,7,15
353,309.67046146618435,1.0,20240108,8,4
354,120.38069531714645,1.0,20240108,8,13
355,104.63055215456028,1.0,20240108,8,19
356,228.65382776325384,1.0,20240108,9,4
357,88.66911980070992,1.0,20240108,9,9
358,144.8290610904472,1.0,20240108,9,11
359,137.28812805901075,1.0,20240108,9,16
360,85.79907953978335,1.0,20240108,9,20
361,147.2468025332059,1.0,20240108,10,10
362,49.9305375250408,1.0,20240108,10,17
363,1165.9495843796383,11.0,20240108,11,1
364,123.68997148358416,1.0,20240108,11,5
365,117.49249055740202,1.0,20240108,11,9
366,222.4526660380391,1.0,20240108,11,12
367,109.69026713242987,1.0,20240108,11,15
368,496.81959140892207,1.0,20240108,12,1
369,123.16628823997745,1.0,20240108,12,5
370,106.22092232425874,1.0,20240108,12,14
371,30.489125323698183,1.0,20240108,13,17
372,43.95763037566714,1.0,20240108,13,20
373,161.41997897744534,1.0,20240108,14,5
374,111.57959350609524,1.0,20240108,14,11
375,57.937157150165326,1.0,20240108,14,15
376,1299.9206390439358,2.0,20240108,15,1
377,174.99736745359462,1.0,20240108,15,7
378,128.9948266779209,1.0,20240108,15,12
379,46.26606365423682,1.0,20240108,15,19
380,785.2533212785368,3.0,20240109,1,2
381,57.31363838741936,1.0,20240109,1,17
382,64.64400969753945,1.0,20240109,1,18
383,114.6285576699123,1.0,20240109,2,14
384,112.92973077597921,1.0,20240109,2,20
385,312.1129136918573,1.0,20240109,3,5
386,142.50961190729205,1.0,20240109,3,14
387,74.71099336273222,1.0,20240109,3,20
388,90.64503295527369,1.0,20240109,4,14
389,44.9354696258676,1.0,20240109,4,17
390,90.44572613474612,1.0,20240109,4,19
391,423.6276420611237,1.0,20240109,5,4
392,313.9098547318931,1.0,20240109,5,7
393,114.94371242083615,1.0,20240109,5,14
394,238.44466453614217,1.0,20240109,5,16
395,508.8796185737829,1.0,20240109,6,2
396,246.25204825928654,1.0,20240109,6,7
397,406.71749902446504,2.0,20240109,6,8
398,97.26541593666371,1.0,20240109,6,11
399,96.5368303212426,2.0,20240109,6,20
400,855.7940300763164,2.0,20240109,7,3
401,125.41836413469359,1.0,20240109,7,9
402,166.02015659160168,1.0,20240109,7,16
403,69.93272114822162,1.0,20240109,8,18
404,183.48952915074784,1.0,20240109,9,5
405,242.55697388375415,1.0,20240109,9,12
406,133.2114713143296,1.0,20240109,9,16
407,85.67493744919251,1.0,20240109,10,15
408,175.5296554358889,1.0,20240109,11,5
409,269.16532405472,1.0,20240109,11,10
410,57.30446123059229,1.0,20240109,11,18
411,32.282267160197065,1.0,20240109,12,18
412,115.74331096665303,1.0,20240109,12,19
413,250.49874675319526,1.0,20240109,13,6
414,141.40780034269355,1.0,20240109,13,11
415,1039.705485703849,3.0,20240109,14,1
416,201.878759140001,1.0,20240109,14,4
417,274.9579231283304,1.0,20240109,14,8
418,139.5694973286674,1.0,20240109,14,9
419,90.00332714217355,1.0,20240109,14,15
420,85.05617201410259,1.0,20240109,14,19
421,67.8491281335132,1.0,20240109,15,13
422,31.44415615393249,1.0,20240109,15,17
423,423.81233138344834,1.0,20240110,1,3
424,301.4211546582232,1.0,20240110,1,6
425,65.39656750543516,1.0,20240110,1,19
426,361.09480965666773,1.0,20240110,2,2
427,95.57225958580703,1.0,20240110,2,7
428,110.99384986770256,1.0,20240110,2,10
429,49.69817076837428,1.0,20240110,2,16
430,774.5389312793576,10.0,20240110,3,1
431,351.3515074773372,1.0,20240110,3,4
432,183.6156222474952,1.0,20240110,3,7
433,274.5681432874231,1.0,20240110,4,2
434,141.752861449491,1.0,20240110,4,7
435,141.36988070698024,1.0,20240110,4,11
436,127.72276380004637,1.0,20240110,4,15
437,36.61813119982224,1.0,20240110,4,18
438,96.39035451655096,1.0,20240110,4,19
439,523.8381396933895,2.0,20240110,5,1
440,79.76090797294626,1.0,20240110,6,5
441,64.32483833197774,1.0,20240110,6,9
442,242.6646663498125,1.0,20240110,7,5
443,194.73191584536352,1.0,20240110,7,8
444,121.67743020656037,1.0,20240110,7,16
445,54.221256301982166,1.0,20240110,7,20
446,148.8886752946666,1.0,20240110,8,5
447,215.0632710882036,1.0,20240110,8,7
448,52.51634970397959,1.0,20240110,8,13
449,150.06503381031044,1.0,20240110,8,16
450,294.3468674506437,1.0,20240110,9,3
451,130.9364445477979,1.0,20240110,9,5
452,44.31080281349261,1.0,20240110,10,17
453,244.2365335659124,1.0,20240110,11,2
454,257.5973460712885,1.0,20240110,11,4
455,131.0234644995248,1.0,20240110,11,5
456,96.98858076138093,1.0,20240110,11,14
457,703.3143744665342,1.0,20240110,12,1
458,126.52301648855787,1.0,20240110,12,6
459,147.36876772403627,1.0,20240110,12,8
460,84.56684638835306,1.0,20240110,13,8
461,54.63269341417503,1.0,20240110,13,10
462,45.5883770141869,1.0,20240110,13,13
463,46.45460654562915,1.0,20240110,13,14
464,301.4215096342028,1.0,20240110,14,4
465,842.5397150006412,7.0,20240110,15,1
466,54.61787893214893,1.0,20240110,15,5
467,108.73869386666746,1.0,20240110,15,6
468,72.3241967274123,1.0,20240110,15,19
469,191.8160830356519,1.0,20240111,1,5
470,195.7819575392352,1.0,20240111,1,10
471,145.27283845838693,1.0,20240111,1,19
472,76.61985596144274,1.0,20240111,1,20
473,535.8814085061314,2.0,20240111,2,2
474,158.95523730717773,1.0,20240111,2,5
475,139.72396583897117,1.0,20240111,2,12
476,192.64033545688991,1.0,20240111,3,12
477,1254.9446245375684,5.0,20240111,4,1
478,235.05919514196785,1.0,20240111,4,7
479,140.78601577346754,1.0,20240111,4,9
480,107.0337629164888,1.0,20240111,4,14
481,124.55572231108388,1.0,20240111,4,16
482,45.5834985288916,1.0,20240111,4,17
483,192.648300694424,1.0,20240111,5,5
484,70.00156248220941,1.0,20240111,5,17
485,782.7030389227093,1.0,20240111,6,3
486,261.08809493988804,1.0,20240111,6,19
487,638.5365567473607,8.0,20240111,7,3
488,101.17990500052738,1.0,20240111,7,20
489,467.00780613387343,1.0,20240111,8,4
490,48.967909592608855,1.0,20240111,8,18
491,356.1315071575388,1.0,20240111,9,8
492,35.51076540967344,1.0,20240111,9,17
493,61.93268774592164,1.0,20240111,9,18
494,445.1701397477963,4.0,20240111,11,2
495,381.470631179699,1.0,20240111,11,4
496,105.7920192667106,1.0,20240111,11,14
497,84.63798206805224,1.0,20240111,11,15
498,61.992707470315416,1.0,20240111,11,17
499,353.2661036092697,2.0,20240111,12,3
500,116.90383697837184,1.0,20240111,12,9
501,113.61887978423209,1.0,20240111,12,12
502,31.52112377509818,1.0,20240111,12,18
503,66.02549497642578,1.0,20240111,12,19
504,265.5846831338635,2.0,20240111,13,6
505,237.83118461759238,1.0,20240111,13,7
506,41.09069248723556,1.0,20240111,13,13
507,99.73545812275461,1.0,20240111,13,16
508,135.73111697153402,1.0,20240111,15,12
509,70.46579204516912,1.0,20240111,15,20
510,800.4973947127507,2.0,20240112,1,3
511,196.95508407776825,1.0,20240112,1,5
512,91.07541727686817,1.0,20240112,1,14
513,115.12819584287755,2.0,20240112,1,19
514,142.06661690712957,1.0,20240112,2,5
515,134.63476538692734,1.0,20240112,3,9
516,170.20388791829322,1.0,20240112,3,14
517,70.51254524620781,1.0,20240112,3,20
518,651.1493217967757,1.0,20240112,4,2
519,264.4444954419013,1.0,20240112,4,9
520,138.7866015062439,1.0,20240112,4,11
521,961.0333889296278,1.0,20240112,5,1
522,591.0315501162572,1.0,20240112,5,4
523,129.36185780402954,1.0,20240112,5,14
524,314.2235865192571,1.0,20240112,6,6
525,127.72906772955291,1.0,20240112,6,16
526,90.19928719519929,1.0,20240112,6,20
527,314.82043871483154,1.0,20240112,7,5
528,218.66301248336103,1.0,20240112,7,7
529,236.36197356437066,1.0,20240112,7,10
530,88.22648237242055,1.0,20240112,7,13
531,428.13429530008125,1.0,20240112,9,2
532,75.91608043899164,1.0,20240112,9,20
533,954.9648339044674,3.0,20240112,10,3
534,400.17397599522315,2.0,20240112,11,6
535,217.59385130003915,1.0,20240112,12,14
536,77.1013287539629,1.0,20240112,12,17
537,50.18708094230713,1.0,20240112,13,20
538,724.1513514651957,1.0,20240112,14,1
539,102.42470588098821,1.0,20240112,14,12
540,248.39046450312992,2.0,20240112,15,6
541,45.05759905829797,1.0,20240112,15,20
542,326.24307273581104,1.0,20240113,1,2
543,1060.2116625126191,4.0,20240113,1,3
544,273.97856584571656,1.0,20240113,1,8
545,154.6775096287147,1.0,20240113,1,12
546,1122.2549621271073,2.0,20240113,2,1
547,199.91048284307072,1.0,20240113,2,5
548,196.5011270646643,1.0,20240113,2,8
549,101.12828709994108,1.0,20240113,2,9
550,76.24851309643478,1.0,20240113,2,15
551,101.70183138987319,1.0,20240113,2,16
552,54.39185015208864,1.0,20240113,2,18
553,72.0348701859932,1.0,20240113,2,20
554,118.28499573474274,1.0,20240113,3,9
555,113.06570028535697,1.0,20240113,3,11
556,40.4309712374983,1.0,20240113,3,17
557,78.74471824408339,1.0,20240113,4,9
558,109.52238375168197,1.0,20240113,4,15
559,126.71412539936915,2.0,20240113,4,16
560,173.51517143786313,1.0,20240113,5,6
561,72.39042596964329,1.0,20240113,5,20
562,474.22854119334124,1.0,20240113,6,4
563,40.45380525152687,1.0,20240113,7,15
564,186.50563837716106,1.0,20240113,8,10
565,41.818802195853344,1.0,20240113,8,18
566,189.54395316224287,1.0,20240113,9,2
567,376.30817809655986,1.0,20240113,9,4
568,192.1496754597958,1.0,20240113,9,7
569,80.11820580638404,1.0,20240113,9,14
570,26.199671971532737,1.0,20240113,10,18
571,63.88149869477198,1.0,20240113,10,20
572,200.08479114598543,1.0,20240113,11,5
573,65.25783922759204,1.0,20240113,11,13
574,66.34379140456944,1.0,20240113,11,15
575,37.425841063791076,1.0,20240113,11,18
576,1269.3258063755095,2.0,20240113,12,1
577,136.74884767000407,1.0,20240113,12,16
578,403.5554791956625,5.0,20240113,13,3
579,32.497087037816414,1.0,20240113,13,9
580,62.0139882703767,1.0,20240113,13,19
581,56.40607277425431,1.0,20240113,14,15
582,299.26817516518656,2.0,20240113,15,4
583,162.8594481216232,1.0,20240113,15,8
584,72.22342538615315,1.0,20240113,15,11
585,64.03075522564664,1.0,20240113,15,15
586,907.679934807042,2.0,20240114,1,2
587,368.13175480145946,1.0,20240114,1,7
588,149.50818584985134,1.0,20240114,1,9
589,97.99941475126782,1.0,20240114,1,18
590,184.8439240678523,1.0,20240114,2,6
591,320.4567502591485,1.0,20240114,2,8
592,143.40348847240594,1.0,20240114,3,11
593,481.43614663397403,3.0,20240114,4,8
594,143.72773387719394,1.0,20240114,4,9
595,65.19051840173513,1.0,20240114,4,18
596,144.15533761635862,1.0,20240114,4,19
597,95.43605658624467,1.0,20240114,5,17
598,329.49758050495706,1.0,20240114,6,12
599,280.9495300468877,1.0,20240114,8,10
600,178.70230382705077,1.0,20240114,8,14
601,301.3551258573528,1.0,20240114,9,5
602,172.44261417932583,1.0,20240114,9,14
603,321.02780832434576,1.0,20240114,10,4
604,231.38843051011074,1.0,20240114,10,7
605,106.79821490788457,1.0,20240114,10,13
606,251.5421748656372,1.0,20240114,10,19
607,239.88038430481154,1.0,20240114,11,5
608,133.64037770684067,1.0,20240114,11,16
609,533.0625905839042,1.0,20240114,12,3
610,470.1043016666695,1.0,20240114,12,7
611,111.92066991640573,1.0,20240114,12,13
612,173.50080185174104,1.0,20240114,12,15
613,660.1239323564347,1.0,20240114,13,2
614,616.6998729191931,1.0,20240114,13,4
615,196.30048150807227,1.0,20240114,13,7
616,85.12650056054188,1.0,20240114,13,9
617,64.57359534468974,1.0,20240114,13,20
618,145.15530261198217,1.0,20240114,14,14
619,184.2441677544057,1.0,20240114,15,5
620,215.94504106295446,1.0,20240114,15,7
621,65.24945292466262,1.0,20240114,15,17
622,931.892890557954,4.0,20240115,1,3
623,78.82207669233819,1.0,20240115,1,13
624,122.21752000037871,1.0,20240115,1,16
625,45.646654702156916,1.0,20240115,2,9
626,166.92454169506632,1.0,20240115,2,12
627,68.10842892428681,1.0,20240115,2,20
628,705.2638427174255,1.0,20240115,3,1
629,391.3525659136665,1.0,20240115,3,4
630,133.33327897795866,1.0,20240115,3,5
631,200.50269311242602,1.0,20240115,3,12
632,49.295541816389914,1.0,20240115,3,20
633,367.30705920149927,1.0,20240115,4,4
634,64.6652415387376,1.0,20240115,4,17
